-32.9 -14.9 -5.0,-21.2 -13.3 -3.7,-27.8 4.8 8.1,44.4 3.4 4.2,11.8 0.0 -0.5,-5.5 0.2 -46.1,21.9 43.9 8.9,11.8 11.7 0.3,4.8 -4.9 37.6,24.8 -53.1 -12.5
-23.320928150437993 -9.568629413325741 0.4307719633706775,-13.021921318536288 -2.1106753208392743 -3.7313457353564825,-24.843772206404 5.106044132024912 8.934079409150675,33.52956363225804 -0.14986619986578092 4.27843469864978,12.167056979902755 -4.029932834708103 -0.8617799992701145,-5.399577632422989 -21.081238682218448 -47.074733742602895,17.891331521859676 33.91108991534802 5.541988510086826,11.91996797339757 8.422250884974972 3.29331376173385,2.917414471254023 -4.355441323998285 38.834237973908024,19.1138819277642 -36.776322705932785 -6.416468387415607
-23.5215286558784 -9.573558374820454 1.2728122473732133,-13.904149233427177 -2.051492129208783 -3.0202030653531455,-24.387578586896865 4.3610364812899 9.169284450770267,33.98748949200671 0.6247936177838725 3.2549760082686876,11.888079762166454 -4.34855314597864 -1.1519677390275207,-5.837531753369065 -15.357829822790729 -47.5162371266501,18.363643161617603 34.93852289304081 5.8371454873162865,11.825935349510443 7.897001676716769 2.126148791775587,2.814365491565296 -5.630466315955369 38.37578740460933,19.847842282858817 -38.56604833923947 -7.023387465990165
-23.46489323281817 -10.402873678428849 2.0766809067513154,-14.875397575257391 -2.7622963863678724 -3.0378679433740317,-24.770565868389376 3.839177781984377 9.63309653877331,36.35627346801647 0.9796623966938852 3.005117840201652,11.01791530608135 -4.464297414781846 -1.3327478903235288,-6.738930261496712 -7.298755414676665 -49.25465511435433,18.45732306660018 35.14594503287986 5.870635737068076,11.125057151354023 7.458708976190549 0.6721312557842025,3.0316659391656584 -5.463752460591798 38.71025366869727,20.50072378286514 -40.221132202254076 -7.5767228945291425
-23.12474098589447 -11.742077508507037 2.7910638491976325,-15.431666671257295 -4.049301286975873 -3.3333355623298777,-25.308819974334405 3.615657428415036 10.212860269277922,38.85953763037774 1.0707530216052432 3.1461355116795313,9.857694941984182 -4.447911399281864 -1.4068263866427568,-7.690752832317068 -0.32866212500284475 -51.26285855202274,18.415494176007428 35.075082441976015 5.827270462720184,10.09418161596318 7.1461893536332655 -0.6957517985950636,3.2251863749296277 -4.692145410309826 39.43789632262324,20.98317842959264 -41.49298700558514 -7.998331877088242
-22.480380677389867 -13.222237261516103 3.381314622515949,-15.063433719120432 -5.658307025294663 -3.366961340363571,-25.212950020724968 3.7448350151029293 10.781882004984,39.49866112445875 1.1115407586214758 3.178260191831682,8.745247150349284 -4.392622570964925 -1.3928927573293497,-8.240590972463567 1.7536095435888244 -52.36423240306654,18.54250394013158 35.40307225341895 5.935507304125729,9.051291822860799 6.986408052653525 -1.592160310133967,3.030635746688238 -4.304075578689353 40.072525434531634,21.216708483078182 -42.1528550666636 -8.21792793682154
-21.591388549246922 -14.543887988428564 3.7982207671625,-13.638089468240413 -7.329995117639919 -2.8508160333588055,-24.027602838108468 4.183802313805081 11.277782772365029,37.24668519604752 1.3094127153361492 2.8406547443120647,7.8784992359944 -4.350203846842661 -1.3188795631900245,-8.097435565196509 -2.8412848924046252 -51.914254597543696,19.020867414819246 36.541445128564156 6.331943248259109,8.191270407639518 6.988375549446349 -1.8424652423606744,2.3190016592939844 -4.850064713752149 40.363940165720074,21.19453186850832 -42.15985741375487 -8.226126267570987
-20.721431054927603 -15.584195031376948 3.9555339090096373,-11.981375008857436 -8.792032194732984 -2.136988456067625,-22.146758363138215 4.642335363854284 11.801711758850422,33.547224783294844 1.856276086888536 2.479996063124374,7.099662083431636 -4.267024700003813 -1.2362209406916396,-7.380655807066243 -10.793292320709238 -50.62131668097677,19.723325395436017 38.22639370611077 6.919607962480847,7.396001569335707 7.1154500548715385 -1.8077969696409144,1.5594974384136862 -5.767196436913803 40.66197177195286,21.09221265338858 -41.95082044218791 -8.168392257868017
-20.16605303233913 -16.248038954958698 3.761280077344757,-11.06883256853449 -9.770141813748218 -1.6776481045762799,-20.097364224318937 4.791583316019306 12.480360167301507,30.23041350535113 2.9414775029848776 2.537920060465995,6.195334933694761 -4.072984547141343 -1.200027559175624,-6.273907769238946 -17.98324624783997 -49.40543995477904,20.474138965813697 40.08840771795247 7.564975402241771,6.498435473850213 7.323837708594497 -1.9330614310563132,1.3148558774393753 -6.318387973130692 41.41023851620263,21.113805131616765 -42.037216853143406 -8.21438644283586
-20.12205552380016 -16.51087937314877 3.2148616081742047,-11.54754446457086 -10.107567379589787 -1.7533154023118684,-18.371843824861877 4.42633373721256 13.360461488391282,28.700294888011065 4.585220587186961 3.244893733761333,5.062775004003622 -3.7411781687508685 -1.2610297555861547,-4.9936112914717175 -21.478481236226717 -48.91347785052344,21.131366361441437 41.81627887161863 8.157034844795266,5.4279109376857795 7.565455773910218 -2.5169762277693657,1.9550785141178264 -5.9955360842498555 42.840659942765576,21.38530848709304 -42.73643542300096 -8.468669453811126
-20.495028168869133 -16.556324916801543 2.585164325555959,-13.095911684484841 -9.99413731048414 -2.138289931851687,-17.360803051070025 3.70600385422151 14.252941004397824,29.104303947656383 6.308878917150437 4.208612841757661,3.9255877573555993 -3.372090450303485 -1.457039559095712,-3.852811859256641 -21.845515111509698 -48.9866676282446,21.65273907712341 43.27074081800177 8.651176888172804,4.398032477125333 7.779572924937542 -3.427125939380549,3.281771282425113 -4.965835172277246 44.56082187997314,21.802524776500363 -43.793480084539326 -8.843811790616382
-21.137139953284816 -16.60616766861503 2.1905088764597287,-15.214637538130562 -9.683258572201806 -2.514008674793065,-17.436170092315663 2.8568996030254565 14.92546666444153,31.359359836482504 7.542319258144362 4.9225302034173195,3.0672449136909785 -3.0895750830019577 -1.8234992274980812,-3.1822802432978436 -20.292765899608693 -49.31846200999765,22.014272955839914 44.34406873056665 9.014972978878202,3.6745511226227174 7.903137542368322 -4.452006869149517,4.99227199876408 -3.5203581725394293 46.063780591062795,22.219028036166716 -44.84835485538343 -9.217164733444756
-21.900559862785997 -16.88219971128725 2.3492159078551933,-17.40442533536221 -9.42833813051332 -2.561908612733352,-18.969873137971017 2.105326919603668 15.145706417642845,35.382381706684846 7.715408375437868 4.88009863770269,2.7712181929499975 -3.0174857580490304 -2.395851018587056,-3.3127872142994006 -18.02865162644354 -49.60231371783778,22.191983840571293 44.92853778277811 9.215994563415308,3.5232179046317396 7.87309800689442 -5.38011532033596,6.783918479537624 -1.9501780203629284 46.84259233927214,22.488392302420106 -45.54106375315825 -9.46607956248939
-22.637456883111476 -17.60621312751624 3.379606066712063,-19.165978386033984 -9.482782951189208 -1.9634267272698778,-22.33384037740841 1.677591739935419 14.681328213122189,41.09028871045892 6.258013034300034 3.5747709635761167,3.3209793150729245 -3.279676166647463 -3.209537190156439,-4.575103542965433 -16.261590317934022 -49.53167547382019,22.16188757429788 44.91642314810096 9.221813088287961,4.2097838536062335 7.6264026992076905 -5.9999475961995685,8.354048541148654 -0.5463676510742599 46.39031338783869,22.464191611588536 -45.511610795488785 -9.467907557943425
-23.2 -19.0 5.6,-20.0 -10.1 -0.4,-27.9 1.8 13.3,48.4 2.6 0.5,5.0 -4.0 -4.3,-7.3 -16.2 -48.8,21.9 44.2 9.0,6.0 7.1 -6.1,9.4 0.4 44.2,22.0 -44.4 -9.1
