-33.6 -22.4 6.7,-30.6 -10.2 -3.3,-38.3 0.4 14.2,66.1 1.6 -4.6,8.3 -3.2 -6.8,-8.0 -7.7 -47.8,19.8 38.5 7.0,9.7 8.1 -7.3,24.2 5.4 42.4,22.1 -44.7 -9.2
-46.93284419888225 -30.15448548931714 16.457257914888732,-30.98287437233937 -16.266653330864283 5.5704066821042755,-30.580519422330187 -2.649974281581692 19.32697666741397,75.66945791688964 -1.942991958528403 -9.044302226904245,5.37395961091841 -5.37952644177119 -5.541483360780547,-6.2707777673393075 -10.639069700753549 -44.28038248894471,24.336984055064583 51.842780255038974 12.031580484463463,6.549495356605087 6.205327952533041 -5.256014677312303,19.057882731983508 4.80375888952492 46.90210105173915,24.39616526064894 -51.81295775496859 -11.963649947186944
-47.08219985648392 -30.459973852857548 17.391691971867115,-29.82893527256237 -16.04765834884011 6.1144829213837095,-29.149075666221453 -2.337925370873281 18.484946740451377,72.96561563137647 -0.9425525750857771 -8.92837128728818,5.612944771882579 -5.525803701840964 -5.624671835370378,-5.137887713726728 -12.80398524898945 -44.90058276478307,25.271250422358637 55.111619935035 13.392194563883116,6.710408112557096 6.243768079053133 -4.519929244537332,19.072536410664465 4.475644073971135 48.00889725506466,23.90177858679478 -50.212040877789754 -11.325965393533673
-46.6364689000488 -30.94397520662021 18.030466093607757,-28.72487664617283 -16.005270451408677 6.407377169593687,-28.271285086864832 -1.8570108195027744 17.404704865964,71.0025539794965 -0.6186755665729439 -9.139950448255197,5.699887053740963 -5.60213382914457 -5.478278116647686,-4.594628071817786 -14.37607808292167 -45.31841389485071,25.931127808470347 57.40742657674722 14.344377514974708,6.691278436563852 6.3053716874988215 -3.8565040156193926,18.644268797288547 4.178415642016375 48.497797908800784,23.358162548696093 -48.46693646021246 -10.649003276571076
-45.443844360611315 -31.523553824950845 18.146738989027565,-27.86705352691212 -16.160562834868983 6.287994195867934,-28.406143813615493 -1.245184841707179 16.10164529937937,70.41686920230177 -1.4050999355017493 -9.890679640325079,5.631710434213312 -5.580603241765221 -5.0534668162881795,-5.032439958864629 -14.631872844262256 -45.38373845597233,26.020880472852653 57.69339860490861 14.458315553068063,6.51100871147634 6.371188037164521 -3.424853236031304,17.57118018553667 3.8654036983728965 47.883936970003326,22.850175786193287 -46.865776745392125 -10.042778010461033
-44.013068542362944 -31.790724701460697 17.940308371816723,-26.946746145658857 -16.282201018310758 5.959271230948957,-28.77920773819986 -0.6628648409175059 15.171064592119217,70.03562605191199 -2.3614375943782595 -10.36763304536801,5.5941899659368985 -5.521022559368604 -4.4712292197710095,-5.911129689316347 -13.887920750644307 -45.38925802166659,25.69250578622176 56.4959458077507 13.953845530903267,6.371027324360602 6.387996561971398 -3.194805719571123,16.001011731088447 3.3135418663662213 46.65132947031557,22.491622135033598 -45.73396667808332 -9.621836212500995
-42.98388352041669 -31.27304209129568 17.69558341779155,-25.555070316887566 -16.08879429937095 5.696340575115162,-28.371419191398843 -0.29475472046868983 15.323262444675972,68.32702774944775 -2.27478621612128 -9.55469731506243,5.810552693298006 -5.500599732965405 -3.886237092726542,-6.5057415874209825 -12.667036436390747 -45.715496750833324,25.18679682184758 54.65149860637997 13.179644916160377,6.508960206283415 6.295780724628259 -3.0986508267193,14.150848627039426 2.2647836534419636 45.476140610867986,22.402044728441044 -45.40429979351101 -9.501622072039916
-42.78934642616581 -29.78262218351471 17.604936409707225,-23.552693460429417 -15.450320544279757 5.682870166321966,-26.654168750543054 -0.26593799445410465 16.9106249699889,64.56643122400746 -0.48341852552274284 -6.998840948296152,6.390522564240816 -5.56369398790898 -3.435029329084342,-6.338979443297554 -11.545111826059875 -46.54026094358666,24.70150626131676 52.85354206760262 12.425459675617518,7.046865860127083 6.070962499178408 -3.097831079073668,12.349333669870546 0.6914929534847065 44.87243287597018,22.62166477050241 -45.98599423923954 -9.716038800531651
-43.09694103510551 -28.185615538456243 17.519829490377646,-21.798718215375565 -14.797435823251831 5.76373849057695,-24.9154965429878 -0.48066070012843276 18.95980501076868,61.01893886858711 1.6328074946206212 -4.332721181874182,7.023401289442772 -5.632990910990231 -3.186979584754107,-5.850892476269905 -11.294640292172913 -47.29047786329029,24.274962608977162 51.26608314224703 11.762749982701601,7.678734143639969 5.824934278430122 -3.2617740453767166,11.338325671040002 -0.5805125291730424 44.75383062084818,22.896890309914518 -46.76013159542273 -9.996956965121834
-43.39693354301053 -27.592164254018428 17.21280973923694,-21.38336847353807 -14.690583944733076 5.705399874731066,-24.863967044245666 -0.792048648506227 20.1905700672637,60.64172974135166 2.2214406143344276 -3.6717977265072257,7.301169779719287 -5.603010652499819 -3.195913873043377,-5.693880212107167 -12.733625193340721 -47.21925868562601,23.908590306853274 49.93056334765873 11.212446457156608,7.999464097654719 5.700331876560919 -3.6849040481810595,11.955336120500906 -0.5278546375974118 44.89496669692459,22.906116505574524 -46.81609351297321 -10.006331567310436
-43.31108331377431 -28.72348364107059 16.53906763625452,-22.980934129314402 -15.477402073055838 5.340285605464267,-27.595231623315826 -1.0695907991182363 19.714886408123704,65.31566177436059 0.052337520756529955 -6.3673135779342305,6.962415202938812 -5.405118297650057 -3.463344520626785,-6.337597990594722 -16.079610724670683 -45.89165484977072,23.585129227081303 48.828465948231674 10.77117534012468,7.742835446783694 5.791190832323153 -4.4025527925178425,14.638836327833586 1.3972672977290275 45.0585495964022,22.456278612289086 -45.60411221580182 -9.541450325252592
-43.02919530898472 -30.62063974981607 15.71081007924288,-25.46888567162828 -16.586210581586048 4.7858449830638765,-31.55717981559411 -1.2534643047453344 18.339004400549644,72.27192564975128 -3.4162980328598507 -10.469123934830096,6.379058306994953 -5.129847680714765 -3.764790672813221,-7.462253062027472 -18.956179818464015 -44.2202881360626,23.20660259452442 47.682256784702545 10.330568860762318,7.242587306340594 5.981595301465824 -5.194774072637122,18.10345885869654 3.68817688143375 44.955775022970826,21.909600320403246 -44.13328098767367 -8.984233261731033
-42.89443206398167 -31.871101920611597 15.036629136240768,-27.239598967400397 -17.197138161288876 4.236474776858197,-34.48287415610383 -1.3029302963802785 17.326587161097606,77.4864225251995 -6.000478333071949 -13.13579494332306,6.094003474902454 -4.9107040686701575 -3.814759179209565,-8.534922174327187 -18.286613164939023 -43.48158935499427,22.653242233430326 46.144473713482796 9.753913589000835,6.994432261517513 6.09894801339828 -5.772703269920737,20.59844454192179 4.283542212882775 44.28393156389228,21.778218791209405 -43.833545154735894 -8.874435953819646
-43.15830203675794 -31.385813193747975 14.749572787589795,-27.048041218549525 -16.66628197289463 3.825764230809164,-34.61140210649441 -1.181675669799939 17.649098033802264,77.8172402653566 -5.985002538184817 -12.18070080772272,6.511151329109921 -4.851813749325592 -3.39984704482693,-9.12033963811116 -12.089579534497322 -44.6230353311961,21.858676117808756 44.009671473037635 8.95813584846669,7.366247427167355 6.015245058804026 -5.897073240431085,20.81827123885841 1.848904344888278 42.943341795341595,22.40534452701529 -45.66029249880738 -9.572477555424152
-43.610159255082344 -29.70678611433317 14.701769592993445,-25.477492327833694 -15.237034934162518 3.380690062924768,-32.73340929321213 -0.8757016091474158 18.804621372924707,74.57076747819521 -4.018465424788142 -8.718988856856086,7.333497952085267 -4.909163603080575 -2.670152334171923,-9.275669949933672 -3.907018350422529 -46.93340751250335,21.02577042754709 41.78849427750824 8.130628995878151,8.081319347765119 5.827337663730445 -5.578704907402865,19.702447845000346 -1.2850801840647375 41.858076579860864,23.282406554247398 -48.176042061907545 -10.534506535127205
-43.894022828921166 -27.88895993965226 14.625559381230323,-23.686186496220444 -13.431820190587214 2.631807744671744,-30.44193654200816 -0.37802653145039355 19.827904171084832,70.45226159261067 -1.4928107875020975 -4.904123688134744,8.043624134256124 -4.992154721708083 -1.8900842448875597,-9.212933420588342 0.9822135315563458 -49.1798730540371,20.442059388453146 40.216776879696695 7.543840866396222,8.660228477709431 5.702787839361727 -4.907065045563038,18.89648406309013 -1.6351763400541097 42.27414759310429,23.63297194088913 -49.1908211671243 -10.932302983480326
-43.71925448134945 -26.847735537416945 14.322659314719411,-22.675998112388253 -11.745449662323786 1.4019793440700044,-29.15103657000292 0.2983144617019096 19.927797222011773,67.87589055018319 0.2561474005431212 -2.681531317408612,8.205210411313745 -5.02213846822397 -1.2819062264014136,-9.146600521238133 -1.4764771462599642 -50.303090596188234,20.349845080691978 39.92135827042419 7.430523824234844,8.70054944276583 5.773026809166252 -3.9984483262885657,19.745926707209062 3.379389837087967 45.04427977496897,22.870795601744028 -47.050377228432914 -10.139382506106612
-43.180896228443885 -26.674461992319955 14.004207207992724,-22.525409509434468 -10.509293500324997 0.058665914471739355,-29.217426853016082 1.0222500930683598 19.340950857253176,67.53606916253538 0.22522887434554617 -2.7674653671654337,7.860709172812561 -4.991044923613829 -0.8190750626921459,-9.30525858116317 -8.1136741870621 -50.268032533039325,20.724484250209944 40.885774532513686 7.78913740395301,8.254377391555197 5.956247073370026 -3.1272015255368766,21.825728645532756 11.014517326964803 48.70103995229624,21.531869219098688 -43.26156372441572 -8.7196370413825
-42.514890901776155 -27.1594370510824 14.03091477087843,-22.975559640424372 -9.995011574815235 -0.8317128129658375,-30.611547941512065 1.6195868577258532 18.67950203723503,69.498933786679 -2.467225356645436 -5.4291251634945885,7.227482820224737 -4.916588734730305 -0.3841508476599843,-9.922652249986452 -13.120809636086463 -49.413884423920805,21.443810342005765 42.85854350701649 8.532546798469719,7.539857731141971 6.092738500031575 -2.625412690546779,24.063990585482298 16.580765301093887 50.929370180481314,20.562171914541267 -40.486082930576515 -7.671839435717102
-41.93396128623271 -28.066831041248857 14.668879165386665,-23.75843753925587 -10.404112752179447 -0.7946183651904042,-33.18211324421489 1.9314732263269896 18.458262633933117,73.61473158523131 -8.293189167249363 -10.643164641300528,6.5172862185724485 -4.818637656401727 0.10288615575105026,-11.134571483981166 -11.69277886997628 -48.0764016979348,22.370617844175737 45.52906052242967 9.54968383753979,6.771495226676532 6.04970779462436 -2.7613294566901705,25.473535892473777 16.210099428399296 49.8706097878905,20.742373725209163 -40.922947208092076 -7.821605898239498
-41.48864784832503 -28.983021439033955 15.527692686836625,-24.546138279038956 -11.453090314266444 0.006399646445226115,-35.93911774322844 1.9057043089277 18.514467294317427,78.24562007486695 -14.889801446611376 -16.379503468984993,5.901268356680756 -4.731701025912913 0.46208288169866196,-12.398654642791628 -5.997996854836446 -46.56377064096127,23.264589426373373 48.179842241996376 10.564674428045553,6.1368952769578895 5.8814915680620885 -3.360669283958733,25.66029674322436 11.740612990383061 46.834204564065075,21.70459048482171 -43.55636187196639 -8.791418779052321
-41.16087999561728 -29.419170642182365 15.939213938249745,-24.985418855863976 -12.653252210797746 1.1378491186364785,-37.53773747377276 1.535191964042936 18.398702334072492,81.12422201508346 -18.69492712937464 -19.759114497380047,5.53339995022338 -4.6964822865836 0.4035050439272529,-12.885648767466595 -1.1550186732555439 -45.17251444188112,23.84178641207688 49.92127573822603 11.231923504803051,5.812283532185647 5.721591540634118 -4.061937707806552,24.48111937229696 7.424370544268633 44.469864399693584,22.595043381218034 -46.010511502766576 -9.694775916566611
-40.94380566426364 -28.98349024673071 15.348578515319861,-24.785315474741648 -13.560046164702966 2.1893378023358347,-36.84512992250052 0.83846937332705 17.73843920151417,80.32573544857645 -16.700627526783 -18.35283697270459,5.5455761539263975 -4.7465261970271655 -0.3052313850001076,-11.905453801299474 -1.6231477015268885 -44.177847043515875,23.863051320292655 50.000400442809635 11.258469217433863,5.944925350494838 5.689205014822506 -4.531827043611357,21.914673432554736 6.960494976421786 45.052768460816345,22.669913852633357 -46.21312904628928 -9.758681866410178
-40.92419733588565 -28.07898825128872 14.134162525172657,-24.164238282652807 -14.095398982914547 2.9470098378951075,-34.470062594545055 0.04200206344847531 16.797437762278218,76.74154747796172 -10.460093712245687 -13.430350562370174,5.889902466489813 -4.85673172597705 -1.423287011669591,-9.91280607236782 -6.391461217270545 -43.681290233083345,23.45622804274706 48.78532023235997 10.78324040277569,6.445899570481413 5.784394207571268 -4.672695933631052,18.927236012639025 9.461768415542897 47.76017989349149,22.097612432014312 -44.61072725397335 -9.152008288727492
-41.23454497555345 -27.496776983284917 13.130049575802085,-23.58932808417317 -14.360191627746755 3.292979381697006,-31.871742661221052 -0.5262097025564686 16.150161715509974,72.63820890990377 -3.753746524265552 -8.067503122807564,6.430691911012787 -4.973360715921913 -2.4787443231187716,-7.921473071051187 -11.77788899210534 -43.6995507718987,22.928369663575914 47.19156215066869 10.156060970596112,7.110953594482964 5.949046887296738 -4.501980442873418,16.9673394300249 11.801432529750535 50.25662900580847,21.491997139721533 -42.87975567962111 -8.50354676686777
-41.995179829591144 -27.926709278230472 13.091982829605078,-23.49390070384683 -14.45391643849491 3.137789037122775,-30.39518913033508 -0.5824000508995997 16.32085328903068,70.11400232769826 -0.05054134378318666 -5.080630283891527,7.0381446955167 -5.048785317016408 -3.044163277410031,-6.857064116860939 -14.350773463531246 -44.23592109660191,22.55318690024237 46.04005191415015 9.691995357772198,7.74964003946832 6.124026725755733 -4.055918513381891,17.27319792292259 11.135975896288361 50.40304987273549,21.418446958569117 -42.57325240205747 -8.396306325227268
-43.20547951284508 -29.05083581754292 13.985799485573466,-23.96680169416919 -14.450841390951487 2.661460866846204,-30.22183317769561 -0.27858682946061825 17.326152789287644,69.5445321334833 0.34835448846040074 -4.649929367271528,7.645338313009464 -5.096534237511362 -3.138753873789508,-6.753255288109528 -13.28313153068881 -45.1691326189336,22.26916805710309 45.19803972774379 9.355057250967892,8.313009839967595 6.244083499003178 -3.5455858408564023,19.0110692588031 7.5167372785679545 48.06503124154393,21.94279244928521 -43.966268138508454 -8.938955412895519
-44.79684837444468 -29.984844761950733 15.333427061890985,-24.903291933513366 -14.41105892651638 2.1954584294923567,-30.879195353005937 -0.01168869931606395 18.897439469724645,70.33729569266048 -1.0779995527563155 -5.474146269764587,8.22068589998255 -5.164504818686715 -3.0327335559339055,-7.142475908754108 -9.211749531667316 -46.30791620960053,21.826413856579858 43.996831251713985 8.911977579539238,8.831632855412678 6.240531108932703 -3.2803130716042928,20.182817494765608 2.6218972182164406 44.2347334476933,22.850129008072265 -46.615652974673594 -9.973593566795556
-46.66878113980005 -29.915576441198038 16.65885282322991,-26.180946805587507 -14.387179362990526 2.0454806984650094,-31.89921836808967 -0.1458368387261989 20.73897774682185,71.89325802363652 -2.89137175347049 -6.308291754608398,8.730737917124905 -5.294848029155235 -2.983244240918443,-7.579566572206439 -2.8893903167168205 -47.45156837528754,21.00845479243657 41.85375511469136 8.158699559831213,9.32993506912459 6.056159498918693 -3.534695849094607,18.974856094163243 -1.9042204682655768 39.92332963004139,23.915554024470335 -50.026496376981875 -11.320752535886845
-48.35861140220564 -28.93023999430922 17.567401539850295,-27.496776324456324 -14.346666082027689 2.19813351729982,-32.94979648280872 -0.6323447837786575 22.276703375377735,73.66261188632964 -4.3583181229462165 -6.752992078142806,9.115822683920554 -5.4584697447721355 -3.062972170078212,-7.94470492539828 3.772206632227364 -48.29876149037854,20.01179902559896 39.25544906582508 7.256265874365033,9.75063892611691 5.767611817713544 -4.1668320550055284,15.869529489940458 -5.021210291153309 36.21736265616352,24.834234227793218 -53.19502656220938 -12.584703150657072
-49.17002041165556 -27.696927663070145 17.71687379206884,-28.431296717317878 -14.202048958089943 2.434156194133663,-33.78653463317883 -1.156192107869055 22.756985231686514,75.12730987389132 -5.200096427368176 -6.9544318793541935,9.299351009398752 -5.580311265420021 -3.225599922980486,-8.327963488500108 8.113574974078137 -48.48324913422466,19.299391921613367 37.3784277062119 6.6012672483562636,9.98375491120489 5.53788812076515 -4.766111337601778,12.830427901874836 -6.078291487674109 34.25200102506585,25.249768179466855 -54.78917416671099 -13.230193068386354
-48.47338514181437 -26.863646367834125 16.810795411067204,-28.597395710431005 -13.874857234062286 2.537375069227857,-34.184732624569996 -1.4108035277707185 21.507685562849925,75.81091546427342 -5.184231150165911 -7.065945228445064,9.20746663347206 -5.5883743683057885 -3.4150402999584784,-8.814915177596975 7.689580846849113 -47.68942776917114,19.305218419237 37.32760073127873 6.56660069905004,9.922317549226797 5.520209679107042 -4.94252185250278,11.731409122521567 -4.51964274865221 35.054530963714654,24.845009344644936 -53.61003973865358 -12.77450957563209
-46.63354577085035 -26.659052923817498 15.18454333647155,-28.091359696988505 -13.426300558215562 2.3834433410028497,-34.176555120817625 -1.2711127454100881 19.046898286306636,75.81574457835661 -4.62328408325089 -7.213490486883588,8.808786728038418 -5.464568899090064 -3.4655123629149007,-9.378460044947118 3.2501478149957252 -46.33038806885227,19.992713162216713 39.03713392991369 7.136062626263087,9.514340382275902 5.709758874227086 -4.659333477352067,12.834396513650002 -1.0357379853600994 38.12098784058209,23.867938090508527 -50.41189065177638 -11.50787229641838
-44.750470413492536 -27.00181180454925 13.64057202214975,-27.366813444242723 -13.020843246991557 1.9158945361342588,-33.98404664508572 -0.7462286892263666 16.772561388015472,75.67193901054124 -4.232719961668596 -7.502789321424023,8.103325711543075 -5.23065467168458 -3.1301472750540897,-9.908208012498994 -2.092947486488978 -45.357886662065525,20.977470204670137 41.57575478382824 8.005818140178354,8.748478588381099 5.984892445154041 -4.1409693050756635,15.209737894959483 2.761661477172713 41.81547446106107,22.9842883738144 -47.39281592323346 -10.291868555222969
-43.884916427578816 -27.793137490287673 12.954751544524017,-26.869065263216175 -12.808105702036935 1.0915651142967613,-33.827941959925795 0.1388149698958639 16.029309208780212,75.89226267851001 -4.690833386425088 -8.031969163261657,7.108554569209214 -4.913254420867468 -2.188723006414263,-10.292552731172004 -5.331329303852127 -45.668753065861665,21.879442604580614 44.01971708534909 8.873858610016509,7.633744501560706 6.224172881670393 -3.6129670328029473,17.937478359285407 5.306282436312832 44.537337460747025,22.826616253481895 -46.64886746659749 -9.949232714284923
-44.120202383188 -28.75791241991546 13.25297999043958,-26.75434299223116 -12.638742008459818 0.07009848134723073,-33.82921073476998 1.1376896352653172 16.881544505975516,76.51486912251711 -5.86868834843402 -8.775865146116834,6.131489560592616 -4.607023351653078 -0.9153729507404593,-10.432638703635648 -6.206017291800289 -46.98997782466011,22.53527783549151 45.92694228346302 9.586568083288453,6.515171692024908 6.357152543074833 -3.2141470688866334,20.74932448935271 6.193568118258231 45.75575603322759,23.28335100848671 -47.92300513840351 -10.397936852655755
-44.71288786209667 -29.471869948036563 14.111381700030126,-26.934358002552706 -12.110527920271503 -0.8173192804811582,-34.024437111804936 1.8168861201961612 18.310796119996436,77.17646639037838 -6.954559112147898 -9.605026573842762,5.72405656114807 -4.464161404305256 -0.002377187876130782,-10.240395641234372 -6.783585804534194 -48.05905229622894,22.96491265516825 47.26276666428583 10.115847399053813,6.0220146763603815 6.35651317279 -3.0099806781471767,23.928185665283017 6.001590545427369 45.84481891156817,23.613508074749266 -48.967844199880844 -10.790666916618404
-44.923049782805414 -29.528712123616476 15.097276673674514,-27.317795328740527 -10.844228508548193 -1.2450575567468254,-34.445289424524205 1.7567495171603908 19.296772640994256,77.52410445658388 -7.175946226662932 -10.412562230412362,6.412416689437719 -4.629882073222363 -0.12374723799668785,-9.639528444428283 -9.104352312304822 -47.640500135584915,23.19476972657875 48.00973833834764 10.43917540158892,6.755169451862217 6.1996347599116275 -3.0603680142690504,27.73505220738612 5.329005549683335 45.20921049623535,23.09384030675147 -47.584012475192125 -10.297241420550064
-44.65142116992539 -29.013389124177824 15.962503634238155,-27.914683110256945 -9.131481585122794 -1.1249978306105937,-35.07450862419839 0.9656679473353859 19.519009839297365,77.70303361728081 -7.076616467925498 -11.651694185373183,7.997148179907719 -5.058700277517301 -1.2721034581570276,-8.801575282828802 -13.05193270131257 -45.76022862482482,23.266705375364893 48.24528505850958 10.56922943909751,8.506898356629877 5.93627507265561 -3.354545366568494,31.579571066139607 4.549729860887893 44.29891564055436,21.815212389816203 -43.971489193070944 -8.98124196277311
-44.41831788825145 -28.48594050487232 16.63735060531874,-28.833059086675352 -7.912730513129824 -0.5987211363760494,-35.847517660831514 -0.13400716873301702 19.33385107013995,78.34031705907117 -8.473306555493032 -14.317333843613403,9.577113167147651 -5.52070505825798 -2.7810882169163467,-8.13775555179104 -16.424182213116495 -43.66403765734369,23.237501926410225 48.138593319507486 10.552727570276097,10.287428664312758 5.68618891747057 -3.8134095246425974,34.04804927842149 3.8203335079345413 43.60772957127236,20.655822050454105 -40.650682504512844 -7.770614446765645
-44.74976233287411 -28.50961835091169 17.06378829245366,-30.17078759574242 -8.120524178545692 0.1813436089968306,-36.69369926447713 -1.110324245786184 19.12322230418777,80.05043261466938 -13.140358079233193 -19.35716439134865,10.248643385228382 -5.784297746271792 -3.9700996434178055,-8.055762784230158 -17.00188652330078 -42.61700448438036,23.161159185731826 47.85363699026775 10.435272524962173,11.10326237079517 5.567910983333837 -4.355891647099671,33.754172785293754 3.28372085705638 43.61207179840484,20.49717484859889 -40.154633815442416 -7.59828032848866
-45.62672333192117 -29.197450106941716 17.305435564655937,-31.632099911063168 -9.731689309292749 1.0224752482374104,-37.428514042301074 -1.7348711201259375 19.210679875416602,82.55153559591204 -20.23019982403188 -25.793066584269948,9.834525485930067 -5.780423684415601 -4.511355304623026,-8.593312203179034 -14.460116017157679 -43.034251336536876,22.997503118400832 47.30553821611342 10.192863767186578,10.745382220467473 5.58664172402833 -4.923955991986427,31.006288308357803 2.95027292840649 44.25636564946483,21.41869458604632 -42.732543740936826 -8.55390967720243
-46.427565035984294 -30.1647002622001 17.56040403948174,-32.48603131806388 -11.666417693579973 1.6874060070977115,-37.74147167061002 -2.004266368021121 19.855247348497507,84.5708179003939 -25.996505266781814 -30.51777713978344,8.960705953322488 -5.6197349230910625 -4.46714570058122,-9.379075455707317 -10.568239504657166 -44.391200381566236,22.60224222196707 46.1342916654627 9.724548226240119,9.872083451647804 5.622280624051135 -5.485031935460924,27.98633917528895 2.68385452231841 44.896865861869095,22.61303310580358 -46.108625946659465 -9.794883956487192
-46.514466407740336 -31.004700464580033 18.02827384137427,-32.00001676620316 -12.809857475836143 1.943092498620449,-37.3229035592605 -1.9286801899917954 21.299067034916014,84.8104003694015 -26.629448707817016 -30.390057451417725,8.284000467984937 -5.421173639601152 -3.923180716434613,-10.024927365701847 -7.176970900608809 -46.119833875057594,21.831947819209283 43.982038735172466 8.930631978204316,9.175341946058786 5.551198873020134 -6.00623241272437,26.92243452845237 2.3451308710701086 44.87473617184732,23.242966555326035 -47.92111706590106 -10.44693747067149
-45.79887869077508 -31.45090334988538 18.707531943499625,-30.207599608754318 -12.766255757795886 1.7956010645856935,-36.13191331690826 -1.5880875399063987 23.288400137615014,82.93223821446679 -21.48717285332823 -25.05932914878196,8.069605899892117 -5.266707093863875 -3.083561032137138,-10.302812873498864 -5.1470265915316675 -47.8421754477283,20.772093020991193 41.09090741149927 7.90335729007579,8.936895419981921 5.358014919702777 -6.3948253905232795,28.18269651919245 1.9552556883463947 44.09312363893057,23.05771857526223 -47.44480433248396 -10.243638538357057
-44.88679467314812 -31.413941161810722 19.342387881902894,-28.111048788309315 -12.04914291980795 1.5533465286978938,-34.46746051172838 -1.150729797752599 24.94247816411434,79.81197404610387 -13.93364001104709 -17.703736387336765,8.08752658333823 -5.19154865502225 -2.302089630740841,-10.187081718961169 -4.08729497949552 -49.420551463171776,19.79759172547843 38.46169424445062 6.97766511056514,8.919745329139424 5.164223259898054 -6.482406317138926,29.783338632887236 1.7383164997516256 43.165789673493315,22.548061509576293 -46.02385372226708 -9.687146921279162
-44.41930258736818 -30.82051865749383 19.664599190876736,-26.759584530665325 -11.227667606496997 1.5398635739993183,-32.65129597387424 -0.7884654770871454 25.35364810001437,76.3990336563858 -7.555478679577971 -11.694800602599598,8.079966728595055 -5.22704841637972 -1.936647103635214,-9.667768359692504 -3.5282620864036986 -50.73141491405268,19.29523922414848 37.12616109243668 6.498202227363419,8.85779864837051 5.098170043830401 -6.100193476906667,29.618102456791497 1.9269696067625832 42.741796374704286,22.245004079825744 -45.115530935888465 -9.3217035016832
-44.56204709047442 -29.833850410986017 19.59992522505687,-26.43884289864719 -10.734597737162211 1.863779856335053,-31.05487042012917 -0.5703654650932305 24.284688033007107,73.43795857446771 -4.214866095566221 -8.745811029356659,7.988508512624518 -5.361138910260091 -2.0674003300645354,-8.870602940539655 -3.0961223418551103 -51.58643018514413,19.315787188233728 37.22632070113596 6.514933483510695,8.69519608779237 5.1912501619819125 -5.304416577515724,27.008331558684013 2.5302464997142957 42.953258661668656,22.310921728122945 -45.189364913459414 -9.328439300544323
-44.79235689414643 -28.95955435735773 19.354988417813644,-26.328993014068153 -10.805258184809624 2.3225947689722517,-30.121586795080294 -0.41669148238004206 22.46898211561372,71.37667236599495 -3.277432351383141 -8.169377360673778,8.043380422291232 -5.518895579160256 -2.3724605381354955,-8.117766899552215 -2.5556305147209066 -51.70346497494511,19.42348543241581 37.61606555703954 6.651202579648484,8.680440935355886 5.334498846093983 -4.477062069565592,23.3421577805387 3.233429372014343 43.18388931850632,22.374506874400975 -45.28490426268895 -9.36279875829485
-44.538887688105156 -28.724883465186803 19.156727919360794,-25.532623905471524 -11.654893551079747 2.6913219882189465,-30.29376382535792 -0.23702272477774855 20.711982134382648,70.63335307099598 -3.913518800673703 -9.090633525530452,8.493560639588503 -5.621025745023137 -2.501286710432471,-7.7440161265006475 -1.686943129770353 -50.79892352068787,19.149485615029224 37.06113855134002 6.501012080155657,9.081891666598816 5.408912473858075 -4.02240579983766,20.160666015498958 3.6971060990958833 42.76483138001895,22.02732888317778 -44.34177252738575 -9.04330840087386
-43.60849820121993 -29.281406915066828 19.110939876779117,-23.802741204202256 -13.16202350761816 2.8806482975895595,-31.525061995069144 -0.011078777438314969 19.535631875609468,71.15095187339985 -5.300874489271666 -10.664675784106603,9.308533905161504 -5.628355783510518 -2.3081266966101857,-7.880313769293108 -0.6018406984282191 -49.016887961938366,18.387135822997013 35.24880453923298 5.9529251316931475,9.879351782258087 5.3643453781544 -4.11145661832851,18.36440660716456 3.6287036084243667 41.46407105212073,21.198973699713292 -42.172152114905316 -8.29589919532999
-42.43597627953763 -30.15694747387125 19.12228715387179,-21.972234838977624 -14.646104561217204 3.0265180423163227,-32.95782430255983 0.1649669436432218 18.991167833780725,72.08340255293501 -6.629547427151356 -12.096346745055563,9.993743025254672 -5.568321587860799 -1.9872385503577314,-8.319266634828601 0.037302180523898776 -47.211512489120445,17.631137543681678 33.39632790901922 5.3845627340902835,10.573538017951362 5.264976502024099 -4.527931036804016,17.79045273850142 2.8134155335665523 39.774883653683304,20.380234957113107 -40.03693170980843 -7.556884573530311
-41.51396914402691 -30.822684616118384 19.077551181674448,-20.971515700835987 -15.377691202825272 3.2851956195247993,-33.66281856084485 0.18461649431369972 19.084737816034917,72.51522023608705 -7.095893565509719 -12.600316760930301,10.01482357652433 -5.474745959469987 -1.7642346719409072,-8.821975766896239 -0.47914430787166595 -46.29919043453036,17.4299761707371 32.85814831203098 5.217466375714728,10.623913577513113 5.185463089611096 -5.01935985022969,18.17435861646654 1.047993786666477 38.25779907784746,20.111901843776177 -39.326108451854715 -7.308121904725273
-41.1823822359681 -30.995927554286165 18.9864948577496,-21.24295112577737 -15.060160419344964 3.7086135093335857,-33.26981388802841 0.01582864895112173 19.741940021116733,72.09605867451779 -6.481373897443869 -11.975126125540793,9.285673114721638 -5.393581445763487 -1.7848317000315423,-9.19450811858718 -2.331578419502289 -46.66114945459279,18.000987172596712 34.184247363498 5.624332129888411,9.935041594470237 5.166296886956592 -5.370727934960491,19.10954558094629 -1.390510684562741 37.34512617154404,20.60324167028537 -40.57951234297099 -7.738628465457927
