-18.4 -11.8 0.8,-17.7 -3.2 -1.4,-19.4 3.4 2.6,30.9 -0.7 6.5,4.6 -3.7 -0.3,-10.5 20.3 -33.1,28.4 69.1 19.8,4.9 7.3 -2.7,-9.7 -31.7 14.4,29.6 -79.7 -24.9
-25.58310900857318 -9.144666615708198 -0.3974297426063453,-19.989001480898423 -2.4407991032682346 -3.3716819378855827,-23.64196156473376 2.8469721336786535 5.347515634091408,37.096938114374545 0.7431987033402551 5.635268947387019,11.265197727976949 -3.584012035658229 -0.8244452168019107,-8.32407310100869 20.703450855872347 -34.84466414363114,26.94412811401518 61.46379209713432 16.15822299008547,11.42120459829758 7.834009467949764 -0.9130111977300139,-3.4953894617201033 -29.244035813422542 13.64273407090122,29.522821538726816 -78.08808822383122 -24.04090278994659
-24.638494865902594 -7.262453829259458 -1.8704399894907526,-18.487336665906916 -0.933141338396634 -3.650305272680538,-23.081585660599146 3.2575107149969154 2.8365678364860805,35.12410036559517 -0.4029746409003625 7.1309467116391145,11.763890545146856 -3.3244758908315633 0.29410382731560436,-9.394369037486655 22.483301599049497 -32.88717512465761,27.403746655891087 63.86819279399754 17.26350662580316,11.737946840645389 8.055446731612337 0.1272733193535023,-7.60919977615824 -31.257913796856098 12.575910721199538,29.622194367868435 -80.03532844496672 -25.020484401191695
-24.123648941367637 -7.047206966899175 -2.9275115017378464,-18.107535782096626 -0.9934656579684407 -3.856368399564173,-23.606637850755046 3.3662351562562893 1.00030834248263,35.74770373559177 -1.1584998844503331 8.819221043076913,11.867801299444585 -2.836554220399939 0.9975076421753475,-12.398900767856064 27.859932983962423 -30.922367420540915,27.951882888120622 67.01370463150619 18.735448142777635,11.786177913826023 8.372563073890548 0.19780324487128498,-11.131603449897206 -32.639011659551 13.59612082956253,29.751721425631665 -82.37330332919788 -26.209608415435728
-24.016668130988585 -7.582235998606632 -3.622516280969712,-18.413425106305787 -1.6746427611994226 -4.034281616221045,-24.723839172028473 3.3225336762874496 -0.3690448033124955,37.768427335969676 -1.7091558311972799 10.339503112538214,11.88729426331094 -2.3111919290964984 1.4251728417017269,-16.301418030851234 34.89700403752361 -29.3384863439068,28.4744540981527 70.16129238636708 20.224048767264865,11.805793870754018 8.695266975074444 -0.15750556397248128,-14.009975134038068 -33.60824357715959 15.338065800614277,29.893582139869782 -84.70340917405674 -27.394950800397222
-24.25702185189068 -7.760761190025528 -4.052876134834908,-18.85498667293307 -1.8497317102568993 -4.234171545378869,-25.850941518934658 3.306439120363404 -1.5909005595575088,39.74392944375723 -2.3042149791607285 11.29464148390603,12.175627676316193 -1.9675577528175232 1.7501860902279744,-19.881427377322773 41.236727662634166 -28.54545198599112,28.84115282029385 72.46665052511263 21.329370339924402,12.066207944632021 8.925571760794037 -0.27701258421681413,-16.321843981391364 -34.426274581597056 16.216899719645394,30.016401529102684 -86.52800773989563 -28.313495520041357
-24.705970225805 -6.945081758293202 -4.310453922008425,-19.025522660878153 -0.8851076943646002 -4.495455211094154,-26.52888019166966 3.445628502488428 -2.83205163921525,40.638968055480724 -3.0760781985073655 11.507060534378862,12.872091854079175 -1.9218315183759118 2.107636370496927,-22.21999440494012 45.20666162256956 -28.706663186728193,28.979527473822753 73.43401279126076 21.813544411337247,12.656233887269515 9.010163788082178 0.23210267438714083,-18.11057425067639 -35.25468713862434 15.411178946935625,30.090117202366653 -87.42605288174622 -28.748177285526584
-25.0259163565594 -5.690189438553584 -4.472978170840656,-18.882744829734417 0.5985354972000042 -4.830319129285439,-26.61179986772158 3.734657518753458 -3.8712446623948193,40.45340365517271 -3.8599854749441445 11.357483897267095,13.571936623559587 -2.0283307351424447 2.5359987575283567,-23.16493669999429 46.87693960438199 -29.35870734840237,28.9642323775884 73.4538180896749 21.850785252494973,13.205488444241533 9.009316242246946 1.079151794504276,-19.332661639507265 -36.00313376715486 14.040506608366973,30.088004195975582 -87.17124353533902 -28.598766390166023
-24.848258174770656 -4.737650940199124 -4.615943287537366,-18.441455906321597 1.7842977198263545 -5.246669697238242,-26.002979379738797 4.147224076084444 -4.4265601100673235,39.34923476414498 -4.4446988440663135 11.313925381272744,13.785378083580957 -2.1004169933957333 3.0585903809554256,-22.684263132513898 46.590628691248966 -29.94016302007809,28.8929381027181 73.05518246128601 21.679794317711263,13.271831360766074 9.001070306562958 1.8665034852676459,-19.931029043640617 -36.54184572816934 13.5280060070313,29.983877955257263 -85.56797062922143 -27.783422601754562
-23.969701659979332 -4.597914278610903 -4.789022337868756,-17.752015149822668 2.1093535053646884 -5.732425445358036,-24.716217404672808 4.641476895387235 -4.336581781637466,37.55429446738357 -4.685784457149872 11.679804512021759,13.216564373564747 -2.011681511745718 3.6623916985249116,-20.903175607509123 44.77315181656618 -30.06599629459211,28.84003407915946 72.65309276017283 21.489589294106462,12.596202719524323 9.040728286906313 2.303738341082253,-19.88549172532174 -36.77573633051539 14.770635177125001,29.773604483651877 -82.66482255802082 -26.337197015704255
-22.674472929347804 -5.099821109135253 -4.965737083874341,-16.969643776620654 1.7601846459032942 -6.216557456085303,-23.091253492018083 5.129707636415629 -3.7952772268421224,35.490572612062955 -4.635824593133155 12.273125688294037,12.141580545485077 -1.8133424113286396 4.227220453317876,-18.41046368072049 42.0928126185328 -29.87136862232429,28.811249891039907 72.32595043369555 21.322662414188496,11.459476090386886 9.116531866812837 2.4166221233958076,-19.284666494602185 -36.712001844210086 17.113605786144646,29.518080442184413 -79.23056548777532 -24.639872133415587
-21.336230190455097 -5.947177264154244 -5.1056398743221845,-16.26879918087648 1.0607280035391553 -6.617223323166579,-21.52761871849906 5.515795808280353 -3.0618066084810094,33.61567571792374 -4.383542733712989 12.822847367658781,10.941429396715375 -1.5892022010450177 4.6132361530980805,-15.879958754361677 39.26246946750419 -29.586867580002895,28.7997199637118 72.09041273814691 21.19462686138811,10.241571988609763 9.204420937178995 2.288922506326333,-18.237129029096103 -36.37660161862966 19.617472703516057,29.29013190197018 -76.16607705766776 -23.134468972794714
-20.32863165088022 -6.843788576049974 -5.1682830579803625,-15.823938756751046 0.3349204403692445 -6.852580640348421,-20.424844160840106 5.703620920092161 -2.3953300893538176,32.38721030470647 -4.017662360586195 13.057928007685213,9.997113724629024 -1.4230633897953615 4.680598305629317,-13.985492230646251 36.994980733835646 -29.44308074435619,28.79857872252753 71.96313692981961 21.12109581913606,9.322410929448925 9.28033538890126 2.0044071639918575,-16.85145500641762 -35.79549500315035 21.34279079866516,29.162584934124492 -74.37223490688086 -22.264008551747747
-20.025335518202183 -7.4934608772045355 -5.113218983616943,-15.80951989840525 -0.09330118150947002 -6.840787001377379,-20.182460895765622 5.597062480961794 -2.0550078322602445,32.262782892151705 -3.626906955449587 12.707326065942546,9.68963632659943 -1.3987284864801843 4.28946641867536,-13.400895511787818 36.003204787882474 -29.670595692112478,28.800960592839473 71.9607802650064 21.117682470863105,9.081913428160341 9.320215112876106 1.6468437705104009,-15.236220104180862 -34.994641347148374 21.350114941017843,29.208265609762666 -74.74991667459736 -22.471511888180803
-20.8 -7.6 -4.9,-16.4 0.1 -6.5,-21.2 5.1 -2.3,33.7 -3.3 11.5,10.4 -1.6 3.3,-14.8 37.0 -30.5,28.8 72.1 21.2,9.9 9.3 1.3,-13.5 -34.0 18.7,29.5 -78.2 -24.2
