-45.1 -30.6 22.3,-25.7 -14.4 4.7,-36.4 -1.0 22.0,79.0 -15.3 -21.3,12.6 -6.3 -3.5,-9.1 -0.1 -46.5,18.7 35.9 6.1,13.4 4.8 -4.7,19.4 7.6 44.7,22.1 -44.7 -9.2
-17.815494187495066 -15.873301683470615 5.376525620220376,-11.492659609553279 -8.625177435047629 2.0279969925091756,-22.52845126940483 3.5481421285656847 9.927887238953053,32.109534180577555 1.0042023003309333 1.3767639386820756,5.549747799597211 -5.272017903120773 -3.511588369292998,-5.570844604784274 -19.591373198617795 -46.07398979550921,19.964268130006992 38.86990211123303 7.117797857351404,6.172073179989272 6.672569552662639 -2.1726047015860166,2.7744269064052647 -5.442135657164762 41.31871085082952,19.868728105948424 -38.73292471947758 -7.088633561995728
-17.4618126004259 -14.591516564035073 5.370259107350758,-9.075617206962797 -8.486489046961587 1.811298610406497,-20.53309950281114 4.217395017714423 10.211587235397786,27.756508837474524 1.1030716998494494 1.566296842204796,6.609159007271109 -5.552542004578341 -2.8751563129339077,-5.687140196508572 -18.72533233532413 -46.49446808119271,19.778559998099986 38.43971674341619 6.976433247144101,7.056515790872337 6.5682432613408475 -0.8475777128274878,0.31587997724568656 -6.594997704038792 40.77015189894368,19.83991665392804 -38.72367959443289 -7.057582495701716
-17.64716008848529 -13.655331314982632 5.0686556026896445,-7.892610466329543 -8.279862129044403 1.1357743481322218,-19.376773388258428 4.722041252857927 10.406428586987824,25.58319858099796 1.204145444889883 1.932123740418892,7.6762652438593655 -5.592071251562514 -2.2661064938141213,-5.806451207422164 -17.83291854987552 -47.037987450468094,19.812937999124884 38.53051968778997 7.010413949888633,7.967499656711886 6.609517371116348 0.149482773246353,-1.5969155582191863 -7.789566106570446 40.71986322222446,19.909145462580863 -38.92255860314614 -7.10702624690344
-18.723174835766958 -13.439397265160146 4.560029737847318,-9.016855782778546 -7.877987158912783 0.17190104076874785,-20.051533898962838 4.758457112245947 10.364971488728733,27.514458912972618 1.1871510740861912 2.388092803131133,8.545556755757895 -5.343550868416718 -2.0246884834287564,-5.853981275511409 -17.071988785426196 -47.46862350277047,20.08557816575807 39.16112850492493 7.222453003270196,8.771390824377601 6.81752966231823 0.40576205864323966,-1.9842228512339746 -8.812892550293588 41.23652130908893,20.076486677404088 -39.30696526602329 -7.2404996642756645
-20.22496169034444 -13.390386112881279 3.885751379079878,-11.343143337032826 -7.002529619359969 -0.9307672898572616,-21.657012083584323 4.593141621356258 10.230098858665986,31.340103614371024 1.0693303784926282 2.8926960497507848,9.212157401850257 -4.950152321504935 -1.8902648541094675,-5.915240516491918 -16.75491065254208 -47.95013599373954,20.32189831817319 39.697170163191316 7.400880896003587,9.40214705162949 7.115348651001609 0.38345038679380294,-1.0777095552394478 -9.304404568801349 41.75423184556328,20.29414801885197 -39.7996878662998 -7.4212080606716135
-21.525688640433884 -12.770933412736591 3.0778809651106545,-13.334234216913813 -5.3452073187266835 -2.026825935566072,-22.917529104122416 4.605661007877995 10.202271253762639,34.029880542837724 0.8951980597982429 3.413279133929935,9.710980944525941 -4.592772992244278 -1.4830299052438976,-6.1075309016123 -17.22469152425666 -48.725549556722015,20.189257482706186 39.37473333082276 7.291512610208784,9.807131106379515 7.406593411252944 0.7182688100195821,0.6507048607539194 -8.874255032222338 41.58125484640509,20.504844636223822 -40.312683102746504 -7.604358469866511
-22.09947698054551 -11.151288146684365 2.2236569498684906,-13.827567139556393 -2.870259447526611 -2.958740105695411,-22.879605457485287 5.0464999411297615 10.45479133499029,33.418057747930945 0.7404271428271894 3.8962036946933907,10.036888512588781 -4.415230675907512 -0.5669349520622101,-6.495592502591549 -18.602648729752584 -49.895820638023984,19.501328481258373 37.76875739490554 6.753536307188012,9.929130153258354 7.600030258794281 1.791798591971208,2.677031083570066 -7.311751732088836 40.35646401784275,20.658298707120085 -40.754487818869 -7.748333068690037
-21.79438507142003 -9.241117774250007 1.6147004457982206,-13.048409102622681 -0.5513606459451301 -3.524044460766372,-21.783207189419024 5.688017301256689 11.060367297177372,30.54113762029591 0.7961029392271779 4.210105329636464,10.036383891753829 -4.423998169680169 0.5615841314768873,-6.94947298109181 -20.188946456693873 -51.03567664780805,18.613739159010574 35.70930501039322 6.06608116423284,9.693983049505368 7.623491199289363 3.044272065030187,4.284409992385174 -5.069802971592223 38.94334589338612,20.730186859788866 -41.02097151034902 -7.8232749531753125
-20.545031524797746 -8.013846302032487 1.5899437730819668,-11.543286414914395 0.40414682156538184 -3.509872981789141,-20.14456326686959 6.191893749907317 12.068421378704372,27.17688687914039 1.2800267976961885 4.205627342295038,9.521628594623563 -4.593755173508679 1.482830096120766,-7.294151923411317 -21.093665511186586 -51.598031671040076,18.00757099246842 34.31697912608398 5.6054857637240225,9.023605399293313 7.4092216305362575 3.698014841096288,4.711336293348196 -2.754929605446787 38.48886463762181,20.702193748869618 -41.00507139119265 -7.802049677785421
-18.459124639337663 -8.167642717741064 2.349098523520584,-9.843752070333732 -0.8000638908895765 -2.7921812080178596,-18.45447135887043 6.291840447010989 13.41052981833507,24.789215282740336 2.284085657254759 3.7949690906477676,8.434429983434633 -4.8875541980801485 1.8564749911878713,-7.373754665195126 -20.68880164835359 -51.18886911359811,18.02994601336828 34.39614613728853 5.64044510686162,7.940782066392194 6.937018400720172 3.209812174450259,3.478357442860643 -0.992774621146838 39.73694496746731,20.572441961703916 -40.65675465007334 -7.675576924326222
-16.392113726157778 -9.211584560755817 3.490447918176797,-8.416674899086434 -3.184748301531677 -1.6306305081632613,-17.09386687294316 6.032737627161218 14.509178517700542,23.486182186541804 3.356220888291096 3.1562497993701477,7.276660670943695 -5.218218728750384 1.6850632850770868,-7.115115467476793 -19.4778134657454 -50.07542615697665,18.449286432311265 35.385042285114444 5.974637926056867,6.904049365972246 6.392098855858011 2.0493062578515477,1.324478292418531 -0.4915879088846309 41.69039616988087,20.410065343786414 -40.17235584599939 -7.512769533518283
-15.401318770017479 -10.333725529720747 4.449905121736858,-7.711460685374642 -5.291303736316316 -0.38847286985614615,-16.414025256316158 5.54347310200318 14.649412195470225,23.009802514007397 3.897522670026347 2.5393801580035524,6.701396356967992 -5.48501171719972 1.0637061037058066,-6.467397855307938 -18.269625173197127 -48.70346134622717,18.877780522235263 36.35308411251741 6.286200625735128,6.489585199753969 6.015138546861261 0.9595843794418616,-0.6823444220024938 -1.9819210793909148 42.881971537998126,20.303368937965686 -39.8147223361058 -7.403596475500233
-16.238926338391053 -10.8996664529781 4.775491817168666,-8.04941708939178 -5.993750805283756 0.5984943240969302,-16.670421522189184 4.946030250336291 13.326459603516136,23.173802547575256 3.468198855215736 2.15248852959107,7.154858959436721 -5.601169423185084 0.10787912478706962,-5.463715151680332 -17.678342175849302 -47.50316228330609,19.02183637292418 36.6057011107527 6.33737560578584,7.080578786702415 5.9920807170842965 0.5090470994738181,-1.667318649277582 -5.699664900247446 42.22385186237765,20.31840390961323 -39.78535842378061 -7.415838326706824
-18.11854953270978 -11.170269645084463 4.580521137862731,-9.105950974508804 -5.843316101364212 1.1329147068654166,-17.63548372571031 4.327571987450716 11.095359791043599,24.153523678124667 2.4307792197422264 1.993020878376436,8.040250958918028 -5.550386022855844 -0.964266200282524,-4.560474400270061 -17.335721595171993 -46.82618998873652,19.06295381912395 36.638387026293195 6.314498223828592,8.08711378464358 6.232890515939521 0.3852600884949232,-1.7296619943113327 -9.386507035611746 40.541421511565325,20.409010402920114 -39.97645644310754 -7.505394679130826
-19.76996221453834 -11.687932652115709 4.156074904706174,-10.353351083668183 -5.918661589130108 1.060967821612359,-18.929734876112143 3.764311145999715 8.844433135697386,26.238025349688712 1.4001018224418342 1.9921693211673448,8.432773773387465 -5.338512778429921 -1.9022896998156735,-4.347196933135519 -16.56459890713346 -46.999511022680466,19.33203604473651 37.32087823837852 6.537269464038761,8.613258789137765 6.560745536612903 -0.0012094447620885074,-1.2748914373693743 -9.999776547164272 39.26171500947086,20.4937412674562 -40.18293858058703 -7.592981617664004
-20.17393283685893 -12.864576080625053 3.778799526635463,-11.377343562153632 -7.031951976843784 0.29324631551781166,-20.22779381381618 3.3297883447501793 7.353723772284613,29.603928845874997 0.8856281210291803 2.051859621676189,7.633843090994725 -4.9909601061668685 -2.4949103340264545,-5.273123912287175 -14.818392618771691 -48.234611175407764,20.07377160961235 39.29244709174537 7.240408004557896,7.979520688589212 6.816220221247115 -1.0944004528863085,-0.5909399198411793 -5.312353699748477 39.53813691888554,20.505372190350638 -40.232607430551724 -7.612159885973491
-19.7925480277793 -14.34200801348811 3.639823858091211,-12.433105167672887 -8.422510761570448 -0.8798653152170343,-21.523644297979732 3.0818080054895924 6.763983738077182,33.76449043788653 0.774802818663597 1.9015576181397873,6.279711832013705 -4.6484436584543465 -2.761863181698697,-6.959887477235602 -12.321318398175947 -50.061964919829606,21.024064333384647 41.83236557038391 8.157150076271945,6.783541046212359 6.942676237642507 -2.48027456895679,0.7283877053055732 2.0913623041935394 40.909024695902986,20.460636044656674 -40.14739189417069 -7.572319182412069
-19.62906528327368 -15.480690857957386 3.8990345734331755,-14.020383456431166 -8.755054406199365 -2.0292329877088697,-22.92794386733063 3.0724256356133535 6.982412100395838,37.99061885437703 0.7278288600877038 1.207724259562486,5.494289812785194 -4.493803619568464 -2.8072805804069807,-8.72676886106142 -9.579187708045785 -51.763252451010274,21.73294339778352 43.723055901167356 8.837525023282977,6.089537811007816 6.921026573126069 -3.431311518185979,3.3428728208826852 7.869177128844156 42.32268235041271,20.40693783311123 -40.02014115409639 -7.510551843365157
-20.486193489379836 -15.753092223198067 4.6625549415511305,-16.482939332134666 -6.97585294526792 -2.7670487135485455,-24.531556833396873 3.3304908296787303 7.861389090330508,41.61703234480327 0.44425442385162756 -0.26946568028049833,6.191327432513933 -4.673818994166837 -2.737707717159314,-9.988549293929173 -7.096720080360762 -52.700793070078035,21.818065030578076 43.931387811142336 8.900223179955274,6.7647055451517275 6.743671488240385 -3.3506414230478563,7.671401403298857 8.381176164684502 42.85994500015025,20.377384561223412 -39.91406976326141 -7.454197966856465
-21.772798538666144 -15.4099192021829 5.664646162676002,-19.082205015451084 -3.9861241429009855 -2.9930053491645805,-26.28713516861827 3.7242672098195797 8.876193831525862,44.42265184089932 -0.1016798920026186 -2.120452469059073,7.824747364018359 -5.085202058824955 -2.6755305226048858,-10.82420557672053 -5.368198657053119 -52.797678733013925,21.36713819969877 42.706159966145286 8.44111791947194,8.307561670364967 6.482149067088333 -2.5490350645125557,12.46265124520157 4.866991802423091 42.52513365720501,20.30579083368807 -39.68651959030798 -7.362803958436356
-22.308082513574412 -15.03111228171943 6.4822535806084725,-20.621734717803104 -1.514124340902431 -2.728422680543427,-28.08886026097481 4.054082671695738 9.342573221356487,46.37431775121766 -0.8195251507253081 -3.6609547517823,9.230893698237562 -5.518874624221026 -2.7498363373037895,-11.593701746851801 -4.883491476239243 -52.21423567672179,20.66672718965223 40.838489719196055 7.757954396928359,9.63760618585004 6.241476566666944 -1.7212396480271117,15.75872032647913 0.6305436511469651 41.713249068481666,20.083965709629183 -39.10773828165357 -7.167236173467547
-21.100602098408604 -15.122048810402793 6.7425790716648155,-20.081214913856442 -1.073837524630819 -2.009760372867704,-29.79682253128887 4.147040468267033 8.679100342609235,47.41267059806197 -1.614261769425892 -4.281703398216267,9.392516544977468 -5.78609083281234 -3.0648992985773673,-12.57756956459353 -6.052444465350663 -51.1242508928975,19.985376006192897 39.066858422376065 7.1278251310379215,9.809842070918748 6.117195699753523 -1.474725309322992,15.869714431992628 -1.382484533032256 40.79985061680673,19.626642804127616 -37.999034921694786 -6.8136920067456686
-18.722585861821713 -15.569538349196323 6.487861813620566,-17.892170169473165 -2.4051432967763806 -0.993575078241207,-30.994398283924482 4.050901304434281 7.148786632694123,47.25889088336943 -2.356933930802959 -3.99407350479874,8.506091679972961 -5.86724710563965 -3.5221484923272888,-13.399415096420315 -8.63149185496139 -49.804520261923315,19.438652261505045 37.68403840661056 6.653259728671721,9.002827216133191 6.126484120385597 -1.6929617164588804,13.315184830765249 -1.212379724733438 39.99031574923039,19.03700676283941 -36.601279722501765 -6.374414650227419
-16.509813673407777 -15.95833972598198 5.963006437688249,-15.195067172187038 -4.381614381361255 0.10493239991083314,-31.129842493940508 3.9211743751608528 5.426988350649451,45.52699533275533 -2.9020145303222336 -3.112504839936025,7.360765131894569 -5.825333154669501 -3.9239624271242866,-13.362063256993547 -12.058002631728574 -48.58213958435819,19.06742418518975 36.765159346234846 6.351547574780094,7.943758790378851 6.248253795536387 -1.9058843309207545,9.693569603481778 -0.35749811299371176 39.40692095040848,18.510264113376603 -35.360217363778226 -5.983196290491595
-15.664573039195442 -15.894969928731912 5.3957323834486415,-13.04737174319747 -5.938810283840922 1.0767686950963433,-29.72455850219957 3.8990890369279065 4.144803733084949,41.90985038196362 -3.116604829540936 -1.9372319873840365,6.679912576070647 -5.722429561987035 -4.083551502090954,-11.865782407145707 -15.75092007286498 -47.75699718237966,18.906639078869414 36.372171352245374 6.235378286190203,7.297403083796307 6.457348220433059 -1.6838782041943836,6.502076585668259 -0.20586806614400815 39.16019993338355,18.22891760210606 -34.69307083589878 -5.765786255547298
-16.044001463531057 -15.216858716011203 4.833735868368465,-11.654801248790958 -6.670518081832286 1.777010056434666,-27.018431989675218 3.980270067449832 3.4769045313273312,36.872276990513676 -2.9914014668261557 -0.6107811160148846,6.5099499249880175 -5.606372904020228 -3.925711099874396,-9.277202160557747 -18.971396468029187 -47.36173968933032,18.938711820151365 36.45346481819761 6.278417851242955,7.086854543693071 6.691656124396757 -1.0129469193156004,4.185025712689845 -0.9794709503654773 39.252228442707526,18.24618752879339 -34.72692015671555 -5.765868160166367
-16.749291900967137 -13.891203716279923 4.223544040722751,-10.744409262010565 -6.540434190258203 2.096738439968702,-23.65511982155903 4.078515691561324 3.3414609069180115,31.312917486699597 -2.5865589487100937 0.8129502463719408,6.5168566769717025 -5.516994941057378 -3.4379448958985215,-6.506025781662796 -20.891909061792457 -47.27882982010513,19.116535226224354 36.89361208808492 6.432401842169163,6.974602233784373 6.868298475650875 -0.11266248167141713,2.5950372071101957 -2.2449955064992135 39.62413124344327,18.542640317599233 -35.425791410716236 -5.9810065033572775
-16.943402801908594 -11.926468379879125 3.5212649450596705,-10.063636911596486 -5.544771180589286 1.9429747819480248,-20.297086167393942 4.116335735548576 3.638081814533185,26.151327839580446 -1.9791413479758126 2.2690676189375356,6.394215968873829 -5.489431069808285 -2.627417425272246,-4.426612878817137 -20.810025182415057 -47.39398036419081,19.393006154366056 37.57752559026903 6.65058710691841,6.654840712859107 6.914267572442992 0.803385147259545,1.5838040399133722 -3.5721633430149047 40.19897444269477,19.08397480334335 -36.71724413625827 -6.396095341805138
-16.605052355553457 -9.794053686612264 2.807464664437267,-9.658816962948702 -4.009916474248932 1.4033754962183507,-17.773226651621215 4.128091723635071 4.083765194483312,22.494096454360534 -1.4338062576341652 3.553378170704469,6.20568974802285 -5.505256400717633 -1.7217431801299956,-3.4322392251859615 -19.48894915165598 -47.65010346304643,19.724885326435192 38.40232225083527 6.906750700748689,6.236963484400288 6.873994982303311 1.6213452593725564,1.0687405650957371 -4.650675746230979 40.69777258308656,19.67244749306186 -38.12599546823851 -6.854697567159616
-16.23925535677273 -8.264029990129526 2.243004790629637,-9.769115495441257 -2.4752735248881756 0.6821360144293682,-17.019812030874572 4.220307565810297 4.277695429423534,21.568477824079828 -1.336239348262324 4.3718191673801465,6.253700484635187 -5.511491020833269 -1.0907624313323376,-3.6058039260692367 -18.637457545144443 -48.02701406585521,20.071426280149222 39.27299286536815 7.18790852234279,6.098234338790372 6.867679543266962 2.2917150519654017,1.0096620289196379 -5.247640246239251 40.711184359191854,20.004868230704716 -38.91686421674055 -7.109194674273322
-16.328069218240472 -8.044999997384677 1.9754719965010676,-10.596547815561488 -1.4575345326100264 -0.021711989190635363,-18.83974252306115 4.491375792196733 3.8641497032782524,24.411131017500423 -2.0235546038096652 4.462853812838179,6.813049528523337 -5.456873522771678 -1.0684931296008169,-4.976831171103565 -19.839781204669606 -48.49716610864731,20.392647883710488 40.09544691201785 7.479917572713689,6.58248277315488 7.007086978119292 2.7693327367492167,1.3553066436244428 -5.157451006103963 39.88285554221418,19.80512488246578 -38.42077099625582 -6.934336534992601
-16.90655677958623 -8.909489907166144 1.9465841101842658,-11.77447629413223 -1.1034222655200525 -0.6092464391194083,-22.131797298606923 4.908191346088197 3.15033006080141,29.345295435071808 -3.1201762275526286 4.044268459786332,7.713354370775638 -5.322466074141507 -1.4508979440254448,-6.8957810517650024 -22.70354565436187 -48.92064766728008,20.658765588864515 40.786687398233916 7.749199972953735,7.4996241630324905 7.267388187381469 3.055083490804237,1.888404925473528 -4.540738444796645 38.633515358957915,19.203336214525102 -36.960895064782086 -6.441405495462247
-17.679353171653595 -9.938058645069809 1.9458764171654714,-12.515903194813859 -1.286170373269497 -1.0555483626076052,-24.387189546353373 5.340443412706928 2.933486426678035,32.68839408025998 -3.7236932764280177 3.6881751270329945,8.45514331147571 -5.113225103172233 -1.6361978603939467,-8.21113531884038 -25.375228552864858 -49.07448363080353,20.847532374523414 41.27191789963784 7.9478111756765815,8.264893432512983 7.5227803307854355 3.1838913681479353,2.2689710403983927 -3.828862458135862 37.958329329761796,18.629915344750803 -35.59391395942084 -5.9904557239481075
-18.34930644316823 -10.243576604973372 1.7713154825397763,-12.075263842269406 -1.8724876911023154 -1.336327017334305,-23.22356722289868 5.658251979439832 3.960820872328061,30.946976091662005 -2.9813942550509176 3.939979004193571,8.557491717996363 -4.8373398468145545 -1.0556547013153736,-7.832722872625711 -26.065153547979286 -48.75597697423032,20.937605918100157 41.47915888467719 8.029387104431557,8.31621514302919 7.651154085816651 3.188215642527606,2.172490116743098 -3.4483737637036307 38.79686873509654,18.500122301598463 -35.337962852095515 -5.927897520446329
-18.722459690344454 -9.779357905152679 1.428650963769142,-10.59513127920361 -2.727120885203627 -1.408128036479407,-19.019440686330995 5.778659113212447 5.913926665777052,24.71693294271947 -1.1150774932285925 4.738765941349377,7.99424846754673 -4.549281162792649 0.12584048589471886,-5.936492096033826 -24.682423292844028 -48.14730229659446,20.92025039581576 41.38188118551082 7.980764680370633,7.644650960041573 7.635351577976558 3.0440150101363432,1.592172770595778 -3.6326373825571343 40.89279192972529,18.844905998225837 -36.24597409582782 -6.262881168989066
-18.69214273683982 -9.209599444483526 1.0993842291979894,-8.969302922099777 -3.7131569363376076 -1.2112876506479016,-14.488574261005377 5.658395556593477 7.573060165513742,18.05309448124388 0.7445929097103703 5.510771296030155,7.123929069771285 -4.342666857413932 1.1228620862289929,-3.7693286783616227 -22.57303943559542 -47.756174863503766,20.797393092754064 40.991999470567 7.81686362996554,6.709129261735153 7.546987297920543 2.6794575935556777,0.7899752480469967 -4.451613718488943 42.978203631561776,19.370148783156605 -37.554470754326125 -6.719288195006776
-18.166755912256345 -9.197515690972807 0.9624137611175984,-8.08748368850195 -4.693502532456038 -0.6976627235004049,-12.320729581609696 5.2612459915822445 7.747616862552227,14.981038539712138 1.485860658306406 5.6908441171896555,6.3087500708798485 -4.306311240351603 1.1653929177865412,-2.57098324213988 -21.080802239054584 -48.07921454831053,20.576760980677804 40.33803261828864 7.558968873228188,5.970019772217185 7.45926286159799 2.026746343767032,0.034047827108161594 -5.945872196035402 43.8074371605875,19.783048305014326 -38.50605890024352 -7.023963422578332
-17.321722690433297 -9.899710942197075 1.020241901609985,-8.237824621587313 -5.528290052706767 -0.07985573225135575,-13.091198768369637 4.676775324083847 6.493847750746979,16.530970497391362 1.0272277094639966 5.250634831988671,5.728526962297037 -4.398199880463793 0.24099111597997297,-2.6954453465866566 -20.520834025980086 -49.15033161974784,20.384494328228588 39.78210662636278 7.347142104340472,5.599517733384993 7.419171904934446 1.138155075602732,-0.4566920520862593 -7.630565991795332 43.307158519105876,20.041230323660212 -39.0325391995579 -7.162725929755539
-16.59070642854726 -10.982843383821555 1.1047770961161087,-9.126709956336322 -6.0749688234861186 0.17736200480109743,-15.33035621614065 4.116191362682631 5.07384618833496,20.836250836159614 0.2835657230124251 4.680938100120459,5.386673945428695 -4.44979298918411 -0.9301289860502163,-3.640079053875808 -20.21341574688851 -50.55594676785632,20.4612517019241 40.00898118702075 7.436314836699584,5.491122902221147 7.448362149653187 0.1820789459668866,-0.510940358891147 -8.512714686089016 42.537804551569735,20.344511313977968 -39.73223705671225 -7.371850541878908
-16.40539060696609 -12.095657963714505 1.0473829736051647,-10.43696969688418 -6.197889281420539 -0.3821927394663513,-17.513562738546067 3.7897290445930483 4.764989740983518,25.933824618254143 0.18546760265559045 4.4798428535879085,5.276396235170289 -4.29417000118603 -1.6156000505427321,-4.877123642814919 -19.436982679623007 -51.86753890856824,21.041582327848158 41.685863238939795 8.074623338159158,5.52675625819124 7.565228725020561 -0.6699002233584006,0.025121412920101786 -7.621786785587236 42.57487583365967,20.89284199335682 -41.20211032202881 -7.8868306933804675
-16.84931829782529 -12.945978992981575 0.8579837884435132,-11.85819710189383 -5.9559857944748815 -1.6900469292087297,-18.910971233425666 3.7425157617530167 5.899824328054111,30.47356194711253 0.9686467505761684 4.75848345892324,5.3078275685266005 -3.9530003916289944 -1.5775653262987042,-6.15404917226133 -17.438040585410224 -52.749935661918414,22.06045592788317 44.62649111846697 9.191188234409463,5.5833877902485 7.726668451466346 -1.2895929279901917,0.8740648484786192 -5.187216026895503 43.624747627464906,21.614930506883926 -43.24442974537489 -8.637120571446768
-17.62113271908785 -13.306948217179945 0.7439182779220088,-13.087462803007298 -5.623322388147029 -3.0976738653694795,-19.671447181469187 3.837137986985743 7.766301348188476,33.782975490488326 2.100566137583651 5.2001819624018975,5.299258854235634 -3.6564565194657392 -1.1248930275463158,-7.522617545971391 -13.427794335379273 -52.971169854078475,23.121630722018736 47.701018525378046 10.362430288545454,5.532513731697125 7.82158635776579 -1.5967836885199165,1.281680116231514 -2.7651032932426 44.932900686570314,22.139602469334708 -44.78286956255335 -9.213821047043666
-18.402481234560494 -12.96277742341981 0.9173419625342697,-13.827730163132074 -5.47956346754466 -3.9389598121206713,-19.9867862349162 3.928566290611431 9.608103242112971,35.240175733694564 3.0187116809100862 5.471946605004198,5.067952435077209 -3.640197233320543 -0.5905396616695284,-9.045592185249582 -6.652878457873943 -52.312903497333984,23.819562595394327 49.753127837742554 11.154856266063334,5.248281043104547 7.738080834030657 -1.5177745828178935,0.4893484820693382 -1.9494230728333715 45.709427570140086,22.089550337779716 -44.72236122795418 -9.200555496178055
-18.982039870256934 -11.979272383459115 1.3926886059350498,-13.983577989723974 -5.60177526876238 -4.002994230626564,-19.955649844776758 3.938806439422695 11.027373588149109,34.79195410079358 3.5187029167336648 5.454110723837959,4.567550932245224 -3.945670646635623 -0.1534863696988278,-10.61195672877658 2.27578120233012 -50.86030704490451,24.035723060704715 50.445275263231395 11.440311306768873,4.712276342175176 7.4635587699854415 -1.1266210635616611,-1.519481216773427 -3.2069608966353766 45.68947141381585,21.43116451857075 -42.9464659786217 -8.548320522304046
-19.28381981279504 -10.778307667372305 1.9343775815686453,-13.714522954597497 -5.810843532164977 -3.6544600399357177,-19.55893351206931 3.8746285884951557 12.079521422921106,33.104185339801575 3.8490107001071276 5.296752092220765,3.924146537934601 -4.368750084801739 0.20198384244071155,-11.890954473662973 11.022145353153727 -49.082330049472574,24.014507965585675 50.47523675884821 11.476733556525124,4.041941100388658 7.111000256657057 -0.684209160369599,-3.8230336062628725 -5.579199059891404 45.27208913696427,20.565433180996543 -40.57619879601306 -7.672647309734814
-19.24070075522489 -9.7999269618551 2.292135562469679,-13.195245996016027 -5.912813776501778 -3.292042866974509,-18.772438240430922 3.7493908192101255 12.846960962918928,30.886044903133342 4.282336676599296 5.166343859373513,3.274789961101447 -4.691451029138798 0.5041247465576945,-12.542037834973794 17.160151813970053 -47.47219757601575,24.020534620320326 50.59806990160183 11.543408937536903,3.363307007526536 6.800915651196946 -0.458864363063714,-5.4501812801344025 -8.020521330319768 44.893640732264274,19.917769328452664 -38.80217879072375 -7.015246756778758
-18.794936741771032 -9.249316053880493 2.2833397479441366,-12.540603161429582 -5.7938476425819125 -3.1675539090213096,-17.69561264948159 3.6342526283068324 13.307949832582649,28.70450185895215 4.849132842118188 5.1836683115481765,2.7512849386062794 -4.791082435226572 0.78353066759021,-12.441050280284797 19.30131115160067 -46.505819357124615,24.164601993971026 51.1097063874119 11.747713336792925,2.7961191292476255 6.627408040627806 -0.4904494204394758,-5.974724581897705 -9.703270048149262 44.72473103488697,19.739936993201013 -38.323498583112105 -6.835857677707633
-17.90235338586994 -8.991648906488074 1.8233073208145967,-11.778839955206317 -5.456093624627542 -3.3201692219657626,-16.606914246705138 3.684054600897461 13.289954591289625,26.920648223206346 5.229138079128939 5.403359508032678,2.4778389861288637 -4.6829128845731445 1.074184429392096,-11.777112014015227 17.559263530126085 -46.6340371257448,24.33482097563933 51.641385651778066 11.948142596389722,2.4510211701883295 6.646349802712933 -0.4880737476000335,-5.759374418988354 -10.115333642834099 44.55122203792484,20.03230264553508 -39.12765106172231 -7.130771669257342
-16.522749957863976 -8.867248508106762 0.8375992400620984,-10.931791589109272 -4.912275075234526 -3.770849116837867,-15.796762205864601 4.057850146873032 12.61126928532011,25.875219901329487 5.078044860301867 5.873476462351057,2.576039109020662 -4.3933405120337525 1.4093657166241933,-10.763733632906103 12.172914286357095 -48.296129079815266,24.402790693909523 51.77565111017986 11.985018992792174,2.436304052276363 6.909570214859194 -0.13876212476467495,-5.22602268056456 -8.777817979947525 44.13244405752627,20.77332858026175 -41.1405205578132 -7.8734749755447275
-14.827781928403155 -8.844491983181525 -0.5605922135818747,-10.048087166420292 -4.284062024881583 -4.426020655447026,-15.406526895077091 4.744681767205211 11.281492109771397,25.600187515064373 4.2990877803843075 6.5403518157859715,3.020049351732229 -3.9729389837097626 1.7518925142358615,-9.605112063007303 3.9416121884153377 -51.23270660666272,24.30681951107401 51.33704000972301 11.7936137175007,2.740888802458739 7.392421863872837 0.5938387452296155,-4.610095005791412 -5.831896761499411 43.488225167522515,21.779302987063126 -43.85753216285261 -8.878327221929913
-13.340848839595312 -9.104364267983811 -1.946551164845369,-9.220841590125612 -3.874008273295959 -5.001951766475328,-15.330113497736809 5.451323475048441 9.627842835573682,25.614879819394613 3.2064947104602943 7.181422287315875,3.5392679580514277 -3.5124205114605784 1.9475955058731995,-8.48998077711904 -5.4047918244591 -54.02438715338274,24.09597288520174 50.5518710675872 11.4668412970071,3.1555070493592954 7.943283367969946 1.2868077971493819,-3.837427803654362 -2.448240041513652 43.0708969123059,22.597256984368308 -46.059421073082945 -9.695490692946859
-12.615266856579707 -9.846355930627308 -2.868911172101485,-8.547123524304643 -3.999692816065716 -5.199197759096822,-15.43873575819852 5.859898825979103 8.006014455363674,25.39337179392366 2.15157592396469 7.55998769318803,3.8414205249696325 -3.10577107649675 1.8325504877937775,-7.604698458080907 -14.053180404362358 -55.15070742860618,23.829523557770635 49.683179905731535 11.112011048689501,3.4531396689816525 8.399465255071657 1.476851881471057,-2.8063518841823965 0.10880254913103282 43.36964198948967,22.751455631258857 -46.466649693103875 -9.852861413737159
-12.835329508175768 -11.09496351624017 -3.185541038729709,-8.096667266900418 -4.748082816408482 -4.970188377248994,-15.676393241004533 5.87560192710994 6.604266432201095,24.7597651330128 1.2961341405698372 7.6424608286175975,3.7938786812599368 -2.788943717300745 1.3877453347109132,-7.031425667950783 -20.697832408088072 -54.033075558408896,23.54000460218906 48.86166273716889 10.783202048678591,3.5130562817620854 8.700955323098936 1.0336590482088877,-1.6065325526087453 0.9595763711683392 44.42736773602691,22.06397425461092 -44.60780108282173 -9.178731291527265
