-21.3 -5.1 -5.4,-14.8 0.1 -1.0,-12.2 3.3 -1.5,25.3 -0.6 7.5,15.3 -2.1 1.7,-0.6 28.8 -45.5,27.4 116.5 42.9,15.0 9.3 1.5,5.7 -38.9 35.2,27.3 -117.0 -43.2
-17.2949247741436 -10.09612742631648 -1.7746482854755923,-8.427592975823417 -6.081585724969372 3.08235042328729,-10.431421250037753 1.144528741524739 5.813455771623725,25.13021015642412 6.3635464113298985 7.1502729408629815,13.169829270178429 -3.0793824527703824 0.0002928343841744341,-1.5799782283084538 25.68084087129328 -47.037605052355445,25.74304341454787 123.40339676599365 46.055149611907645,13.527467831720129 7.064931334074214 -4.834110883985243,8.42835196264199 -33.80050198722145 40.293281723383444,26.017793240175674 -122.60874742087421 -45.70580371733884
-17.891246151118683 -9.234185465852821 -2.0180218594681048,-8.93833371210662 -5.158582751326222 2.685262720196339,-9.88239772409039 1.4451676420246706 5.261252197674695,24.56422400502107 5.848115175102553 6.913545716462932,13.733945452070977 -3.013935824981865 0.5208700033628842,-1.1082641414498557 26.46375210469903 -46.97492876860808,25.734982654075065 123.33882622627306 46.027080692604805,14.015084125434157 7.204470151820407 -4.132583532334569,8.45515798121581 -34.68756091249258 40.07455592678424,26.0521925536161 -122.35306258878639 -45.588359066899436
-18.126523458275 -7.460965405227377 -1.914578124460336,-8.70404586136063 -3.747874483195685 3.0419082048038675,-10.40846121238864 1.5401763157801898 4.447140526938251,25.957459169629256 4.85667380652422 6.325263663386908,14.49085070756506 -3.2463438842719743 1.1536591821989566,-1.8142644750511938 31.630722988129136 -45.689156561620045,26.11760188768372 121.70635326834564 45.28620735394722,14.665159883478337 7.077415183875387 -3.2228079774032783,6.8683176140353766 -35.61937912492266 40.06472830755814,26.55078056702196 -120.11571845703091 -44.57917813534191
-18.221108210016393 -5.526550281206534 -1.7441090556501888,-8.2012428398917 -2.4376665506784008 3.7056925170267427,-11.359255635361754 1.4907650879522167 3.502485035437055,27.8121496869199 3.742476194156268 5.9245025309383434,15.326332126594655 -3.5612099957439103 1.717946448409851,-2.9593215971513493 38.38676804117459 -43.86794923794726,26.591228406410842 119.74125314751022 44.390404762446494,15.393266784174994 6.8700704763060925 -2.368088217199808,4.755452046856989 -36.57583066149586 40.06714097808043,27.142131037349436 -117.51681974157236 -43.406621033489905
-18.456345389312048 -4.288598960565942 -1.8469568293938805,-8.014898259507495 -1.8917412682783388 4.127537182860868,-11.931967083792637 1.3830768774549032 2.5605460773641298,28.319519808522518 2.9048027690644243 6.342042474550924,16.112716781335827 -3.69964164191724 2.0224368587610355,-3.638661444825957 43.436005382501385 -42.3086278508263,26.801235954642287 118.90116043411447 43.99830242138632,16.10455429458327 6.809045798067949 -1.8543378051284252,3.3881616375605237 -37.550865458288335 39.84092901153379,27.40168504220031 -116.39588030980063 -42.89720320626033
-18.96188161956426 -4.248282528582647 -2.401033106517584,-8.469380964119935 -2.4332792557662164 3.9719134695446154,-11.675100273519675 1.2959511784602566 1.7237116556160637,26.577644309251696 2.5647119692375435 7.8013402738097675,16.747180992461203 -3.5145204142278077 1.968477790736204,-3.3428005950219912 44.78461680450626 -41.54979941772635,26.55662260321802 119.96425455417072 44.46371696322061,16.715113222878063 7.027143560156425 -1.8157179269223773,3.5034329191368805 -38.47802380826201 39.29156578996175,27.105315762400775 -117.72000260102317 -43.48636103360626
-19.48165127280864 -5.000356831904073 -3.171249433577252,-9.226439239126417 -3.5194382776231956 3.44626985058653,-11.030431925458076 1.2896576047010746 1.0158729181626645,23.9903800300521 2.4901102909492754 9.490181546256121,17.190083435480663 -3.1429277024328575 1.6929714307048083,-2.5673320347692217 43.74944554939587 -41.47225782299543,26.082421952400654 121.98111435730678 45.365439773004574,17.168854119826072 7.41864911025268 -2.000540194517731,4.478929208436648 -39.13724685197949 38.69660834043246,26.538520332533363 -120.23807274024836 -44.615162946873646
-19.69928787135485 -5.997719289913699 -3.857925512756324,-9.84417639380224 -4.4719157842905135 2.843017050777309,-10.579445081812509 1.4215288568450586 0.448610115434389,22.322117759674708 2.3780174374349503 10.434488509266743,17.411703326834704 -2.7664065394494948 1.3696820084958825,-1.9650583300834765 42.165387456466846 -41.85378669226241,25.66874593909168 123.73208431623644 46.16102859161919,17.414073173444994 7.840525902764867 -2.096773937849872,5.4796362203483735 -39.28453810994214 38.39177096634757,26.066508303367144 -122.35201469182016 -45.56914197201756
-19.41872677525805 -6.786802567712708 -4.259348528709866,-10.021375927671137 -4.796514988211765 2.3782975392708896,-10.69365020355856 1.7128777372005755 0.009711418630043381,22.687889242097587 2.013953985199613 10.044698638553376,17.41566410340977 -2.516099132851525 1.1438082524710054,-1.9738602638287701 41.42398227676173 -42.466645546319626,25.521585609139215 124.35357947978034 46.46430385391811,17.4354636488249 8.183261504855938 -1.8880120613922269,5.889002044736444 -38.81731479849518 38.58070977275,25.94465304106974 -122.9397753994472 -45.84547701613135
-18.79869289581214 -7.189889878283397 -4.462727596077414,-9.871709944635686 -4.541996731617437 2.043326380135488,-11.125314693853117 2.078788549708308 -0.38320168571597074,24.287661510689347 1.4444438811044062 8.865247015398486,17.303926694105087 -2.3745075152933395 1.0763046131280067,-2.397779565161584 41.609241044069265 -43.066802428516645,25.59884591306698 124.03212453991819 46.34992991957699,17.32505967037199 8.436211507177582 -1.4398568365073339,5.734755602355152 -38.05004596484305 39.07761990705183,26.10440326215408 -122.28317046248938 -45.56552487583856
-18.062994755790264 -7.079867249211613 -4.608272495874578,-9.584958902523368 -3.8567235595033162 1.7880573100059078,-11.51311023567035 2.4148587383051803 -0.8253792886778102,25.9700966431127 0.7638902778430959 7.648592489883914,17.196491339016212 -2.2968667400020193 1.2126715293381471,-2.924584711763508 42.565317979218136 -43.407236826918314,25.81292217749595 123.14687930932953 45.97710967780522,17.19458627717465 8.606868133791298 -0.869643140560437,5.162814534947683 -37.3737058385766 39.625252683090395,26.417786017604715 -120.92154516750621 -44.96514332760912
-17.435440877965533 -6.329620708083219 -4.8361930091169825,-9.35090325916166 -2.8890580168651856 1.5624440655169372,-11.495708511984454 2.6166857469281304 -1.412071481329647,26.583856717030425 0.0666963281094256 7.147193912091435,17.213358278238704 -2.2384118602046383 1.5984094399726838,-3.2420441813161522 44.136367303037076 -43.24092822958952,26.07620972904711 122.07700360069393 45.50504601781219,17.15576850832128 8.7027236087586 -0.2947058509167623,4.3190964842572175 -37.1792686492867 39.96635941470305,26.756828358406203 -119.39424480105724 -44.28019014791293
-17.139839785111068 -4.812036282484049 -5.286698916820255,-9.359323472378044 -1.7873626486988088 1.3164403833033678,-10.7117812057696 2.5798670195140927 -2.2385283547456623,24.977603810105258 -0.5527348154028626 8.113510132102874,17.474527751868116 -2.1543779291282723 2.279018783902888,-3.0379264515011135 46.16654323635481 -42.320856124595124,26.301103894341466 121.2016572266909 45.09294182880731,17.32033140290027 8.731270156140997 0.167620155058465,3.34951909202692 -37.85770862656421 39.843691415727136,26.993557335543116 -118.240614649702 -43.74652311321992
-17.4 -2.4 -6.1,-9.8 -0.7 1.0,-8.8 2.2 -3.4,20.0 -1.0 11.3,18.1 -2.0 3.3,-2.0 48.5 -40.4,26.4 120.9 44.9,17.8 8.7 0.4,2.4 -39.8 39.0,27.0 -118.0 -43.6
