-21.2 -16.3 -9.5,-16.7 -7.9 -11.1,-19.5 5.7 7.6,40.2 6.1 10.2,2.8 1.4 1.8,-5.7 -16.9 -56.8,23.8 49.7 11.2,2.8 12.1 -1.7,6.7 12.0 48.6,22.3 -45.2 -9.4
-22.12100641330363 -15.364892951357842 -6.888667411290499,-18.040996674290724 -5.999714444260254 -11.447854370265011,-26.587643646009433 5.791979504137524 9.703943444749202,51.70206704274409 4.879062765288931 10.925774061827765,4.754782571884562 0.22612845663574666 1.2858477757106002,-9.610252607791606 -15.264927584386713 -57.2204051410384,25.123517403099353 54.35987343411004 13.09947853426483,4.6962126616254825 11.249748678422211 -0.7253245812042661,5.970161072751042 6.853856460766291 47.661828133624226,22.85911893570223 -46.77082977826211 -9.95232177825398
-23.399183859449053 -14.89603637743833 -6.003971724943043,-19.07572215306621 -5.595654044319415 -12.546755206928458,-30.411375702928442 5.358987258433573 11.69611263049154,58.971448404196515 5.301366384227584 10.983565039359119,6.082494427411032 -0.024703671135524824 1.1810478355384084,-10.633011601472198 -12.17619835986825 -58.309881521110505,24.554603268074278 52.33825881936608 12.231348708059691,6.089411640423286 10.864517802088514 -1.154064341170684,7.599800066204593 10.687019995204187 46.88683215346433,22.81522578296584 -46.64989217105023 -9.921565691156104
-24.63705346408954 -15.302929579714059 -4.4427650745972995,-19.94390188397208 -5.917674821506238 -12.553315190454391,-31.67733267788214 4.742708770998683 12.049276204793793,60.62675592042753 4.916373526573956 10.498021090874486,6.776463374733717 -0.39997904114922467 0.7873749343803417,-10.317155835449062 -4.5157286143195545 -57.34885793978903,24.010518896164587 50.39454354930929 11.418118252295677,6.894700104134106 10.355278778097254 -2.1103979498996126,8.420091829792925 11.175036799076395 47.378125828564926,23.273824143415073 -48.12853445501523 -10.536497437098106
-25.686488734637717 -16.119317848441884 -2.7747628642841544,-20.4979014832329 -6.567687452864397 -11.840216936881978,-30.632556863996115 4.117488442098962 11.489199489860397,57.920762335087964 4.372216969422913 9.818924972886967,6.817914118022812 -0.7746891572227081 0.30400398430734044,-8.981433387743262 3.653353678191828 -55.3588925568261,23.71716109892548 49.34323690257162 10.9967060997726,7.051344761260516 9.875579063519492 -3.1942205178910026,8.6005222106181 8.878968611457891 48.55250243731492,24.00772231735721 -50.48241032101336 -11.50039085918944
-26.41351272289707 -16.706966757919933 -1.6849041582673199,-20.595639917299568 -7.004070586261272 -10.98084924501921,-27.914653735187326 3.693362852708013 11.101113410769868,53.066904769981 4.51939576784557 9.396052233418056,6.279551631242097 -1.0028189875994478 -0.003506445663456422,-7.151213543630499 7.295469144883901 -53.77631136330714,23.913095182827476 50.04705591220907 11.32051392888585,6.580252302911656 9.596768105659345 -3.909668927003655,8.496710137532933 4.99018640257957 49.61952244310085,24.71533684362442 -52.749121848043046 -12.419784412402798
-26.684799311074215 -16.641049477894192 -1.607626700860365,-20.187579185195663 -6.859983939010129 -10.387589935436703,-24.301486230777464 3.620455712448093 11.57354232182947,48.0400471553259 5.8000863366027815 9.46401393840424,5.30011081143646 -1.0025074239219747 0.026104724399332563,-5.372296730823546 3.347099945063069 -53.584658122732584,24.691829574314944 52.84209515463221 12.521001960371498,5.587958330591967 9.62089737906995 -3.913848191242677,8.404285007920661 0.7160510062957839 49.94331404502802,25.132322363986418 -54.08939192277898 -12.953762273984307
-26.3694330959972 -16.287213636872835 -2.0494964102066056,-19.56696619681725 -6.415986731624508 -9.87642256443405,-21.09043930532122 3.8269698829277794 12.125585784101842,43.9313640938993 7.144013682986931 9.460439082154945,4.262905328023454 -0.9295233155197352 0.1677744557269166,-4.266161546905017 -3.9506382555896518 -54.09034422879984,25.609573366658164 56.113808225010004 13.9075460217089,4.498173035852953 9.793334535084814 -3.4304664073781423,8.396671417501794 -2.676849335222885 49.46053355198153,25.132265673954347 -54.119990245065985 -12.956041109715503
-25.33705671508851 -16.194088636871992 -2.3022922110699957,-19.106396903927504 -6.102500470426982 -9.125275272381039,-19.699158674072073 4.189737216992731 11.636195803312386,41.62747071337619 7.130795308835315 8.63846848064081,3.607864794218755 -0.9946429197594493 0.10701206061754065,-4.471804835094813 -8.665727853947855 -54.21155264855389,26.098159737120245 57.79610756842313 14.599222989432336,3.8080272860885076 9.900029162021118 -2.814390921932186,8.495857222656891 -3.9082162135964413 48.240368068433064,24.620682583108813 -52.56325381518662 -12.325391789899918
-23.607761358361913 -16.71603330283796 -1.8669439332341926,-19.040144412384954 -6.228646545274742 -7.9524105581087206,-21.005420772525323 4.5862854579989305 9.423943495233313,41.64802553471807 4.8805362518793975 6.588301808252635,3.646006603742549 -1.333798849052395 -0.3473352958276707,-6.295607020673883 -6.624182370177828 -53.21520229292983,25.77896626433478 56.523869953592936 14.017330331455392,3.8691685923840593 9.784111580888853 -2.363400743600034,8.678103589776471 -2.236657526219705 46.48240281142362,23.60613790112891 -49.45509135039186 -11.082998663107839
-21.851570369734862 -17.36816478925618 -1.1479055404746379,-19.00493227622815 -6.579534352521199 -6.78233013172987,-23.55478681857341 4.897148570435502 6.706538187129969,42.92744818038778 1.8482276109755202 4.356220476773945,4.1314521547195735 -1.75960195209677 -0.8536055097836457,-8.607057969250654 -1.2466444179897584 -51.874738385361624,25.092195294081943 53.96011196731556 12.888747234665086,4.404761775269878 9.535730752098182 -2.1286553840624216,8.722134084494886 0.7511636237170527 44.94953799642649,22.542364287022096 -46.18602972744529 -9.778867753003391
-20.913971912552412 -17.43902677324359 -0.7935590713160454,-18.476161173593244 -6.798803645471945 -6.20320456186591,-25.263180429375925 5.003672120502794 5.214407251291734,43.97218489839033 0.11921914417027324 3.3816101898576747,4.667975374819039 -1.9973745897906372 -0.9262902675555469,-9.887724374644197 1.9958905720550808 -51.370329167674925,24.69911061532068 52.58536938387273 12.29282607748349,4.968297634458363 9.311724259936806 -2.094733489211136,8.353342245244935 2.840069627549516 44.55675427359898,22.003278169483487 -44.51230758136805 -9.10577321554332
-21.405159095298213 -16.45374692622238 -1.2696586305089235,-17.146709148235736 -6.615877727597944 -6.642645231583609,-24.57050326310842 4.828514121735611 6.238937477763877,43.67795131266938 1.237794866348881 4.684703751912338,4.911875465809752 -1.844552365148641 -0.23782421629139353,-9.040597461084408 -0.9353087136359267 -52.54113685370219,25.093074957372316 54.236721568901615 13.027037326345532,5.180176722092955 9.238490202228018 -2.2430260004267626,7.452077705173674 2.3625037897820516 45.92864300027305,22.417737633217843 -45.751004413790945 -9.584246680797587
-22.748895800535326 -15.130385321330019 -2.121084250135552,-15.806041194496101 -6.192732757439695 -7.7186718184456735,-22.558732438586233 4.502640020033426 8.857724916307909,42.903288475847 4.0200028879115255 7.172231228963721,4.784308795494983 -1.4621904198507822 0.7429595001243179,-7.093624904695249 -6.856984928407944 -54.50685554564837,25.92083529148699 57.506718378172586 14.467505910612214,4.998188348362547 9.288938062696165 -2.538855916683142,6.680020950484991 0.41219794972452123 48.2255694840081,23.483171530230592 -49.00482280471907 -10.866319451400402
-23.995846395272807 -14.562146618034738 -2.6031262734097425,-15.588468885918633 -5.827370926234876 -8.794709569499368,-21.140705485752083 4.222522246797745 11.452189026718928,43.12399230965796 6.423935807002125 9.08628392849652,4.2897220604894715 -1.1256922871692867 1.296782210312777,-5.742995019519844 -10.314762978667304 -55.846453691424955,26.562901107322425 59.967593948755834 15.54338249457136,4.486221352555589 9.387709357358595 -2.9424933088932366,6.944559633384824 -1.04876639356719 50.14744001981024,24.666994240175974 -52.68010440620455 -12.33090325037231
-24.335881754739468 -15.566807463842498 -2.1240325801115714,-17.316535542980166 -5.753267925766258 -9.315430137157872,-21.841843336797638 4.152237444095184 12.665433874374903,45.41792093381865 6.768265271527585 9.002396268393134,3.471543908657842 -1.0703802932527056 0.8682709033844617,-6.345282585022987 -7.095208991770962 -55.42693343333798,26.507836232060715 59.62825330145885 15.378274643302301,3.7315435916791966 9.46040385294323 -3.393532779452021,8.866683923657174 -0.43510728211765004 50.6143958918277,25.49001487146641 -55.330305213323605 -13.41105368461521
-23.780666251578587 -17.336960671989484 -0.9947634687116279,-19.973344060950645 -5.823052339288597 -9.205215544796724,-23.900933383908505 4.264662422350025 12.685384637925203,48.514708380629955 5.5000764855497115 7.464062012775286,2.602925382812896 -1.2949459469992046 -0.130751130295817,-8.2527043164742 -0.3084070584482722 -53.81518097619807,25.882043565037833 57.07512702990327 14.243589575706302,2.95907567518811 9.438376630908811 -3.7096432538322106,11.377784729430518 1.6143586298850343 49.84643705117505,25.788440723370353 -56.3780081089866 -13.859735582611384
-22.64209057555473 -18.471469659284416 0.1439322865822071,-21.86999344828242 -5.750217644778483 -8.563700696730585,-25.721385800440974 4.462822841461762 12.264336930815684,50.28611055150168 3.8440292692423923 5.733730707995606,2.040942147722448 -1.7116322772398784 -0.9351141886764359,-10.085223581192425 4.260053468686494 -52.199102200956695,25.044948140896658 53.83629470941561 12.830060854765323,2.4440269761242748 9.25508536533735 -3.66395047596508,12.791990635228034 3.648283392561889 48.538441604597715,25.513703707623176 -55.56331462947175 -13.546786402902107
-21.25973899154377 -17.784436174516312 0.723813943544483,-21.610886279646746 -5.28842627531808 -7.5248003297835355,-25.951710184087887 4.649015557473058 12.058883042205393,49.00561145058979 2.8830100245246024 4.931261470114721,2.1004535829529134 -2.2301511209530673 -0.9020334083753677,-10.63797237546685 1.8693199868273596 -51.61167413783766,24.33330627137909 51.316552351890095 11.768841107293488,2.4340758019321194 8.867949359030463 -3.07930592192294,11.73627835319799 4.402653146863689 47.35078294366111,24.67317050589464 -52.822964699357904 -12.426189639104695
-20.161838880921913 -15.586032746574581 0.6819530479580501,-19.837708325538493 -4.470835061883365 -6.457943180193463,-24.94567183830133 4.721205982058283 12.05733476181844,45.73645477941818 2.7105223121995827 5.182073727200607,2.80321602455027 -2.743575296864994 -0.23955296488317476,-9.92618334715724 -4.961850635264343 -52.007021200148614,23.924567212656257 50.057634017507034 11.274344566878922,2.9858006781422834 8.400242647540606 -2.1232464259222765,9.009647157838492 3.9185913305888893 46.700120492775945,23.660243152684387 -49.45169812422986 -11.033241950324419
-19.95642289678596 -12.819343071923575 0.16919297675657136,-18.054015866391225 -3.4488406460626084 -5.832191933562114,-23.778442696554905 4.575527113914484 11.965288518053171,42.72208914077625 3.0015123243428894 6.190890244849116,4.046988874751092 -3.137938504557685 0.48434063766961477,-8.481251439528018 -10.643531389083064 -52.882860338063644,23.928785538852566 50.23615631691526 11.384684728843697,4.074935568849446 8.045403936400696 -1.109127599854253,6.329968180662182 2.7893583401483104 46.90001073927393,23.031635531860783 -47.318755128828 -10.149163917976583
-21.14958803919887 -10.401807822536172 -0.6364706143238043,-17.609965545344902 -2.4025156324926997 -6.022661104571305,-23.403616132676458 4.132438447684204 11.539044752538173,41.92934577009355 3.4506878925471107 7.608753832346439,5.68966817820984 -3.3123027193488337 0.7524697192621007,-6.81904001513091 -10.374040229332318 -53.74970915998872,24.410862941523963 51.8993827056848 12.088305058105744,5.631709341817752 7.971963049317331 -0.3403137668067924,5.262026056975531 1.595544552937793 48.17058942857604,23.255495417798915 -47.99946549792809 -10.43268864215229
-23.41259323763869 -9.022965806669571 -1.3415296129034213,-18.57774034274514 -1.7426776827983288 -6.634282085665547,-23.760794873931715 3.5111274602852567 10.957256314916313,43.03147055301712 3.9263682485036697 8.660583633992735,7.267205527373953 -3.2723373231137254 0.47311932742373475,-5.313498745453488 -5.878942120811567 -54.23595122075175,25.068904835556864 54.048807549635 12.973140268546572,7.217070673198449 8.14297079825531 -0.03431380453912586,6.093525258678931 0.7981468948266718 49.972034780322936,24.071883939465046 -50.65202223606784 -11.535015208320107
-26.009040482010338 -9.261069848437764 -1.447239751699402,-20.405480265113113 -1.9928187927865817 -6.895900767699705,-24.294443322804998 2.9278218139316703 10.604813523076011,44.58173651184969 4.381648216360712 8.363219796174034,8.158344913931444 -3.075768797929896 -0.23766923251377214,-4.269279910044654 -2.0710998214225285 -54.02752479470208,25.421907593183388 55.17526926626566 13.431554007666708,8.211646284428344 8.421141237639798 -0.36671281023368324,8.488563585496458 0.7997640200193664 51.39343273880184,24.865332711696592 -53.254314505542936 -12.615357193155283
-28.24820970479768 -11.56794458248047 -0.5289408042352366,-22.557044832376306 -3.581710088438006 -6.139251536122749,-24.51898860383102 2.57670531828473 10.828322221428897,45.30021881728612 4.768150843973663 5.908130103139368,7.830894803858691 -2.7828225697935136 -1.2557402088418192,-3.949846775670146 -3.2974837836527313 -52.877345885763795,25.044918816406856 53.949554043815006 12.929344072967297,8.080922379037611 8.676964418340287 -1.468050468522908,12.05755165493928 1.893958026038153 51.609173560103514,25.082952805678474 -53.988573822726984 -12.917922357648852
-29.909273989245587 -15.176251645897715 1.1124309998053392,-24.689773720814614 -6.011841104762052 -4.718884408142444,-24.66008177701733 2.431742285914118 11.589447594468009,45.598687999826375 5.01765364535118 2.194500588204224,6.626997781690379 -2.4745471402920654 -2.3918651975510636,-4.223641872578826 -8.206041536076503 -51.18429722725125,24.068499224969724 50.821649361666324 11.657533217113476,7.125445021889149 8.862954808441897 -3.0346371767370433,15.931041505771457 3.32036959273388 50.645552110859704,24.802285343176763 -53.09686472741217 -12.543754616116459
-31.03547597653583 -18.63351003582515 2.768170270646281,-26.56973817530976 -8.265151609535224 -3.5641491640450855,-25.343066023719413 2.343138542695441 12.633526689678892,46.839609966364655 5.050781383410618 -0.9187828295403663,5.38015286863844 -2.2436931189441505 -3.4202464032736257,-4.737114813908416 -12.241995771305973 -49.71028056732479,22.93539562430654 47.24141447361124 10.214704577519392,6.115045450604765 8.977722784342282 -4.518756076742969,18.96991526870048 3.726358873173475 49.0076148069549,24.455159190942904 -51.9788323605067 -12.07542085009821
-31.674105765623487 -20.593634651186388 3.7815688876332403,-27.981347108390963 -9.405987868808726 -3.5212039934289066,-27.11363134196837 2.169651423581162 13.708255006383153,50.22998948648842 4.802651282058381 -1.731100569604192,4.865546796118837 -2.1761134247262235 -4.135655659733131,-5.1612394369410515 -11.235360247732695 -49.14460209535864,22.06699878472133 44.584044072582486 9.167524691003004,5.7662630706866835 9.020120105806873 -5.413789303550023,20.133731693551763 1.9172153669927905 47.18948778905125,24.43467713468413 -51.91007752020019 -12.044296558725392
-31.885363676248037 -21.035974640505597 4.153107338968081,-28.90812694631909 -9.523973418069243 -4.394789151071711,-29.53982339630607 1.8854502550515444 14.616714047990893,55.04668048173367 4.378297360121517 -0.5057585549704076,5.116958596836344 -2.275962361954278 -4.576714784742827,-5.48078508389326 -5.903424219745077 -49.285710007697496,21.596073120512056 43.22748420256885 8.658936249637783,6.1154459966636425 8.98584488776207 -5.722444999857636,19.56403077084996 -1.3892669964157736 45.49645135072156,24.637945509151393 -52.57452226358879 -12.324401457179588
-31.73777920284862 -20.794998023017044 4.307258763727657,-29.46206702743997 -9.370200998890894 -5.317762353157469,-31.558949571603932 1.539163712959633 15.197718223775793,59.321278261990344 3.992377375085562 1.2268885794595004,5.68983975594014 -2.4946854512923973 -4.939368166496386,-5.882969809842487 -0.11655790689085499 -49.35730540840898,21.469172493714673 42.90629468243412 8.558511723081411,6.760109252113748 8.868560635560707 -5.776028732681458,18.164921033506392 -4.241420462010411 44.11194975515849,24.6420729388013 -52.62919913738577 -12.365654754868418
-31.311962485556407 -20.68021974168925 4.6506317250051925,-29.762219593342202 -9.660894332242195 -5.468083528418564,-32.185784807518516 1.179309169875244 15.310520738916912,61.21384117523825 3.8437504890848246 1.9988560542361484,6.150870117624638 -2.7806388756682057 -5.407992193951023,-6.536020434801533 2.4355858084955124 -48.63567637271223,21.620116568756593 43.32479186449004 8.725852904104194,7.307121507620702 8.665629179769342 -5.896829538335151,16.831097326678822 -4.783126798614169 43.217304775987905,24.054719642096497 -50.82731658470004 -11.656896410396325
-30.856758804655108 -20.948838178269536 5.2386078918522045,-29.996975436412793 -10.465734426812787 -4.816864438191027,-31.674554680789257 0.8353530503884311 15.09392429865647,60.98658525143381 3.882967526914827 1.518319519650646,6.337223856426495 -3.0510324921920833 -5.967055495331128,-7.293082747626018 1.3496177875967794 -47.27290004325985,21.847048925183415 43.91229136496287 8.944282609922068,7.5981617995269 8.426991674680128 -6.202958478562137,16.145585788421858 -2.7940703415425148 42.99254366380218,22.989088231324157 -47.51811034292828 -10.334855665752016
-30.745376363940544 -21.44976779596483 5.866934689728048,-30.40598185158377 -11.376464437157978 -3.9215312166713874,-31.195712523170933 0.5226789211066748 14.893380427637297,60.45568531164667 3.8770246128733015 0.3628969400627124,6.286030196013809 -3.200052144490779 -6.453250713802555,-7.774388069109758 -1.3485764265194218 -46.06845510263988,21.847818551581362 43.894822521857876 8.940736648509889,7.648485882631074 8.241457007027298 -6.661593998939393,16.461020549820034 0.7368452082245747 43.616736730774846,21.93208879747268 -44.23063280455389 -9.01519503049725
-31.323423621227274 -22.024783443940212 6.332452638133626,-31.211497168594967 -11.982606772564681 -3.336428386175585,-31.873984915053004 0.2563876554126112 15.043183446092467,61.381873461330045 3.6037349335473934 -0.885277715600834,6.040070257190653 -3.1286220432132525 -6.708070603026069,-7.6219876439782155 -3.654730040490256 -45.794251673187105,21.3417853370047 42.55521271745074 8.462532630778728,7.479205635748661 8.193729208395485 -7.234266987429445,18.097077661229527 4.791382882798672 45.237353129348556,21.35533821841258 -42.44568590126786 -8.29445710498701
-32.408083705129684 -22.55777320653928 6.556333108081298,-32.31385069044009 -12.029252957733156 -3.324514742211537,-33.67030376034202 0.05240191660767196 15.600529047872886,63.93494254656994 3.1027447718688954 -1.9188295755203602,5.658823357383574 -2.8637000777010106 -6.71612197645837,-6.950338128953917 -4.925139757648288 -46.48198006984792,20.461524482331967 40.24237495997556 7.632826284271404,7.142376320636349 8.281650589848256 -7.8459839702582865,20.89623628049204 8.334246944062814 47.45502038105132,21.313912726561114 -42.329566949103 -8.24366000136321
-33.36957529387001 -22.96824632018842 6.564911753296297,-33.34107055937432 -11.393081442377335 -3.9022827319914586,-35.56121429712953 -0.07266052740236255 16.38823121118991,66.93900182794609 2.6351698966841353 -2.6627866108942264,5.215892853620323 -2.538848743121317 -6.583063560750661,-6.273476620355646 -5.66692432167904 -47.53722144682975,19.689126142660008 38.20696248385655 6.89267308121372,6.7162264185869605 8.429592152450505 -8.390857626655258,24.29734228936393 10.315712625921892 49.407824271603,21.510560892558185 -42.93670976965093 -8.489311035138494
-33.594713178639 -23.18034532428379 6.390182237470818,-33.93429608792647 -9.975839069257342 -5.06511624939417,-36.53744516486603 -0.10531791535881023 17.221772312075228,69.22262459102512 2.4533265036817005 -3.0586739173507342,4.786983900476277 -2.2874858194949583 -6.417408435951975,-6.097408862701816 -6.396860289549716 -48.36093910701853,19.49617675458212 37.67252400195615 6.673776686493931,6.281883598027485 8.56113156249491 -8.766783971753243,27.737642800071903 9.761928296330487 50.25916657021033,21.64477956374964 -43.3133154383978 -8.654384218959834
-33.13513126422972 -23.194308932969395 6.1149652470594384,-34.204716363174036 -8.132730108393353 -6.519188894471679,-36.569152230061746 -0.10052774488552052 17.91775352471878,70.62982621978685 2.467626268286322 -3.246887400876694,4.483710137452362 -2.1671139685924787 -6.306888347905319,-6.481289192642123 -7.055367565955305 -48.681460290573916,19.888008916898933 38.65957223243017 6.98813523196704,5.965439382192869 8.632811785782929 -8.974744076066022,30.895295597071957 7.353244011582487 50.03688305184974,21.58612656338834 -43.08622933510738 -8.588745325006938
-32.685414503096034 -23.083968984106818 5.871236624958424,-34.71810877872088 -6.657500565386309 -7.6909770419620616,-36.57370203482477 -0.1794355823596998 18.293858020553483,71.9866629987441 2.257822698902706 -3.560152269148727,4.452412541953051 -2.1618178294266017 -6.319137274013867,-7.052118937143448 -7.025467650787441 -48.54370810881821,20.419037997917634 40.02515567084463 7.4418467984040895,5.9364701414955166 8.633056751557016 -9.115413262271996,33.68144480040129 5.369799435098307 49.60480944738293,21.36862683125329 -42.44384186151298 -8.361688676041835
-32.9414702252502 -22.926709872098932 5.791209883605953,-36.03104750678029 -6.336048064002936 -8.01318982741102,-37.472800290410035 -0.4605189293617479 18.1823103526948,74.12254488606229 1.4095225713805846 -4.32368565226377,4.830647935462915 -2.2519852051844556 -6.516468013488206,-7.427372959298218 -5.702588450930416 -48.01157030566292,20.63648369906816 40.60755333768992 7.634381325437645,6.35514953728094 8.551982878108053 -9.2925969095642,36.01467148453273 6.074960109240819 49.83222045080022,21.03440071876667 -41.5973035195644 -8.05142140656298
-33.90594083456173 -22.814962781711454 5.957887227983387,-37.928563149555515 -7.238548016567877 -7.409075359547233,-39.2331800703991 -0.9130582799190784 17.81769730412297,76.845013047301 0.04619685197750981 -5.435961922688341,5.472744864413247 -2.398753891746099 -6.836323804242843,-7.4507625601682985 -3.459328927665893 -47.315847522986736,20.399796307925172 40.045030054638595 7.442081072262047,7.071312505613028 8.39048530781118 -9.583787241851525,37.755448302149105 9.450229456861384 50.79020429566904,20.66352789326517 -40.75191932599766 -7.734396776220249
-34.81500335867433 -22.857794448423064 6.399863432576064,-39.342677004491335 -8.643881954265245 -6.3442157444731935,-40.76576816939114 -1.3413837083658315 17.879452506782943,78.83184278356758 -1.1140273038875124 -6.323653785236823,5.919898095910391 -2.541979108105639 -7.0780935969078085,-7.216123329533007 -1.7486366241847084 -46.87187729803533,19.91362449821291 38.86030533731378 7.047395009340223,7.591687215054982 8.161376010936502 -10.037384974581936,38.700003932684666 12.954311546662723 51.66738385113914,20.37805538586884 -40.106531599300745 -7.485128981694956
-34.88487843307086 -23.159381092870188 7.139163133250462,-39.18912489270443 -9.800428298784238 -5.3049262015349505,-40.951521514578715 -1.5462667683333515 19.0467774312255,78.7343908916197 -1.3379885971641983 -6.403451623232259,5.711792355992155 -2.622698266797239 -7.040589573360696,-6.8317463989985185 -2.0370962180545598 -47.09231442612995,19.39909400573319 37.61792848189949 6.647031761462498,7.42076943953394 7.8784014091523815 -10.695652154957692,38.649453841428596 13.969429082124622 51.62381973089056,20.301877140807868 -39.86329379082706 -7.379654953037181
-34.05348313614249 -23.61328875439662 8.060323638876254,-37.40376760179069 -10.33910361094712 -4.509004629029792,-39.5747217424922 -1.51075646982333 21.147372409284607,76.37754175975907 -0.46888533008820743 -5.6205841494769215,4.926215309229721 -2.665570597641819 -6.763120768133267,-6.461275004194305 -4.243372533182171 -47.94187107020166,19.02653991929662 36.73813798720348 6.37979031182502,6.631505915224408 7.566943716052221 -11.431188953852372,37.70560667524307 11.85793065353327 50.44595562794635,20.546989465474585 -40.35785641272476 -7.553447025025384
-33.17130228275784 -23.84677198043032 8.874032851103893,-35.21238932236645 -10.374534697310676 -3.8347152525006787,-37.5618827860863 -1.4483872677987955 22.93223513084222,73.07007709687475 0.9212913876705011 -4.5886040400043555,4.321372800766667 -2.800993100503877 -6.589098682401207,-6.338343780560905 -6.328823092067394 -48.818846744028406,18.902073780245352 36.4586948311799 6.311244299271646,6.015635902517893 7.267098323330148 -11.902062193708657,36.35049035292736 8.485986251736644 48.71228152362824,21.21034439258714 -42.09467378903969 -8.217132167454707
-33.134311132243475 -23.47783039555766 9.283556541230388,-33.90901286096697 -10.054430770661522 -3.140918498360495,-35.903751641839 -1.5836720660856933 23.10556296307605,70.2052259284183 2.219174127563427 -3.9546404590432878,4.684736197187513 -3.1624699390063116 -6.87459148037513,-6.693354468640379 -6.17074831438064 -49.094149013872,19.125133770837238 36.99972141772957 6.5005112161833205,6.396004581268265 7.020172957579968 -11.759087073259323,35.083834847877775 5.862916194899643 47.05154484775685,22.382456815025364 -45.56910087121478 -9.578093862049679
-34.182536913773504 -22.517933575363983 9.179643231982023,-34.05834939427958 -9.629605198467237 -2.405974388939539,-35.13661455513291 -1.9497725431402457 21.490838867745115,68.6361152578437 3.081615826383264 -3.898567850917738,6.080881099072172 -3.6987617808372035 -7.631316424717254,-7.368587953817121 -3.7324208663172582 -48.58818806408656,19.666840127316917 38.283207542892406 6.918328258877525,7.841333671375059 6.880966947935659 -10.980294263198429,34.06917939737323 5.11988073834866 46.06467061517304,23.878842459323177 -50.274980872253145 -11.438416252159158
-35.60636843089959 -21.548191017532695 8.72446664551332,-35.16926067781725 -9.50013876363933 -1.7812466037376984,-35.138819379376145 -2.302824655794334 19.53197389084727,68.43394789603464 3.5566766972888937 -3.9238000012135164,7.5278221516177615 -4.091169808239153 -8.372462185920512,-7.644429268602043 -1.997046867675337 -47.772134412065476,20.31254280134905 39.79952621701588 7.407481442554135,9.328574535458724 6.923811878536862 -10.017435478188176,32.98334839745586 6.1166977426099525 46.3123043777972,25.116891341787817 -54.256234165518435 -13.013417749841524
-36.6268497053186 -21.18807377300969 8.10091067716587,-36.66867839032822 -10.072526350553552 -1.4298706361200035,-35.73523693021559 -2.379442055422392 18.78550451597169,69.60187562611321 3.723513392175496 -3.4855263127798928,7.971294044886329 -4.003949855651047 -8.57705064693929,-6.767181931886864 -4.150785517700562 -47.16415314662597,20.83545497276689 41.01172441259322 7.802968625476387,9.759255553132354 7.223142467673523 -9.354940653562306,31.466565607549146 8.60720144665898 48.339349628945065,25.489269688725994 -55.4645858402052 -13.48104943553855
-36.82725311143953 -21.604383581996313 7.45309458050395,-38.03485217825007 -11.369918258928841 -1.3863179415861207,-36.60637515785286 -2.0733336750336795 19.774968288869154,71.64429499160349 3.696127910516911 -2.3822694590732514,7.057649206445954 -3.384211160160513 -8.07703217842575,-4.703156434589218 -10.949429236288138 -46.995950204717204,21.183602788252767 41.85248952562792 8.101753325389849,8.76428380363538 7.749662810249675 -9.157272521540715,29.267603987113812 11.873494863558133 51.774618715226296,24.856908292085812 -53.40035371313594 -12.641807512064787
-36.39225742761618 -22.212356990217323 6.860776816688563,-38.83123472134079 -12.778999182178106 -1.4714395460082477,-37.19305687707551 -1.5390331668989283 21.308818411857416,73.23752104309968 3.646375854423516 -0.9825870820564588,5.596473120853619 -2.648683424665878 -7.29032302324152,-2.614088199493889 -19.113641403620715 -47.023624445288746,21.595253721454256 43.03425122280877 8.569710049758235,7.185551142997338 8.301853428049284 -9.057653441898282,26.315460333851657 14.414467384132047 54.72594121616151,23.858195882733078 -50.13497842054924 -11.329797562992134
-35.56353925611382 -22.35960953214591 6.396809219315861,-38.63284939358035 -13.630000442559652 -1.486857762743951,-36.917181316725305 -0.9553788732880835 22.04003446380324,72.9881244451106 3.751051131966853 0.29323327761960305,4.503152919199762 -2.2559374410971826 -6.688180369935249,-1.766614879087332 -25.000431072871862 -46.96001344896336,22.33396127157735 45.33640862991737 9.495513903588845,5.975158197171244 8.663200765591595 -8.641505751929145,22.55908421952863 14.66567949731879 55.17059055917805,23.20177112701697 -47.97235832502946 -10.472529960235482
-34.616315853090065 -21.761886721869306 6.03875268846669,-37.416747709538846 -13.657156467315582 -1.3378619605472988,-35.61828128190208 -0.4686172538916001 21.329689114208655,70.44937578221655 4.128266806361092 1.2539058645603542,4.25302293080865 -2.3876528940278976 -6.5252502818759845,-2.5401603126756487 -26.87517292991497 -46.69759070812414,23.427009284984702 48.79425892566404 10.877663297103847,5.634347526661746 8.758543745576352 -7.7541872431661885,18.283899028122434 12.257735638557525 52.54593686863939,23.249470734784556 -48.084819985677214 -10.537518615396237
-33.889809990400416 -20.837435260979923 5.582324760029818,-35.9271701165408 -13.365659434275088 -1.1275689972498835,-33.93285831024651 -0.16279978977002618 19.890106668090425,66.98112987524642 4.784155484245432 2.1451482509785835,4.481666220709713 -2.697119110007521 -6.642820549289559,-3.6210812386902047 -26.64496930413489 -46.47162831434058,24.45080903344475 52.02313207503045 12.160913441216808,5.803990779759692 8.78246374385183 -6.737089650014497,14.417419974574788 9.10173854016105 49.07564782757406,23.701330422311866 -49.485315339270166 -11.114467760035062
