-23.5 -16.7 -6.4,-15.1 -9.3 -9.9,-25.6 5.5 4.7,47.1 2.4 7.6,5.1 0.6 1.3,-5.3 -11.1 -56.3,24.0 50.5 11.5,5.1 11.3 -2.1,4.8 6.3 47.3,23.3 -48.1 -10.5
-34.87929465650125 -22.411584165665012 10.596399946436446,-33.186545315584276 -10.66186567837684 -0.9509657515995906,-37.71273467244241 -0.8431244197779302 20.368970200391953,71.84374714641399 -0.885755577118471 -7.062696431565752,6.928083712176232 -4.3216411902352565 -7.237663392582936,-7.383358112134961 -8.240407636819626 -48.53524876897081,20.44366083633924 40.166820422593005 7.568295082132037,8.43086977094216 6.6502958029067285 -8.867791950030025,26.675131519138187 9.374737369685882 48.64913940400223,23.766768011195026 -49.607725426663144 -11.10303843771015
-35.386662397265965 -22.486082769331677 9.658956947649768,-35.48765714012182 -10.917451217253916 -1.695425953734823,-38.748718521107456 -0.7963978011880648 19.60619784188564,74.9118247135069 -1.4011767405197737 -6.081048888178733,6.0279705008477915 -3.7862633792244083 -7.193528629791786,-6.978324573805064 -6.383983557187894 -48.581423728852776,20.652693166770433 40.74020032347828 7.7435552196398705,7.526623082796275 7.228381758237968 -8.645213694137356,26.91460509990142 8.87901572122925 48.86142865914571,24.03995703024277 -50.416044565766185 -11.452096277239907
-35.66387058884709 -22.237814534014603 8.277768331755698,-36.6543294132753 -11.843033564849003 -1.7697850189328679,-37.92145522358775 -0.8176624400993631 19.580944275375817,74.24618327447921 0.3425288792739478 -3.91769411340198,5.365070207554657 -3.2570242997735432 -7.175792608382223,-6.199100867185213 -6.404066382854666 -48.33203159658155,20.927054755172364 41.449776033913764 7.966101194396133,6.856001862990467 7.855798714445791 -8.3491268911616,25.69115522718676 9.253494798022373 49.21024710581696,24.115975922300855 -50.615738544456555 -11.558345840889801
-35.74338464735764 -21.88465165432033 6.986611740054065,-36.825754054215466 -12.889319391251206 -1.524789545462214,-36.27566962625743 -0.8686454910147315 19.93763266828115,71.55205524815175 2.9251146326537505 -1.605300934042812,5.046779736020804 -2.854936639677151 -7.152571211381923,-5.372614780114408 -7.291829564233474 -48.01734970604554,21.090197091250488 41.85233850359612 8.089656006379672,6.53587563192238 8.34251241420789 -8.12152630557298,24.032290774817316 9.835060798934629 49.40181787255575,24.066826481425785 -50.431209908743135 -11.499097378994815
-35.68419250669005 -21.69100360561027 6.3726274906485445,-36.28072959079413 -13.4241509659128 -1.4080095043702139,-35.10066383202257 -0.9021483221090594 20.22070938786011,69.00307912749925 4.640251282502645 -0.31375696217286136,5.144925158584816 -2.6958644118942696 -7.085296218235449,-4.85435184131653 -7.805905574144046 -47.90684105193072,20.951635310300876 41.472030381355715 7.95673165052096,6.648661022164219 8.493865058618512 -8.120842899086485,23.16680641366611 9.829948857452703 49.11114658327965,23.990214530603698 -50.16564952471281 -11.382547904816358
-35.52524284956875 -21.820996877591625 6.736829679628621,-35.32349951502692 -13.086023719776222 -1.6995493320995878,-35.205825523749816 -0.8835644561322358 20.08596417981067,68.04953381367685 4.453616936397976 -0.7340778560136215,5.643135604292337 -2.827211476430658 -6.968358863829176,-4.877934129482557 -7.191197590538729 -48.13449289732953,20.44486495965188 40.146358137749814 7.513367863028868,7.181232804183475 8.230924862005962 -8.410987656272672,23.815301473404777 8.847825740250807 48.1662351035252,23.91330756965072 -49.91643183036526 -11.246096124884104
-35.254532029992866 -22.18377579483221 7.652720321982671,-34.32300435613912 -12.201602952963295 -2.2537111784823844,-36.1802993180971 -0.8103045602815045 19.47229140147776,68.30246502492943 3.0395533064348075 -2.339686809614599,6.300788327229413 -3.122313102175422 -6.879953964041167,-5.367130500066835 -5.929013515757431 -48.4898283358622,19.81861745330087 38.50959536408912 6.9688367465095755,7.877538489132646 7.769008053203344 -8.815542574047981,25.40622440120047 7.524134128479357 46.78409757934376,23.683920496843864 -49.25761698349024 -10.947127103125327
-34.852092812538025 -22.64856670597588 8.580007327319732,-33.65819414354041 -11.205222568070237 -2.858148401872649,-37.42225058835053 -0.6848067186803481 18.362982925949588,69.08501974040497 1.3397759865585073 -4.41345023767988,6.842224624413694 -3.4272890334398713 -6.911377006182723,-6.197204445342119 -4.69409698547854 -48.708495317203145,19.370919831210898 37.3206162219844 6.573576962833004,8.44357228439558 7.369435802690031 -9.120514539232198,27.16582842404943 6.65464555594312 45.24261964170819,23.121886406178564 -47.68160837432466 -10.314941583483117
-34.316465318655666 -23.09602710739337 9.134086644221297,-33.557820057370265 -10.418899321633235 -3.3337467401060463,-38.449297010463205 -0.5267322118724002 16.82388069915528,69.84855734229525 0.06971829560465116 -6.366863790271323,7.089918706339508 -3.6397336848175867 -7.126701470347847,-7.260763347257183 -3.9498136620798094 -48.60525964181504,19.31732596426201 37.13547784487128 6.512976389452966,8.692127877488199 7.205813675008087 -9.183214012297963,28.49423139470202 6.669106354239618 43.766116227396,22.174215305600406 -45.03755292718554 -9.30725001148613
-33.70077085462077 -23.440526796515677 9.389503395674234,-33.80767261043486 -9.83340856445558 -3.5993995859621917,-39.131340395459645 -0.4065363086172616 15.164280165713775,70.42255629884852 -0.7225294270837318 -7.990771509329275,7.155754596240757 -3.8090485879991474 -7.509718740318163,-8.501564519883285 -3.5361414218956657 -48.22821843162802,19.630163026248326 37.91209719012174 6.780577633266841,8.750967873598004 7.193059744546898 -9.071237209713953,29.30430603070217 6.917795411518425 42.42091364300806,21.162982464516435 -42.226691871311466 -8.260463783987122
-33.068143255585554 -23.602619851840142 9.505030344328551,-34.11228434198215 -9.378761775120356 -3.5919791371603664,-39.402906565125676 -0.40399207235869417 13.73813657735132,70.70585832648014 -1.1112961497475 -9.145606192342397,7.204706482337435 -4.012483207046357 -8.029493022181095,-9.872748367345496 -3.1787021002608684 -47.66827177449756,20.23713998899256 39.49866666799781 7.334730655251548,8.805633678314534 7.198637711560978 -8.890755769336158,29.602986270640947 6.5529710162567 41.24435630830946,20.47906619817055 -40.3432656286792 -7.580464285037569
-32.4817163567022 -23.50286035186411 9.63944025283427,-34.176187791260126 -8.984970432210638 -3.2483575914198686,-39.19852134124717 -0.5988725665404537 12.899405185794073,70.59730514160563 -1.1709108406275481 -9.691800636799421,7.401748552849535 -4.327287006021028 -8.655088522024084,-11.327455293768942 -2.603117532510162 -47.0163197582791,21.06596582431743 41.74337868876151 8.13378541638402,9.041666697227342 7.090011276304846 -8.74794132902057,29.39720605310945 4.726891456931625 40.27378864306523,20.513344821806594 -40.481514621265376 -7.673132898688895
-32.00462399312295 -23.061802375084945 9.951505883841419,-33.70391549751675 -8.58204601430949 -2.505407146459976,-38.45271054560999 -1.0709508546063073 13.002041242768238,69.99573846064041 -0.9757024679647526 -9.489787640189054,7.911854995997064 -4.830709448984978 -9.35556944593458,-12.818825703278756 -1.5350095539782795 -46.36326247082809,22.044349504045684 44.49442566267493 9.136091877641205,9.644608335925987 6.73464413903301 -8.748965526623188,28.69389931669877 0.5918150220202971 39.54655506704039,21.656696650668465 -43.735679271046784 -8.94435100899257
-31.7 -22.2 10.6,-32.4 -8.1 -1.3,-37.1 -1.9 14.4,68.8 -0.6 -8.4,8.9 -5.6 -10.1,-14.3 0.3 -45.8,23.1 47.6 10.3,10.8 6.0 -9.0,27.5 -6.7 39.1,24.3 -51.2 -11.8
