-3.9 -35.1 10.3,6.7 -25.9 13.6,-35.2 1.5 -14.6,65.0 -13.8 -22.6,7.5 -7.5 -6.4,35.8 -10.4 -16.0,29.9 83.6 26.8,8.4 5.2 -1.6,-2.1 -17.4 25.6,30.0 -89.5 -29.8
-3.47548410687312 -34.05625890113312 10.583579686386193,6.706120764712503 -22.78898595639255 14.801377193028255,-37.21982468135009 0.8014082454932248 -15.430343146609694,65.90433769266762 -10.950241570753116 -23.08810844232256,7.411141693172823 -8.105242317568596 -8.94614300911885,30.18736094737189 -14.341755187496679 -18.3019400215317,29.910028664671202 87.21850977839013 28.64497537720857,8.531629992563325 5.430278930214461 -0.4063479307340627,1.5911575809516214 -12.33092604604193 26.24696179223986,29.97640587954478 -89.45993727435437 -29.727219673706877
-3.506253748984268 -33.71711857897579 10.598753081686787,6.612542276932832 -22.32941841233747 13.982069258267817,-36.45443387796328 1.2129768130836351 -16.401500903085903,64.95749235990178 -11.640387769538373 -22.182317650096063,7.82292719745875 -7.994772481125341 -8.27616909264075,34.3266133420181 -14.428770562718153 -17.700939175535975,30.004786462349067 88.94017723824774 29.521077536121773,8.819014976522979 5.39697781523677 -0.20212858940638864,-0.15172356521781205 -13.138236938011076 26.974888293254086,30.000368620132267 -90.79945850139632 -30.399906899700568
-3.636465747227864 -34.535047653260285 10.547804518430823,7.0475400574513785 -23.595932997852064 14.438378625216783,-36.13010432673566 1.086960080619186 -15.35065701982744,64.91810828890333 -11.90897728136485 -22.74140155702927,7.963320918678907 -7.984388314556277 -8.415113453476694,32.955848108102195 -15.1128211528554 -18.419629773710223,30.0238832567477 88.07467275214077 29.097284853749187,8.997436946618324 5.355796453543781 -0.4829640468843964,0.474147810225086 -13.208786393092662 28.128257742648014,29.982782975321637 -89.27078308292806 -29.636731424807852
-3.797180134811154 -35.85676135689452 10.465309621758074,7.688697551069616 -25.619370117134764 15.618969627042418,-36.22210068921055 0.6382292615671121 -13.25336226907202,65.54463606943195 -11.807741261051985 -24.12878874835818,7.861734601484427 -8.039701143522352 -9.031265978883395,28.25457382114788 -15.919675994604223 -19.780164566243503,29.97994506855233 85.62905943846471 27.874720095323806,9.030823858698424 5.319406270715367 -1.021166514368267,2.5167569865979846 -12.806605377409886 29.108828450992455,29.940784706155128 -86.2247917853774 -28.11337511939574
-3.9012445204804687 -36.81280238121454 10.398889039056836,8.104291489336656 -27.12150182395577 16.720663157494027,-36.61278122671821 0.19122593984761777 -11.469341978190409,66.42222888813392 -11.490428350405443 -25.42451940433478,7.5915703777734596 -8.101163505025406 -9.610150420201196,23.504563575567975 -16.195046410673505 -20.814492248725326,29.897611856184835 83.0438048075735 26.57147702012817,8.89416667275078 5.299805759478954 -1.5093675723103674,4.539827142228059 -12.39304432008229 29.184628938187725,29.89914014284252 -83.55164741122645 -26.77579706887177
-3.8849776431877876 -36.822028209414405 10.385467205628764,8.007536059035576 -27.232314583833325 17.153734616312935,-37.17259291564553 -0.015408439926352213 -10.976596684740853,67.18639037594895 -11.096242129589076 -25.947843158413086,7.230166284890026 -8.127568243814498 -9.79353021948115,21.16664263135978 -15.538469558647359 -20.847698117925525,29.802812744809504 81.46060517247663 25.75894119874426,8.5932188516786 5.30651875021781 -1.7143995349338559,5.468286421459511 -12.282133372339322 27.967902474108087,29.877755999454426 -82.66231887072811 -26.330285171482434
-3.7716367077204187 -36.37123150557453 10.422349149405045,7.648502423572043 -26.593845384706206 17.119107621455488,-37.72786262269439 -0.06084126528905784 -11.33919554305251,67.65912521181237 -10.710510403141845 -25.904055722462655,6.86943918864266 -8.14564179814359 -9.801889949540682,20.66079651777074 -14.489668623799233 -20.290662920748307,29.72625201007582 80.91449051587395 25.465082322784554,8.247680003513718 5.339902776431515 -1.6779386588442413,5.564987700956049 -12.242219591584877 26.345884287618713,29.87853868210923 -83.19281232359641 -26.595370956941643
-3.604603736926863 -36.19441427902871 10.497668660276702,7.401535264127805 -26.19814592170487 17.000727786827703,-38.09470413832107 -0.09780741618160793 -11.793905959429729,67.70560998507995 -10.406089623918056 -25.703557832356143,6.604680712693901 -8.197836110465431 -9.989678560793918,20.703106620507178 -13.806004318924188 -19.805611106516288,29.699739296054553 81.18431585420669 25.592078288587153,8.003626385765898 5.3981935253769375 -1.5052830311281802,5.402491321836814 -11.915333417178179 25.500949175066637,29.899227823114604 -84.36825938653631 -27.18408502706305
-3.43330532280766 -36.7956960639907 10.591596345756981,7.523169921638784 -26.74963503340857 17.069012012349603,-38.128639811521786 -0.21783692701717686 -11.777117990430014,67.27750444422871 -10.273656047550624 -25.663626030490693,6.508277028156439 -8.299803011771237 -10.543482129706273,20.431548931390562 -14.00936218281269 -19.862853666352883,29.74304561847428 82.00058371522672 26.013316200103752,7.963509451920188 5.472624502099434 -1.3005103342560658,5.37575867992989 -11.138553556966235 26.217387968067133,29.93548719443563 -85.54386120575742 -27.77399914298199
-3.3332803713785863 -37.68611264859528 10.649902161537765,7.761009767027501 -27.710168311545836 17.10393737422763,-37.85543549907632 -0.24805717496718735 -11.587584120247193,66.70007236991759 -10.480866815181495 -25.699243805567423,6.5536636026934545 -8.351418847897659 -10.924725357995085,20.80666845570204 -14.604383756917331 -20.103642586810242,29.82393556619052 82.88491567316893 26.477808008544425,8.041323123932948 5.524180044813723 -1.16242614812755,5.1125303300785925 -10.591559987269697 27.559783570333266,29.97401292853243 -86.63671445927828 -28.321500474628778
-3.38711743597014 -38.1085929745385 10.609068779824842,7.725259743268283 -28.206141508804233 16.75307492045258,-37.34681838799338 0.05578632047308696 -11.756872315025827,66.39944093854677 -11.216161909813998 -25.616785959057857,6.687561781257434 -8.221303587419852 -10.399058190102153,23.28105654682274 -14.821081095236242 -19.94540543267864,29.896133342080706 83.30254086411804 26.700987600722772,8.10018267967309 5.505678001487979 -1.1884127217299334,4.033417105176133 -11.181513166078261 28.128442361905215,29.999080127859163 -87.71561304064033 -28.858249118598465
-3.6314296777642006 -37.51779229645884 10.437691524224965,7.168860250441347 -27.59884908896684 15.803130532682102,-36.643302424983325 0.8310998306640869 -12.66509423946945,66.57610344025503 -12.52938259079013 -25.24313353520724,6.8625102671678 -7.836474597638348 -8.528555364336869,28.667497291195364 -14.101059440794682 -18.981548262401063,29.922912343814545 82.93760617872499 26.511799901753175,8.043318869521677 5.387249285615688 -1.4314445399123332,1.8415782865380192 -13.411881001055793 27.000917367857067,30.00002962174702 -88.89199406717152 -29.440344010903267
-3.871010494288523 -36.43596301435454 10.26628631794671,6.564469712029968 -26.43402888522716 14.742372495759723,-35.628013119074325 1.6765291148989714 -13.928663379993305,66.29284379975216 -13.771519707250814 -24.50857364322929,7.060382416843322 -7.418405721908517 -6.36995358864505,34.55267077727708 -12.952850452451203 -17.69282151445348,29.91569645853572 82.57809998525356 26.31154298972364,7.9762385081431795 5.226322178620058 -1.7205813565338592,-0.33513191880510207 -15.75059658374372 25.661192880060785,29.99174506817323 -90.49230030168887 -30.247104781709066
-3.8377523129787803 -35.72108760721916 10.276288680538512,6.611078169114628 -25.62989374881894 14.27969126653969,-34.13458162381997 2.021294498858553 -14.923831050568046,64.25466748871506 -14.073794783884916 -23.37591176924736,7.272276532128255 -7.281169305179932 -5.450019847203883,37.508735693951955 -12.220504941983357 -16.839021145651166,29.901051584309382 83.3591385813442 26.681504342371927,8.068058695538518 5.107777594556856 -1.8144678717508052,-0.9208317477041912 -16.02547302448576 26.35000995281531,29.997142645543153 -92.91058789718983 -31.49660059658645
-3.330149242710105 -36.05098061933237 10.607288031549304,7.823407555173559 -25.906439423578718 14.960435996858124,-32.085236262641246 1.4358357497850025 -15.170239674770519,59.56861320561264 -12.797713436606244 -21.873201943221193,7.49076177176655 -7.6615771000561175 -6.925516824698331,34.95367797952241 -12.570027557391848 -17.009054036096078,29.900652615628946 86.14439927133624 28.065068095932705,8.446962143459805 5.098167450186881 -1.5312752249214971,1.281106584181078 -12.533687729557696 30.764341148407784,29.99323764330109 -96.54665018271079 -33.392623387204274
-2.53964531352592 -37.040167621034385 11.151970789101126,9.628944941651849 -26.813845993600903 16.36497256868786,-29.92482645962774 0.3238193034415084 -15.033718325238048,53.713538590216984 -10.663387908497985 -20.413240885185733,7.7170620288784555 -8.340586078500964 -9.770041861997278,29.2960552607213 -13.616647876388615 -17.783383502472514,29.907296457050748 90.19596164104192 30.0919261576082,8.999578197819654 5.155886671515915 -1.0403918658540214,5.2296415608004025 -6.341939441763407 37.39257717968586,29.686320958857443 -101.83397077642543 -36.054679636831374
-1.801241188634368 -37.91472217655209 11.712822147969998,11.057977228052245 -27.474924078095857 17.721128940416012,-28.289131122732478 -0.6066851999487622 -15.18923395662327,49.03479933548077 -8.887271026226653 -19.549383595624853,7.955563035946089 -8.932615508828762 -12.159615180044744,24.7676337477777 -14.59171518258713 -18.37405756246068,29.90322999954265 94.19079260982369 32.094503758773605,9.52428936680026 5.1998171254814105 -0.6395166775216622,9.066242582647154 0.4712821855168636 43.55091560529206,28.68377958318996 -109.21834139028323 -39.57148377472342
-1.4060836228599898 -38.020166343373035 12.112026503544355,11.30277797765987 -27.164168431479734 18.361909843006497,-27.70395557975276 -0.7613103533960196 -16.17150438333019,47.49749088847239 -8.492069657253257 -19.71601749372496,8.203619863411973 -9.111082564978949 -12.56228261440088,24.892863618653276 -14.842940442988482 -18.128086812216495,29.87447326276192 96.9462916109175 33.47599096664219,9.844145730780573 5.162779085474977 -0.5777456997202933,11.16965949904007 5.976790794425986 46.90705904092002,26.73459990233295 -118.74267377856656 -43.871639194772804
-1.3402704204089395 -37.53288285861682 12.309059180874891,10.681044581124228 -26.210485866469742 18.35201662406268,-27.93185362760132 -0.33591167109220244 -17.54120311308782,48.42547380848528 -9.154197635369277 -20.522531508655398,8.409884974602804 -8.959523683329861 -11.475809616636413,28.28111542484583 -14.527479910603239 -17.330535235486227,29.833273842543488 98.25799178104346 34.13249041125077,9.953862263786696 5.0744862697269895 -0.7664069447563833,11.569587620365267 9.2893023028743 47.57400865229686,24.569011628844944 -127.66078643825662 -47.77568297618835
-1.460848748263886 -36.98074919470066 12.32147628818496,9.986583793750702 -25.388851106339885 18.065694114095045,-28.412486307051946 0.13935235837801074 -18.446935235735083,50.02523701779095 -9.98052094464435 -21.2292998274292,8.50240724620776 -8.734975822218916 -10.256632383788293,31.462440459374925 -14.144924814026393 -16.663309313499845,29.802974883196267 98.33522468982393 34.1686308631092,9.92077659227198 5.005643066240237 -0.973936016708582,10.994152995223345 9.965154386898822 46.69924658088733,23.332358430938353 -132.04657490183664 -49.63538591097812
-1.629339303734795 -36.84067481835701 12.175297441172305,9.92135828062358 -25.384057879484143 17.847411480979964,-28.636929939495598 0.19440441428084695 -18.15908508990161,50.67140023868263 -10.170864222720956 -21.18867011142051,8.423330432555122 -8.668292409442182 -10.108153922300216,31.391631402711305 -14.13337776532263 -16.722517002697096,29.804244589223945 97.42529378192604 33.70850479017464,9.811764078581751 5.017599953832687 -0.9952336147052018,10.146881938710424 7.77718413985172 45.38849145627413,23.985769816114274 -128.68806425706245 -48.11070508827721
-1.7475652179199632 -37.163053026177955 11.96396828743222,10.423341933988095 -26.13137057990379 17.78942418535391,-28.52559499169193 -0.1403913025200882 -16.95463681056877,50.144324584668425 -9.700871077775995 -20.51432546145,8.230512592063766 -8.77142133258396 -10.958889750210632,28.553041165755886 -14.41876784069698 -17.3919654952658,29.835581042061538 96.07353963323507 33.02907759985074,9.68780484936482 5.09411747812999 -0.8455120352929957,9.51000688072684 4.253488034534885 44.37618181679234,25.97378066770407 -120.24001875015024 -44.39223882240149
-1.7370295663217354 -37.79000645398424 11.813859050929276,11.057447886192067 -27.200053480924446 17.860830070065596,-28.20853862707389 -0.5903016933859226 -15.60210385656412,48.91080396810136 -8.925022641494625 -19.691714098029024,8.038315841523268 -8.949417459225558 -12.114819411055656,25.154530214075734 -14.676926398586863 -18.207640819216383,29.88465650573288 94.97083631777505 32.4819635647932,9.607000348772448 5.1810685083073365 -0.6475631820353541,9.457700986551854 1.7792672829748424 44.21545768187237,28.00036270494096 -112.22197007729147 -40.906314239473396
-1.541959308144337 -38.55007570497101 11.830967291433517,11.410727940912643 -28.17615821944278 18.01392401269263,-27.834771114513355 -0.8936240723985054 -14.803840389472363,47.484615811452485 -8.200179910028607 -19.17826549423609,7.948778502783549 -9.10719679120542 -12.911484515875696,23.25826628855353 -14.603395966363722 -18.731901902212115,29.938846759588355 94.69340562678879 32.360207894453865,9.615772772629747 5.228654797486464 -0.5193662240940445,10.255283971837919 2.383245051072414 45.2977908638614,28.894356581017046 -109.53951805245433 -39.80330093393915
-1.3257318521864172 -39.15372179772545 11.921494175605826,11.309501811286703 -28.832627903562695 18.046085151107487,-27.72339637826024 -0.9311127356479818 -14.588110458511478,46.79023788826531 -7.881409367342249 -19.13518405309376,7.940675427577027 -9.155348761595333 -13.012093619561742,23.399863815158636 -14.101361917527724 -18.805793874069945,29.98336242545644 94.69567621472045 32.383778107603945,9.64743371523465 5.2315607361522405 -0.5251466374441747,11.11919209787181 4.579679692700273 46.45822724625644,28.744587767958926 -110.95439385679089 -40.475360828023675
-1.3748823128917889 -39.24504763589234 11.879359716146244,10.714552483595702 -29.047434514662655 17.667633403793808,-28.2891072148662 -0.6635796523424123 -14.604354378835431,47.982952485783244 -8.322769021240338 -19.557202239966337,7.923510123691223 -9.007651146338956 -12.263996852324759,25.257048020191057 -13.190700312594148 -18.42697734641727,30.002197354525823 93.8016538042234 31.95058473581118,9.571729114533415 5.209468973149603 -0.6989215113791242,10.676412323107849 4.907778068014894 45.657135764555626,28.347965338454614 -111.77561038589532 -40.76460413640437
-1.9413873537832236 -38.51014983661746 11.521316185997259,9.610738965591947 -28.7102768381335 16.631006029399646,-29.889617477351198 -0.06853123409253432 -14.528508141832313,52.049113448414566 -9.811845344886915 -20.41903374840327,7.815583406154499 -8.594535361716519 -10.56844195246541,28.45572460883175 -11.924308594494002 -17.618032865379547,29.981813763592346 90.98718318580755 30.536009937448092,9.274649908623239 5.1821832066117395 -1.0599558751135234,7.7225073660477 0.26890259092989 41.100717724863344,28.447819444477414 -107.71534648109761 -38.703098469790355
-2.8595586227230627 -37.131881357746174 10.94405768094043,8.245419297410916 -27.833598603734583 15.18951022696875,-32.20790214286672 0.6928038476771539 -14.393497984772969,57.981440824609685 -11.863623606834679 -21.484197157684534,7.646420858446472 -8.03961917300434 -8.42942874196868,32.13031359669569 -10.72387087198269 -16.670986445834128,29.937525935554053 87.07474551008289 28.55768218607223,8.839253547453978 5.167682315143496 -1.4599276929159013,3.0889428835205717 -7.970172182869806 33.96606246808977,29.073077363282703 -99.61898603912002 -34.731571899186555
-3.6942464671475643 -35.613583118865684 10.424885924395433,7.0353057336288565 -26.5090338279147 13.919595092574365,-34.491620784778156 1.3406664313397239 -14.462566432594548,63.486439310588246 -13.494636685564508 -22.37995613465823,7.517305979176621 -7.591156699669779 -6.739829354873974,35.09814745774244 -10.248998134992668 -16.05169988894994,29.90326238950403 84.07820022449833 27.04113080374765,8.47573716604175 5.182767874428223 -1.6423942419927853,-1.079329700981358 -15.561760638491943 27.346961293084348,29.791761291662684 -91.64365815371227 -30.844726986111418
-4.035709566207844 -34.44216727696754 10.224799001240473,6.373244774922265 -24.84981249472089 13.362915027246332,-36.02148857477677 1.6129145362330755 -14.973729728010772,66.39536796507608 -13.790243351409107 -22.75764866047782,7.522564551952356 -7.480462304868491 -6.329449324154909,36.25900301198784 -11.090178391292781 -16.186320424506626,29.910516140928866 83.86765223460617 26.93875071453544,8.380779293257188 5.241828098899003 -1.3749853369856513,-2.7644840295667508 -18.503064570118006 24.16575170089302,30.189625088462154 -87.7348412410563 -28.934894280891598
-3.8954254193522013 -33.79784938929808 10.332704778055206,6.2761007305128205 -23.254812482708537 13.495067445551083,-36.64611560157747 1.5234258432767516 -15.755541164399483,66.5990126808183 -12.922449723829592 -22.63976142816038,7.641654204768344 -7.670940528860362 -7.048312294891179,35.74857558609504 -12.808237838277366 -16.9006844185998,29.95209850816394 86.00827473055875 28.029893431428846,8.530757646902549 5.3255284622364645 -0.7898486072130304,-2.0480218278620774 -16.917665471441044 24.479310716129085,30.210444000823347 -88.07871038582687 -29.087328259516877
-3.596245260927705 -33.63412849156723 10.536376358634305,6.482804034003513 -22.33406855016645 13.873208634670673,-36.63391171787285 1.2901175225839017 -16.33387048517891,65.51060452995713 -11.866534300708373 -22.323141997443738,7.7691196298467196 -7.927951384568461 -8.02216671096315,34.61617723727531 -14.202855193385588 -17.576865929663445,29.99222649244899 88.36138731779816 29.226772318549024,8.73919899169305 5.389605884996023 -0.28859085125145173,-0.563311914425755 -13.979450750170155 26.226307230820073,30.062650151308127 -90.08248526390902 -30.05145508404858
-3.454833961045253 -33.892984915491894 10.627772190316247,6.731761694665629 -22.656445102312023 14.063395732663478,-36.26065927020634 1.129130034412527 -16.257365257303864,64.5326819923283 -11.571501317460687 -22.10219727538781,7.802307148048657 -8.022192127097366 -8.396054137982016,33.89890079071519 -14.12724501895284 -17.62037495695597,29.99634787459759 88.85292065352121 29.474536067981543,8.823392397948565 5.391628180013536 -0.25743537127369787,0.09047377946670272 -12.793596102100372 27.37331634439604,29.95266855336743 -91.19868003779898 -30.598335508975932
-3.5543221962337244 -34.408970810251176 10.552980709146537,6.8651476715075574 -23.99214692517953 13.955691658854748,-35.75938508544239 1.143004400893902 -15.591989880782272,64.26456539179911 -12.205270413817919 -22.117689480978402,7.721549788447036 -7.897182645238272 -7.943139947580937,34.05134648504865 -12.670687945009401 -17.02270760710099,29.96283181109969 87.21936244504562 28.640693290123167,8.731889448654496 5.330988385518577 -0.7068224028456531,-0.4636557595534519 -14.037099659073915 27.230073509653952,29.944726572875727 -90.79231729371483 -30.415968968328475
-3.7803075636743793 -34.92577103325892 10.388460002064782,6.812906390044936 -25.43583878426908 13.714217099950204,-35.32695156701896 1.3381944439033204 -14.841277171038938,64.6261792288555 -13.275086905765288 -22.38042167006912,7.577374241122371 -7.642623506891794 -6.967883142154225,35.035417739852704 -10.967981460953382 -16.27101177315792,29.91789374773585 84.72864598356414 27.372923550793754,8.524269101126437 5.242457080989425 -1.3293390004850911,-1.5689193313258203 -16.33310446621764 26.242415906459897,29.982774802653708 -89.84609997731802 -29.9679403389542
-4.012129391230678 -35.197410462220056 10.21486937198298,6.519900111083713 -26.098526041857284 13.511504939100739,-35.14317392243187 1.7108373611711503 -14.50275539749206,65.48918641168852 -14.272374507915233 -22.886683732568336,7.422329551536418 -7.3537713916255685 -5.7982005298985975,36.76473955275849 -10.148514388315736 -15.85367751218725,29.887825033484514 82.67347800490508 26.3312907087199,8.265068649798561 5.161267987347145 -1.8150756368235494,-2.5412573176699405 -18.260282873217538 24.909026660922514,30.008875575769324 -89.37381715069351 -29.733798131907864
-4.128350970958693 -35.264041729778604 10.114915293471787,6.194375256098237 -25.90654371460438 13.515301527100817,-35.043103531219074 2.0990831842527844 -14.645092785347408,66.14312898605857 -14.796706582249362 -23.406953700582687,7.304872906993701 -7.146499794061782 -4.907681953954707,38.442992202798024 -10.510684148992405 -15.947634827473003,29.881551401835054 81.83794912703769 25.91163417402102,8.050486116060855 5.108540008571694 -2.017013794201415,-2.8111766657276487 -18.835685290575928 24.098271194765132,30.006280916299012 -89.9585800021707 -30.009569758813882
-4.006785085452339 -35.44253354974857 10.173284074617097,6.299298844352897 -25.574737625718353 13.88872412702727,-34.528368350147225 2.1882914909834046 -14.922204119236284,65.31457598641019 -14.55224874397646 -23.49332543588234,7.269504231183349 -7.15662086968171 -4.910798631835319,38.58726364446678 -11.549230778891399 -16.428598604107112,29.891204182440475 82.5142638907353 26.254260110894904,8.00733882383156 5.091741514002633 -1.9456679488276618,-1.919982420489883 -17.500320507407537 25.03603717057942,29.99807767623696 -91.76698824429583 -30.91379813854909
-3.53201247427893 -36.04708451721981 10.470630861936085,7.2862953482079496 -25.825293120833358 14.78475067794643,-33.11012553053012 1.6720394220767916 -14.98434633742697,61.770304639490924 -13.267634722043368 -22.710704786145435,7.358833438367864 -7.513560485374159 -6.395239336704276,35.75966445107361 -12.733324479999826 -17.157032714185934,29.908138654086887 84.95106575661383 27.477403661887482,8.258053661158574 5.116974415897116 -1.621116420354699,0.5580555731020225 -13.746276456917968 28.902453547671175,30.002400420408467 -94.94917541071865 -32.55518731649683
-2.7773080983773863 -37.00361867311012 10.973479624577832,9.00298697103556 -26.68887466024924 16.080201517446984,-30.942559910447486 0.6454484044611469 -14.851139722354759,56.03222054571842 -11.231854076585766 -21.227529461282256,7.567506764591373 -8.146858305753225 -9.045407981495439,30.55140594981849 -13.73487728961709 -17.912095908499598,29.921238423065248 88.74643370013476 29.37684364930412,8.768439324093594 5.167913092693059 -1.1500252009517526,4.259534993834258 -8.001987563346221 35.20172468785765,29.85470880692673 -99.67114381853837 -34.97087201152961
-2.0245649836158925 -37.808788374425134 11.522172272709625,10.629218261686956 -27.431609518611808 17.346580455579,-28.89078001569939 -0.352417594646919 -14.950568233709069,50.562678156333334 -9.35341904482344 -19.879494749664158,7.837142379303934 -8.765062210833035 -11.547047586131129,25.797048891886224 -14.449950183232653 -18.383056972197174,29.91665444424064 92.7791904152574 31.391855060495246,9.331149316603108 5.203436310792702 -0.734790573603961,7.94859813221381 -1.7311016858885728 41.58517284584113,29.188499310971082 -106.11644012125124 -38.11886075467775
-1.5605162561539159 -37.951099878412435 11.953031452251784,11.328974640995968 -27.300654286660066 18.147725744605456,-27.83668790205876 -0.7716400756040938 -15.717375667699823,47.86773925692627 -8.551788876471313 -19.51582976104152,8.106947601392307 -9.0716606999904 -12.56436046889608,24.38065161765758 -14.78847393250008 -18.264044112070486,29.88105669518752 95.90828031946303 32.952005189332034,9.733557315838757 5.182284855754029 -0.5779282546233164,10.368242062111266 3.5692223906529232 45.65611276553829,27.64360488740159 -114.43287748271423 -41.93985470746459
-1.4537959690620712 -37.434242444917956 12.194318006237843,10.950958733671673 -26.297303560989302 18.3453563924267,-27.929922015138125 -0.5061054889431594 -17.0599807592607,48.376764567121796 -8.973274162364195 -20.216881799717466,8.328337020811714 -9.003660153678279 -11.86524799006329,26.747597435918035 -14.743506210599369 -17.597476681848804,29.82529965811956 97.62774197111187 33.80696298793514,9.897830442856835 5.105135320308361 -0.7049153767481176,11.14048147471094 7.13645681958363 46.771150635441145,25.474620365435452 -123.42650100489399 -45.89072502922142
-1.4972571605365939 -36.91334180846152 12.290546409349174,10.20968154550576 -25.376441248158027 18.177854434152586,-28.394191136083528 -0.010880935038466544 -18.221276904327357,49.89317642243443 -9.786557671379706 -21.090765681238427,8.468161027204316 -8.793344677845816 -10.613212314643807,30.25962392676066 -14.413216651718155 -16.86617978579414,29.7908185377596 98.23467514396442 34.11115823076502,9.916578875770071 5.025691113385974 -0.9173680559851134,10.99882762632228 9.1369968477371 46.50388736624569,23.713492129320386 -130.20672245430268 -48.816551517026014
-1.4697035738028958 -37.073411016391866 12.292966799051314,9.864477510923344 -25.537204235278963 17.905629417295025,-28.408644168246642 0.22909532826373027 -18.41254830352942,50.09045721082731 -10.109348802311663 -21.198972626909452,8.494505707750925 -8.688662503411072 -10.045008005300954,32.112676993892116 -13.90309366140376 -16.575034105571046,29.820096642593906 98.0720496840985 34.042009523573,9.891837336353923 5.000322834291435 -1.005561437333253,10.738671771563752 9.792488020220278 46.542229098181586,23.425384004718616 -131.81373598465333 -49.538291403457016
-1.3329949587300336 -38.00125193353505 12.216534899553436,10.135962629013227 -26.928339707443744 17.681743281333173,-27.898222569649015 0.03692599653561066 -17.402178417034527,48.57784474301016 -9.649509800791678 -20.394352323366817,8.387793141757026 -8.772803067987068 -10.579347100336589,31.11234762138687 -13.347556043790949 -16.917478469694313,29.909698874907605 97.1990115850814 33.62731292834181,9.849771982598288 5.048485083281153 -0.9115462099286612,10.681781117501377 9.106384668194641 47.171018837241604,24.838659285361327 -127.2790682921627 -47.637008543864766
-1.3140075145990848 -38.91761561055652 12.023661770122825,10.46483177208274 -28.46745655727106 17.50384715757157,-27.867577218726304 -0.31832479779177425 -15.765082380424024,47.76703624346679 -8.969287398090309 -19.675431206890416,8.146304646762342 -8.890428862097329 -11.450633462378493,28.394565097066284 -12.922906131745968 -17.636066670818014,29.9897124878925 95.26380532989982 32.67825082674642,9.706711454647662 5.136187904633202 -0.7971037155765885,10.464241118715233 6.766258230624208 46.64383704330502,26.970216479395415 -118.51716638628454 -43.79419918057766
-1.6573876430195706 -38.98403717166898 11.673611172743142,10.236625595085213 -28.98677584222728 17.357429537513305,-29.39311826982174 -0.5349161904675191 -14.136100854820226,50.26036161443236 -8.692914671477 -20.11958991124134,7.770293378481016 -8.869102984831297 -11.807642944418587,25.272840838733266 -12.806931741893111 -18.439202803925642,29.985814342466398 91.89188684732645 30.99388962822327,9.371714994643526 5.225497784492778 -0.8394386017255772,9.672856544445578 2.4457366354883905 43.07936956530338,28.74921108796035 -107.66794094165205 -38.77951617405246
-2.391585807119299 -37.98528519716775 11.195871132174487,9.265166620726466 -28.11649225199415 17.228013835821585,-32.62397169080746 -0.4730932423580558 -12.917434072924655,56.57178635120987 -9.089421726651942 -22.01751054798885,7.301787034810741 -8.65054001764186 -11.312953342910529,22.711397400223404 -13.046988181559447 -19.11813526574417,29.881343334443777 87.3905528362765 28.725273846171717,8.850398889021378 5.295889889200852 -1.0866865878198209,8.213416596786773 -3.397222740484306 36.348553193739455,29.619357025480518 -96.85921587813621 -33.51047476448487
-3.1861031472129016 -36.74088048603647 10.73652275880884,8.075352184137179 -26.81167316774784 17.101181449954094,-36.16969691964455 -0.26204565100736454 -12.125030218362287,63.747972192520315 -9.83809647988572 -24.353722560978696,6.8521714326450125 -8.365979828998077 -10.482205934412464,21.09453431707824 -13.473874141819852 -19.601658542989917,29.755374424449354 83.19915772268773 26.607835947575534,8.308692730311074 5.355742952904643 -1.372690726064998,6.5213191604246346 -9.002443216779644 29.231580523331505,29.87868765055439 -88.19874752105814 -29.150085558216745
-3.6784094510337115 -36.163275122433326 10.451856021147025,7.25658465927275 -26.147145144590908 16.962703157065413,-38.50169782631895 -0.055774516853891586 -11.737923969218427,68.52362442981442 -10.563828567736683 -25.99459322980389,6.538962137631312 -8.163875024356788 -9.90883262049259,20.748464642323853 -13.898765013329367 -19.832285947069582,29.695575693023358 80.85549203772345 25.427869253579264,7.926959100362079 5.416052759554351 -1.512077511892946,5.0803452087848555 -12.496631218580715 24.768525232999504,29.90462218025886 -83.77810698408037 -26.876900592219584
-3.711866134690984 -36.63886580285774 10.40906623731164,7.1098728509639155 -26.61193588671095 16.819251248782844,-38.88693816531354 0.05373027187210537 -11.678744690012383,69.33285055678002 -11.028417886631212 -26.373197967499078,6.433126669283328 -8.118082429668553 -9.886324772458252,21.61193649880327 -14.223120622117865 -19.837824171389578,29.740381214833388 80.95425778698828 25.490103791659532,7.808062211960372 5.475531948952323 -1.4317251612840702,4.198089082534139 -13.104444308786949 24.361355326272125,29.94247805203859 -84.06446105531607 -27.005201827128793
-3.5227369081606943 -37.550179517486114 10.505329707260321,7.385885097363431 -27.577195144322957 16.717384305682867,-38.11054591173925 0.09281461219904572 -11.762483677309138,67.85272150727941 -11.254929716053525 -26.00405938987496,6.516805069061154 -8.160107998670302 -10.135798268292142,22.884300001472052 -14.520690275040836 -19.808844980008715,29.83427197866297 82.2904643516983 26.180303994544722,7.906976403902621 5.509453278717967 -1.2727214665959805,3.8459287705345293 -12.14575647053369 26.286047320116854,29.98548332675318 -86.42513127560056 -28.199987577656884
