-16.8 -18.2 -5.4,-9.5 -11.2 -4.0,-20.7 6.8 2.2,26.7 -2.7 10.3,2.9 -0.8 -0.7,-4.4 -28.6 -47.1,21.5 43.0 8.6,3.0 11.1 0.0,0.1 -9.6 40.4,19.6 -38.0 -6.8
-25.91511628579461 -16.23607470017592 -5.7160736466075255,-24.21216117287437 -8.184043077127052 -7.7099492909321015,-21.30264953413522 4.0220939627587935 7.754529064663025,39.02575489808376 5.090245671302958 8.481118761443597,1.9971644001482356 -0.01940761996564358 -1.0793637475298707,-1.8755612577078846 -16.654563516334754 -50.335935053186944,22.426942069871757 45.581116270926465 9.519270771557833,2.261089034472874 11.468332626820045 -1.8026183371577928,8.594199853289714 -3.4600433342520542 47.61548962197627,22.58597889884108 -46.152672046590375 -9.776186781524501
-28.214016712718475 -15.931237330385008 -6.897820972327326,-26.140697575838065 -9.483254821333267 -7.010228614030164,-20.366617394404468 3.618510676624564 6.405157671128945,38.19385854286204 5.835864550162898 8.94997710509005,2.3135919343442275 0.5115410201085878 -1.404051175956747,-1.0784856352841237 -15.519889258056596 -50.23631155303987,22.919342716385643 46.96025707938057 10.023362986840988,2.609685158036154 12.13462978334151 -1.4952556881522396,7.474638257461333 -3.05447436101063 47.88920212077478,23.19398081122146 -47.85865868414525 -10.39286484702121
-29.73474803561153 -16.584320884754245 -7.501539141488094,-26.19340613421075 -10.817042816998692 -6.931455705352551,-21.145486889233172 4.306666754473404 6.165623305724188,38.00456722363155 5.339716700593592 8.947933281058646,3.182638032826366 1.013899561955061 -1.0227630358901456,-0.772571528097006 -17.15977680773463 -49.67378228453782,22.496294920651838 45.83310279663626 9.62407084007046,3.3951474644714827 12.704909299601452 -0.7735139122365453,6.535093047486288 -4.2811652799774205 46.41435278198718,23.480633770892684 -48.64126018193673 -10.679202791220487
-30.574728006378564 -17.278075116258304 -7.6322625256433225,-24.9901966470431 -11.612177563849777 -7.24174311419886,-22.58233065914873 5.30379949071264 7.016770802618561,38.08867597742511 4.555742494925834 8.903197883465758,4.447921563869447 1.3207875507191396 -0.3141870701444237,-0.8439176835189859 -19.320697280414205 -49.040570352928285,21.69341327255152 43.62504494213142 8.827153393023647,4.531135765538863 12.99964819624366 -0.025840503329365883,6.136246614432096 -6.240164724863458 44.621687447581536,23.71315891957656 -49.400100015104016 -10.996848571111956
-30.931110022098533 -16.938599411862295 -7.460749247458415,-23.352185270197204 -11.243158694597337 -7.660362226010386,-23.447586920001655 5.681353113298391 8.838060261711554,38.07774449133625 4.605888778618904 9.311654578631735,5.936491365879047 1.2600612070567565 0.2619114250373865,-1.1590617936587417 -19.231006969057866 -48.80912926325837,21.161468755949127 42.072359526788574 8.249886957555551,5.928145923036888 12.838587309838065 0.30687357685449645,6.6536930447513605 -7.758794884763105 44.18719945216465,24.204664219933953 -51.18122361811443 -11.763353296397351
-30.92317228096437 -15.108238330827255 -7.139972744733173,-21.873925088673825 -9.512122191966421 -7.9926326172755005,-23.03283069668619 4.955440819333566 11.252212365858982,37.81201111706592 6.016001748200449 10.36181645518342,7.40473310887728 0.7872694388590216 0.4258881668555521,-1.6157607687723372 -15.42290008286608 -49.26067075511777,21.32849754819528 42.36485165848546 8.326609675523725,7.393334022232182 12.184457391358539 -0.015672908944367625,8.125381063593622 -8.11198236564419 45.94686249915951,25.070828964146504 -54.33505671499526 -13.108085304254578
-30.47218544586209 -12.896217666190767 -6.777686646306034,-20.573903945977253 -7.308523504766646 -8.262662265290318,-21.954693214177908 3.772802858792141 13.229155382460371,37.66230608461699 7.7962663630102735 11.46066806139623,8.42936242661384 0.18263594955965504 0.35607931351194844,-2.1911503268492987 -9.743743516657695 -50.190150209619325,22.056204431077344 44.30285510920926 9.026516271203072,8.471101706117663 11.363559120715012 -0.7237564723284615,9.73075339219704 -7.712744573182975 48.600794215093245,25.925345097978514 -57.44332400113502 -14.427671811175836
-29.468504290820164 -11.656724300804784 -6.474518420778677,-19.380442908512215 -5.691797679824849 -8.528794089061389,-21.037112281104452 2.9569944869078917 13.637029909526069,38.08242257631013 8.719898684460539 11.893039261053712,8.559147017089254 -0.22287484609850775 0.3024654647323587,-2.874795186593867 -4.559509040907984 -51.31642342821456,23.117620553538355 47.46906234789758 10.245921003560317,8.66490318112428 10.759013152595138 -1.4678689858365908,10.515118030253966 -7.152138151365938 50.51511217806944,26.303451985115558 -58.81134961286074 -15.004237624720014
-27.913635186710206 -12.255960183029707 -6.275037650037218,-18.269243352798654 -5.372380181355185 -8.81872579148133,-20.8791158455158 3.0493758245378895 11.878850163271672,39.37570867029952 8.01310916495376 11.220507473175244,7.57352224913174 -0.22156104298805432 0.4284609421483269,-3.655285888636648 -1.6019562559646854 -52.41090623481888,24.29469401372959 51.36389516896698 11.826060679907965,7.721911606297277 10.616738333408046 -1.9966159061010607,9.891827836193514 -6.807747739167155 50.61302577467053,25.929514859405582 -57.43445376407749 -14.412430525146284
-26.13688851723099 -14.120980867753222 -6.058490153305966,-17.355738842980326 -6.031450332367663 -9.069777383161128,-21.416436348103673 3.7590679597564995 8.935059055341299,41.40182553194062 6.2380618857404135 9.820823358757458,5.932199711384162 0.03075821321331787 0.6421821306928248,-4.5183399651152225 -0.7324506314907934 -53.40002244933941,25.395670433325748 55.24514585891913 13.44573980625722,6.108066698590573 10.778023215458205 -2.347955497020592,8.359659405222741 -6.42759455176134 49.46069811881258,25.085661694319224 -54.34286655292965 -13.089595788914524
-24.52770797310147 -16.414840773393635 -5.673794285260774,-16.780995815924275 -7.1613777613003196 -9.202689731976829,-22.463129401857024 4.642523668737856 6.075467535392001,43.93904312848229 4.201992088229468 8.221458736015723,4.219682810721892 0.3115784340592045 0.8049128305580429,-5.4491479152602 -1.4692471805718594 -54.23863100244693,26.233619527038815 58.326098052376224 14.753965842024538,4.421160771055861 11.00992981094404 -2.6129257302327114,6.616502571729852 -5.644210886645111 47.92568046195607,24.156338057846 -50.94010777518263 -11.631334392154395
-23.475537245040528 -18.300594318369328 -4.969868400577486,-16.686080708497517 -8.25453209659122 -9.138203705804504,-23.833250619764872 5.256195727656123 4.569886553080697,46.76563142717346 2.7121350138298057 6.949885423165347,3.020474954020224 0.3983951311032131 0.7779368419361818,-6.432900238302228 -3.3306009162933883 -54.88159082481231,26.62161100958086 59.82003538396055 15.399746246626442,3.2589861367447615 11.079520132063992 -2.8825645773749606,5.360247170102989 -4.090129041315082 46.87552405556147,23.525989517975386 -48.629697226601756 -10.63324731099551
-23.36982002376707 -18.94129592109867 -3.795630853931936,-17.212059957567092 -8.803282966678434 -8.797060172520204,-25.340855614816213 5.156536912685452 5.688127058064384,49.65986039526308 2.575725903950344 6.533575238421658,2.9190795481544844 0.06870381589894092 0.422537965019432,-7.45478743347196 -5.834766851740952 -55.28376084710639,26.372714595663908 58.94024148829438 15.032088479479428,3.219335108708925 10.753856191016498 -3.2479100100848814,5.288783034730315 -1.3978813132678158 47.1777801510893,23.579061642696892 -48.81515470295243 -10.690935521567503
-24.6 -17.5 -2.0,-18.5 -8.3 -8.1,-26.8 3.9 10.7,52.4 4.6 7.5,4.5 -0.9 -0.4,-8.5 -8.5 -55.4,25.3 54.9 13.3,4.9 9.8 -3.8,7.1 2.8 49.7,24.7 -52.9 -12.4
