-7.5 8.6 -1.5,-8.9 15.7 -2.6,-21.5 6.9 -8.5,28.9 -11.7 12.8,6.7 -5.2 10.3,-15.1 26.3 -36.1,25.8 56.9 14.2,4.8 5.9 8.8,-9.9 -37.5 15.9,29.7 -81.4 -25.7
-19.391166421454926 -7.369187842285167 -0.8571502963083099,-16.920381632476786 -0.6030055440125176 -2.022024867989474,-16.20576800212398 4.270984404143439 3.9556052292660926,25.96312727879226 0.012049101328575396 8.769647145024631,5.038633888982764 -3.635577807913305 2.4095364556941363,-12.009625147884318 24.497037309270617 -34.10219043114722,28.193822496582804 68.13831440105007 19.274988424161315,4.764358198709807 7.244843729057241 -0.08633918651973685,-5.418427632255255 -28.650611738567232 14.684759780347841,29.98833729392629 -87.48482834598654 -28.777980719965395
-19.07637143097557 -4.422121855401708 -1.4309846890255236,-16.26770174656832 1.750230002989215 -1.8941896101752411,-16.2455180695932 4.403379192902284 4.043020670601759,25.32642720099206 -0.25416858517781155 9.746125680861475,6.221252447929055 -3.810857949307225 3.773921040965197,-13.785904970810597 28.473355106466954 -33.901192630551414,27.8991957927998 66.29817925888209 18.39986150710603,5.708193542939149 6.988509095217188 1.07586456848255,-5.746568300499531 -31.240285240562365 14.682292440388792,29.998872392773478 -88.27698412651783 -29.188961897999206
-18.825971614857757 -2.9569159272654324 -1.6151930967610109,-16.16294983618763 3.1480175268115222 -1.8865252656354796,-17.39343179452735 4.350241250873764 2.4582134388153127,26.729271545484558 -1.3800548609074017 9.874663241914726,8.11382944262607 -3.9057828545369984 4.230412703029436,-14.156261045522166 31.354065580550184 -31.570460677536477,28.19416246937498 68.22551074840489 19.33518671633898,7.5168864752294 6.964108525061876 1.8037288354698038,-6.569418416490027 -34.70150484948652 16.8027874464402,29.956901928606573 -86.7897948029823 -28.4424645758914
-18.71782510069977 -2.72110358973413 -1.4660255933579487,-16.48706718592631 3.704751027054725 -1.9257424018524316,-19.019584694282763 4.2058489722681465 0.2501511490477049,29.177822626394256 -2.7785177994313344 9.346319665582097,9.996829643748352 -3.951687372788257 4.032653128174978,-13.785507797591361 32.99152152479777 -28.7887870938037,28.698877448497594 71.51136580356204 20.923196271547578,9.427800040338548 7.056496624747907 2.090727686993522,-7.360344886026832 -37.891085009630444 19.618384229527013,29.858389609263217 -83.82067179379929 -26.95154934516503
-18.805115969462733 -3.217801737459732 -1.088322667525629,-17.014195421358338 3.6949272832140867 -1.8974934372933179,-20.322798655715705 4.0987771624644465 -1.2171634968852485,31.34096190434698 -3.7120704927141803 8.476000973033218,11.007950860911311 -4.0017735823187435 3.588904253233882,-13.605419881552928 33.39501014168926 -27.711368610812773,28.897008544986434 72.88443710777659 21.59278881740646,10.50973633767875 7.099102007471185 1.9931576196132677,-7.489889200519086 -39.51127810275623 21.31460234686183,29.694928522479668 -80.41585387346102 -25.25852164527813
-19.083985490301554 -3.9800382146617252 -0.6050270575355922,-17.5283044941428 3.3810692864583993 -1.7278928703545746,-20.740184997731486 4.115300549803058 -1.0419143160926747,32.24579113758714 -3.6945801064811397 7.568253090630492,10.624399569010082 -4.089436433701987 3.234765473915983,-14.250496834791932 32.733487049485376 -29.653425318744585,28.463563305348774 70.27669281731795 20.35022793285581,10.183370010245202 6.981352194504394 1.6041434239152463,-6.61219771578832 -38.80300271541961 20.721881229685515,29.4763769331898 -77.50633603928662 -23.839689431819888
-19.339284956050633 -4.651632806309685 -0.20613331345202168,-17.849769061808644 2.981348402013465 -1.4929291561927618,-20.591493304440597 4.185011854973553 -0.03425155137559355,32.246281426958745 -3.1709442835902975 6.889247535811023,9.580942583605545 -4.174704095495388 3.0366898008395298,-15.254113434634128 31.767329199324585 -32.818853741745265,27.782283051610573 66.07710518966351 18.340371340891537,9.172732584176606 6.800098001780168 1.1532240875846351,-5.431906116436636 -37.00242917671214 19.059481978390732,29.28024841179655 -75.59624346610568 -22.926902044783247
-19.306955521888394 -4.902051800665146 -0.09715737164416424,-17.80739086965504 2.7036693266718905 -1.3032840940777548,-20.40078933151729 4.201234503283541 0.5993826195557419,32.003552197746814 -2.8015788357758264 6.696272784536441,8.90345115618003 -4.200621538708247 2.998827304494333,-15.894752274077533 31.39381780684224 -34.691330417395385,27.40096926201394 63.706369273496776 17.203125965600563,8.503561164264845 6.7002053099850105 0.9015162304997051,-4.896821005874126 -35.80759561979805 18.09963843116126,29.199717613820447 -75.09088801946187 -22.695420694670982
-18.85967976334525 -4.52050996739688 -0.39694480821123335,-17.3414074406729 2.7194172514401806 -1.260560013859809,-20.53541244310804 4.100164770547778 0.023839785171639795,32.001305735832375 -3.0533955440484086 7.136494114323179,9.324630195912338 -4.132911021881208 3.1145414167062535,-15.63549738981855 32.18181753006412 -33.473052545557145,27.703839945630964 65.56626639083956 18.09049617558816,8.909383172005302 6.782879910108085 1.0401889816651106,-5.633762400799401 -36.44588109066832 19.058942526376207,29.296504994937465 -76.19536169240821 -23.228787614229674
-18.46085810817738 -3.813531063912028 -0.8499284650672065,-16.873454714585552 3.0422144600302605 -1.427136275047767,-20.685649818643743 4.003208052869403 -0.9920531999059132,31.956808880784486 -3.557375970675985 7.881348679501962,10.310716912401364 -4.035259842607016 3.330597691292393,-14.736904192323198 33.28144570782642 -30.47019987439716,28.36843860633222 69.65690844512925 20.046765438742383,9.861391060657754 6.9607176288160115 1.4582409099794733,-6.882900196774063 -38.11143487662085 20.753633852596774,29.496450036881203 -78.2498140724977 -24.214322462175076
-18.73336947839747 -3.227298853014628 -1.0994594598251068,-16.9551337140213 3.6430913442549335 -1.8548030527763197,-20.35900211342249 4.0817714036823425 -1.2464377734355037,31.380410786407115 -3.7188222066081225 8.473839383643543,10.986035094155826 -3.997803317374315 3.5811814639633766,-13.674824673026347 33.45979471139013 -27.826946909032433,28.881524965858777 72.79007079563766 21.54718726339798,10.489979592633365 7.0953944957883905 1.9630923727590226,-7.510044732514863 -39.44948698111571 21.351919139733052,29.688707883776765 -80.36088273824535 -25.232375082007735
-20.10087364761541 -3.1277675479806035 -0.9015756070087872,-17.94291654228548 4.429439288896426 -2.555202036071905,-19.256163642760264 4.44766021162827 0.10704705043274709,29.994582019950172 -3.110587583233262 8.578805551079192,10.69288871570629 -4.072907998398718 3.8070791614317394,-12.896069656590019 31.911407342256776 -27.234900178692186,28.850476095093608 72.52729602978827 21.42504821398454,10.145099434526147 7.089804018419949 2.3738677424454884,-6.737129930227384 -39.37749470282444 19.522412191472128,29.78411051330131 -81.78554489995238 -25.932645009919142
-21.9825059954059 -3.476343283597911 -0.5805166611728917,-19.209377172651873 4.987769545977503 -3.3375372300761414,-18.051972961534556 4.912149707352755 2.1222221302389332,28.591377666613663 -2.1503776796298766 8.4754257539979,9.87271827474554 -4.122498977255891 3.982362522149233,-12.701000315746288 29.986166533411065 -28.103641405794026,28.49086636707206 70.2107306990529 20.318970208340172,9.283782845786293 7.054672352264006 2.568712335109811,-5.581781698035877 -38.18559540874133 16.456953121067627,29.80279270711332 -82.53884547868923 -26.31451837716056
-23.48150647615645 -4.107212897620544 -0.6392063336819366,-19.817680548635693 4.803685349185001 -3.947351529653548,-17.727610322820848 5.192006613190877 3.28920352148989,28.299207864872415 -1.5215809807263954 8.636071441798602,9.312612618956546 -3.9486127190835982 4.091570603994382,-13.343923416445651 29.71175069129855 -29.125117976629767,28.209531558237913 68.37141781553612 19.43530371570198,8.711208942793405 7.16608333173932 2.4443319380204485,-5.626321920354883 -36.59559677312614 14.140867648132907,29.79926198678967 -82.87422094005836 -26.487348177196495
-23.875534156427996 -4.8828301373096235 -1.456576310555771,-19.075060936750774 3.4937316266027425 -4.192654967203974,-19.035821349217997 5.059809696704811 2.4421317003425758,29.9994184241792 -1.7475695161086033 9.409087300236475,9.636751026873002 -3.41064632430987 4.093066530359916,-14.909495577412818 32.510349156265825 -29.25271704130714,28.324680294924573 68.99893600732793 19.723012279959534,9.0683180526975 7.560163626369408 1.9360866673007133,-8.045251802224184 -35.23903705798817 14.176477326216009,29.817172719831266 -82.99220393912064 -26.53713867825826
-23.471589875324483 -5.832630749313277 -2.6799128490022563,-17.728852562944034 1.4469180022941552 -4.250003540119654,-21.38146615672575 4.617500721895139 0.4452940374246257,33.11553371594268 -2.407423364216589 10.410936482772916,10.507786150976761 -2.7064184060113883 3.790814551406706,-16.481936372168704 36.2317334036647 -28.983249059810863,28.63141814708287 70.88694071358483 20.61186099455588,10.026679231909448 8.137246094158469 1.207266159920139,-11.606675897933894 -34.214148529395885 15.905573566598116,29.836097249921277 -82.78080616993948 -26.411954983761344
-22.952724526375977 -7.047054115449855 -3.6892097377174236,-17.05250224527644 -0.6655409035197217 -4.4305943668380845,-23.676981031244658 4.0873478361274325 -1.0953472996710758,36.53849132092222 -2.7352438519284745 10.990703418529218,11.237095537945274 -2.157383313854144 2.9323722832398174,-16.77997510138794 37.4205613222826 -29.37738426655985,28.733745127626772 71.66151881538279 20.9766052610967,10.903720542231548 8.711520896855294 0.50442968301957,-14.199568413017758 -33.42433045028041 17.844106931868232,29.812196796092966 -82.01386585424176 -26.009468798329735
-22.881265263701867 -8.572725397043705 -3.9458453019017976,-18.06493236295271 -2.2452104407069555 -4.964795993087817,-24.951089605266944 3.669922828428027 -0.835147849592792,39.217378611683785 -2.106719217868977 10.611454105766452,11.218903988618647 -2.0370140640017635 1.3576052367728644,-14.798721856153806 33.30295251997537 -31.266490131743534,28.316170723314038 69.41671316898007 19.91373654333585,11.09331963823153 9.110040137505562 0.03243628885348332,-14.071604178952958 -32.78582745583548 18.682989064079944,29.71288597525987 -80.56145550339203 -25.274068081776917
-22.979977298463066 -10.1523390942755 -3.477319840259093,-20.017724344233642 -3.200364539806187 -5.522059157590385,-25.042555319876833 3.414373253851252 0.7539663140963097,40.5092714704499 -0.8812090643064476 9.528032862901934,10.424542208232985 -2.28536586085962 -0.45403619941964096,-11.450288674270958 25.835833736471567 -33.88880644679672,27.622490209085292 65.49795836173593 18.060402474373877,10.522201060205868 9.249773924354521 -0.2933787845318364,-11.962573867852326 -32.305798110550626 18.33275177973482,29.58372113727402 -78.96100355245673 -24.47405259539239
-22.616450046238285 -11.400012161286643 -2.5506309560361147,-21.414787889782986 -3.6536396626467726 -5.534538911678364,-24.132828103895214 3.3057868047784056 2.431570866595142,39.94384488868194 0.16578587229120978 8.330244992643443,9.069484946961325 -2.7014418547878574 -1.7525259280012273,-8.45777324775322 18.977494685252005 -35.80860201684226,27.133104123425635 62.62618682786727 16.705523656841166,9.342509662162769 9.085732083028315 -0.6801630437092817,-9.666555133038838 -32.029862020936044 17.21988592539848,29.50331640979329 -78.03226265703816 -24.01475264687452
-21.28622023719857 -11.984158254317645 -1.4271649433583196,-20.984044710400934 -3.7293773847018894 -4.540709741868403,-22.453100993072663 3.3226970752370537 3.105447243622129,37.23844323317629 0.36247028389177316 7.53847628574336,7.389965761441789 -3.0989205796261965 -1.9019605195626028,-7.355038901204962 16.220604445890345 -35.807563869413606,27.25689303674056 63.12376178613047 16.949092464749715,7.736250237332756 8.596168091135699 -1.2995105205131399,-8.767331536351842 -31.980952636059413 15.787019746590936,29.535084354480883 -78.43322735162985 -24.221518193810958
-19.540138241175903 -12.020385497273287 -0.3154893792324105,-19.30474785694131 -3.5595874971349746 -2.954283850038346,-20.630815630917496 3.3919803066981395 2.9162065264846846,33.63806832590945 -0.10384134553775798 7.096385547116506,5.784628582388997 -3.415451870540053 -1.2063747375423868,-8.106798433216865 17.196686680280592 -34.462707512569374,27.811727206048936 66.0177795740785 18.329098552241124,6.122713467884498 7.9480559162720015 -2.0290746300529525,-9.100439148522584 -31.995602842530165 14.593514288218957,29.617321355349826 -79.49257228144135 -24.76249962164361
-18.44437104303459 -11.842670023981864 0.6016198874932439,-17.860167691894446 -3.2800242314391994 -1.6163577908101843,-19.486904471240354 3.4152881144545963 2.606458648774946,31.133687206350366 -0.626325550703911 6.666011988250499,4.731423398043948 -3.649221567309368 -0.42878136828577823,-9.911538084556293 19.651842260343994 -33.227719200093155,28.326882651834048 68.72623596329896 19.620795336547,5.037058301578215 7.40052298679745 -2.602975644362638,-9.647733252411692 -31.81932490211594 14.25573199153498,29.62722874113361 -79.88985641659168 -24.984932427395485
-18.927594916047102 -11.765464616564785 1.158379829327214,-17.973434187948616 -3.02778700910938 -1.2785920221395444,-19.727276335128938 3.307180123102251 2.8526662791726762,31.46822046218545 -0.6507360435850512 5.957610505969325,4.635211785026691 -3.7973572446450023 -0.259991763174012,-11.975914743911432 21.470320490565317 -33.40009843270778,28.381937349771185 68.94252320283898 19.729785820691625,4.936912696820031 7.186786655973826 -2.788680763182075,-9.484653377975091 -31.22987593780437 15.289741279226917,29.460406174052235 -78.48883949414969 -24.326151495954733
-20.55085205324784 -11.89948516983993 1.3521597735426913,-19.354790876274848 -2.9527789282625103 -1.796963029107108,-20.92929470589696 3.1090924728095755 3.650063240393066,33.92931155017238 -0.16042716053682626 5.167669706675814,5.186620447719133 -3.8427444069279253 -0.6602506716846078,-13.63617276312459 22.000371605757728 -34.704608334003424,28.06339984367858 67.1373209095543 18.876281583692567,5.520171220595442 7.282659745270776 -2.6865807009146594,-8.650562434608267 -30.323796571571904 17.23492071812477,29.194947039953465 -75.9828344057189 -23.11861749134709
-22.10660454301716 -12.240951954080375 1.2720170622930633,-20.808074780683206 -3.2120984700938635 -2.524092714192554,-22.036105547459815 2.933763099324742 4.6110478106951085,36.42479248370724 0.5591271014855304 4.765930787355641,5.674891889287035 -3.7602648300105437 -1.1792405712214593,-14.30138178219949 21.41298198375981 -35.98216896838045,27.74266244471066 65.34208277477596 18.019275148619403,6.057775077199844 7.519299422396543 -2.5841618238192314,-7.726526951522269 -29.376776701180948 19.081770777856413,29.011502161086515 -74.09332245088632 -22.197831967664676
-22.486451811420583 -12.772622842833405 1.0104496717128029,-21.227214418237125 -3.933054282945165 -2.8535458713493105,-22.079688417707825 2.883028614052486 5.364009024965025,37.024895348905446 1.231099217705301 5.166941200733068,5.455377451936411 -3.5330906084317624 -1.3969281196049788,-13.469969381027921 19.927583410453416 -36.16568154484315,27.76060542636099 65.4217814640341 18.03967772823393,5.887198646673994 7.734653886559245 -2.7450037162323366,-7.251132956321193 -28.652252359571005 19.900451775276423,29.071834533869744 -74.37120019138762 -22.317166606022113
-21.83383433181047 -13.335558453482973 0.688098631367891,-20.670640947018516 -4.89571791926418 -2.7199269745198156,-21.206711201878683 2.9227791446311358 5.772725159332186,35.86614849475944 1.718237864881915 6.108292375063166,4.703838577569596 -3.241803591178955 -1.2984150479450183,-11.66973363051537 18.220414225179972 -35.3715998887569,28.06657408544733 67.10425569481332 18.815188531021906,5.174565152352298 7.864319565273905 -3.1305800805953523,-7.199093943028359 -28.248046243702234 19.758134039729768,29.304876558512905 -76.25138501900611 -23.210195304779816
-21.099831962885506 -13.679401818791542 0.4437617794898041,-19.948077551572887 -5.6561369986638645 -2.4068983557039436,-20.282995544789074 2.9311974098174716 5.852838516534463,34.41817463340822 1.9733408820561888 6.890829916362815,4.125333546602692 -3.029830630109484 -1.130180553989782,-10.092582595769757 17.262426672738744 -34.47996015862334,28.357310508028956 68.73854808908528 19.576273214323294,4.620609974532816 7.906891743027755 -3.5074575987721253,-7.1813346743246615 -28.15513373699977 19.365220166684256,29.489347347349266 -77.80364647394315 -23.952557908908418
-21.18683329477937 -13.575134069365317 0.4098168066618122,-19.832103110383656 -5.799063050857132 -2.187029642968269,-20.135130241446774 2.7938716223865994 5.63175226089806,34.090462243449224 1.9584958099268377 6.856400444443396,4.382768251558117 -3.0317946503501245 -1.1300623186553314,-9.857122549086018 17.94043558704313 -34.32937849955541,28.345079570505902 68.75677196483397 19.591778031594657,4.8847285605392825 7.862962695867425 -3.6539839536816987,-6.830400374127313 -28.35402247319648 19.40458074045798,29.418173295336395 -77.21716125304997 -23.676690545330057
-22.121637396268856 -13.11580980660122 0.6239318800265898,-20.39560958251929 -5.366225562607562 -2.094659515863087,-20.868139998052328 2.5213113245900827 5.2668978918492915,35.13232717218182 1.7455191109364114 6.027015499877727,5.420932421910356 -3.2435339280639157 -1.3527863261950461,-10.893360306971802 19.8867388722126 -34.99566269848663,28.02014029520544 67.08507032940513 18.823220134461987,5.918397943606448 7.746466081732057 -3.5602400956940508,-6.1688398904757085 -28.702839127714928 20.02018862007856,29.11970124728859 -74.68383524290644 -22.469650865383795
-23.2837893048158 -12.632567057136168 1.0537639121884363,-21.194265766876207 -4.737161655088039 -1.9880213693845543,-22.053654300853374 2.2163705101931903 5.011826565372579,36.93546146681075 1.4873411544646715 4.92747871494804,6.653769345795807 -3.5582942330677607 -1.7177185765831608,-12.25266518444325 21.806269359628363 -35.990736698483495,27.578250773647127 64.75400408889357 17.744153445525814,7.149787104297159 7.58119778624009 -3.37282462138025,-5.50750088241981 -28.969243819799864 20.957652229352608,28.7963057533627 -71.87603350652832 -21.12417265630088
-24.057127053330504 -12.445198797556886 1.6567725759716818,-21.78307015466378 -4.28762023591246 -1.7312242496068393,-23.25004581598638 1.9821567014486885 5.100594619636731,38.86269002128185 1.3296377377891189 4.082006945552928,7.503557781079493 -3.8681809462918 -2.137869603491331,-13.006560303768348 22.459011827809345 -36.81545670376048,27.21561045420234 62.79864005039653 16.830655666772852,8.01418135647231 7.392656331797167 -3.2354544056358803,-5.154840010475632 -28.93647896612562 21.947738332558284,28.64605009848449 -70.43532962017807 -20.41901352443246
-24.162590924446846 -12.580385199513936 2.2422562608155343,-21.9153873231657 -4.190613055581318 -1.3616168122628398,-24.002660779589988 1.888679252047927 5.390649997233732,40.125115626305615 1.2595296048949063 3.8005408069404663,7.752424128826258 -4.087200391697029 -2.471144966753023,-12.93226232726899 21.934749374016256 -37.007937576222474,27.052636569005873 61.88371948478828 16.39464004696821,8.28254183864757 7.231820712639397 -3.1784037733364308,-5.260870801928445 -28.694348199529603 22.625925408249593,28.721691493715404 -70.8690757882491 -20.60443006747334
-23.606256514054426 -12.816879250774537 2.494192288189484,-21.51236825909634 -4.447668218759178 -1.0630810880742625,-23.84582712341292 1.9779516875064131 5.420889361624262,39.80550811287732 1.130024942447121 4.211777024556038,7.486869117333233 -4.147883635386712 -2.528840113127211,-12.403893303602421 21.44806464962776 -36.13780912328655,27.145646552627984 62.36074669147788 16.609162610301457,8.00975847205598 7.171222381710119 -3.135992551684883,-5.841588893456145 -28.59195757065979 22.547093080414083,28.953081138889686 -72.72525189877005 -21.483650419847265
-22.416251127751952 -12.930505899499467 2.1117694461477092,-20.51612847059918 -5.040941526422405 -1.0171285563529324,-22.35966883728381 2.286021378230906 4.748860001009045,37.067502031594415 0.7981997272679682 5.415668101730182,6.808958277789304 -3.989043334687009 -2.1321705742862824,-11.809569556333365 22.184134821552632 -33.82667281356351,27.54022676422463 64.52250955319346 17.61967986638005,7.267519019811183 7.27862690407957 -3.041962649007916,-6.891286140404961 -28.965465799764083 21.29750851967757,29.26465489879539 -75.50183889397157 -22.83518677170912
-20.90395356184711 -12.80289202137218 1.209401627569121,-19.208586917160094 -5.649816565667628 -1.2538571118395214,-20.124341434400787 2.7387476518240903 3.5537869959724264,32.91487517102015 0.30084704258874456 7.012945900561909,5.950287510265599 -3.6729823350747526 -1.3491643333272776,-11.433190210887588 23.922951477388896 -30.800964242516258,28.09315650376007 67.6031181412152 19.068298904571975,6.2977226384630525 7.503797905841686 -2.8830390842075535,-8.025375714069469 -29.693406853148325 19.19870628944031,29.547393207597498 -78.26818379001267 -24.207083731836743
-19.654677039285907 -12.417986249609044 0.3030697240844555,-18.20028876736345 -5.660863873945889 -1.6569315506494182,-18.687137657456404 3.1554262366914245 2.6161242121056913,30.131020253297766 -0.15143440291297133 8.12154263475488,5.267722408006582 -3.381431675685493 -0.4865433593840676,-11.457865237630855 25.085541755772926 -28.85561153961744,28.47861849112244 69.8128280766746 20.110334195830834,5.506881070894379 7.682378542215656 -2.6971871996900085,-8.492854655607122 -30.211742711803044 17.283303006585673,29.659921526914385 -79.67909884285652 -24.92449915700816
-19.24212304019195 -11.76345710099828 -0.08620158268978939,-18.08849156075075 -4.4743692112273985 -2.101269764869591,-19.57206333038211 3.3578682232385604 2.7103685121009438,31.45669393645303 -0.35179612124595994 7.87275055078104,5.111054978405008 -3.297888839855161 0.14817659704863304,-12.050130845212056 24.098867485197154 -29.763515387799984,28.37347674757357 69.37726764786258 19.908422333758,5.294101413319143 7.648994228264836 -2.5205815249659795,-7.565378218022006 -29.963560089600175 16.58388070103601,29.46517825089798 -78.42445600595255 -24.329395457234753
-19.606705144637225 -10.814047260774016 0.24668647063513655,-18.72855765366647 -2.203721163437022 -2.385273687455296,-22.558776419249213 3.358683390734363 3.763084211663575,36.42883950616057 -0.39480381448755725 6.316805645610698,5.491528978075037 -3.519286898971606 0.4964471303688115,-13.030954424148467 21.097490161110183 -33.473112226054084,27.736322733342533 66.11114911852425 18.381097075587427,5.666086542717248 7.3395887328690534 -2.2815181330537935,-5.559478241827888 -29.092159000546847 17.32474268052449,28.982539462143563 -74.6378333903901 -22.483191086092678
-19.988681436189587 -9.530208770043457 1.1575487465283787,-19.155618998079856 0.24929376349585616 -2.2227501259030396,-25.49840484811127 3.381426257360982 4.763371586227507,41.04230266144911 -0.7082630932679329 4.519917090242902,6.046093283537373 -4.046854350212212 0.7749751413878863,-13.839246629915424 18.103872962460958 -37.91573273709774,26.83722238163159 61.58605691075465 16.28260300433388,6.195701944061407 6.802122180053312 -1.789023971094975,-3.946889573712615 -28.514986873711933 18.83656900496618,28.404336872771367 -70.04895329622194 -20.242726458249994
-19.60500610560852 -7.876053410863293 2.480285424765453,-18.385190053100768 1.9599626285862743 -1.3342070481986144,-26.192883114475084 3.654553010516721 4.673859262741451,41.20544416846253 -1.7248159260262712 3.5811440233285086,6.3970408845572875 -4.873232166488456 1.2106553301963872,-13.909711556131711 17.194055441519062 -40.954632673886834,25.960423206821353 57.448001295786895 14.40195981928896,6.4396493628311875 6.091877175360672 -0.8536770579764964,-4.22356916474759 -29.166191393969623 20.411847691059148,27.929690742683658 -66.44691413653722 -18.494287890023006
-18.1460885688541 -5.976789888460843 3.908209852670516,-16.26877836424478 2.6580721438446333 0.15414788565066176,-24.29736559855855 4.186266225646368 3.264338996941697,36.372035284900015 -3.422705604271259 3.877172031951425,6.33928367685984 -5.857959024941356 1.8818303599703752,-13.247023923692394 18.82834803915751 -41.78272179890933,25.319232041322927 54.739053559063315 13.217913660320303,6.184868597015024 5.3200027806949794 0.4311270724634004,-6.583312397845576 -31.124429962831194 21.637962196081133,27.67855376251897 -64.77035548339383 -17.69508692443152
-15.901010948992457 -4.16133007991077 4.95686672049675,-13.714984561063877 2.9010080384695254 1.6031095451972235,-21.810358501388617 4.706263100918055 1.3252408429013598,30.478933279143654 -5.205599257830955 4.8712627791589975,5.886005997212083 -6.692268961661283 2.6790024279832876,-12.576572557466887 21.42401072477148 -41.274225283229846,25.037252937098497 53.73761871241635 12.816877238754373,5.50942990602121 4.668289843889853 1.6143769635266896,-9.573362776026913 -33.38661316271476 22.475184145668866,27.67077314200999 -64.88253222716948 -17.759780407857694
-13.199566739262995 -2.7670860043323 5.138549762390298,-11.689727351436757 3.2914492115762037 2.3495770594834173,-20.851023170401106 4.930301588991667 -0.29574673591487777,27.69266129201998 -6.4476035187307525 5.973611143701933,5.066783561695128 -7.06145609283572 3.4809230652141037,-12.658392502617515 23.287973079570715 -40.40445241691948,25.22819135507077 54.65845209274638 13.254027612669093,4.51177077268212 4.3203490626278 2.229099823252158,-11.65640769977538 -34.89402512167098 22.90927337020115,27.917867636338933 -66.56857593738009 -18.564136461116217
-10.487415135776875 -1.9019152508937665 4.375295317642807,-10.631435201554105 4.0401490594034355 2.183446724818836,-22.047204284698843 4.771509500486834 -1.1638950512340793,29.268370602123845 -6.88966505510505 6.872367865241526,4.031244571177828 -6.894910300673538 4.1814007228190375,-13.670119697435727 23.769194177875217 -39.80823062746755,25.797493571339906 56.97960253296273 14.279650947494229,3.3752969506319483 4.323501497964502 2.1591217254351616,-12.354163015911757 -35.279936477162764 23.004730833773312,28.33554275778989 -69.15450282926417 -19.778732542162977
-8.377958080413272 -1.3413415996315126 3.1823381262948693,-10.214870891269642 4.79045700652711 1.5504343490605619,-23.86771631379446 4.428753748150952 -1.442331422777301,32.246319745695644 -6.803817417481787 7.658089901636406,3.1028213198494075 -6.475407266700381 4.69604227090602,-14.946230949444221 23.725214874576015 -39.62746009039819,26.349101908483544 59.11256363227219 15.202632422648872,2.40642566880942 4.527757036890713 1.7961322746294326,-12.72153631852853 -35.17943043280637 22.940053736183874,28.70079190586207 -71.30165209766598 -20.777084559757014
-7.491078128599125 -0.8367357320586547 2.1171874406034603,-10.05789181562951 5.146036114686841 0.9437022355140946,-24.626113628203534 4.122061675085081 -1.341981900850254,33.364450504391506 -6.5027097282892985 8.451832942176232,2.6164901405558094 -6.1109847301245415 4.943424970001173,-15.76143212263497 24.124074630873164 -39.959826737458556,26.468157371091742 59.405552191085356 15.306221261179969,1.919109691456939 4.768948728858658 1.5689336730393122,-13.921087711419595 -35.30208644041074 22.90116188800463,28.782390508693684 -71.63595084607788 -20.917304055132966
-7.962936934912145 -0.2745779337245127 1.4352477134124433,-9.986638498796527 5.054084530514837 0.5740262936480348,-23.633924716188673 3.9839422455783544 -1.1471160913324017,31.366046669773876 -6.229894564168926 9.302228047887676,2.757430677846968 -5.93537487007685 4.934127457921177,-15.842909346608423 25.38301303371932 -40.492936194644145,26.088761691906228 57.67638948992931 14.522007490940112,2.075085337191921 4.975000739450692 1.7145913268956083,-16.2173268597073 -36.07297606866981 22.964882982136775,28.5410869222675 -69.99184659040613 -20.128345244188367
-9.126576118420703 0.234329530348111 0.8903399083962349,-10.173063179412766 5.032170440666882 0.183337340135857,-21.859610829255118 4.001597980936473 -1.2637756361127541,28.3238540090541 -6.11420376050692 10.137659935427722,3.4621156847321335 -5.792910984322661 4.831477921379124,-15.669100074496225 27.00477866133152 -40.23353926208127,25.724394819272916 56.182875731440284 13.858018997363578,2.7833645188828653 5.22673577621139 2.151830744111005,-18.3837335827314 -37.44480349262373 23.026919469087446,28.25636144976275 -68.21028884973182 -19.28693033949114
-10.24211458460132 0.5582943360553493 0.19136060510133923,-10.819574440607349 5.647171915723743 -0.5280849563003552,-20.423181147704074 4.148519431720689 -2.105342291772172,26.61270747823825 -6.272478705848598 10.874811666349157,4.642122967755797 -5.501982743349575 4.812366019633237,-15.785688320565528 28.406963090949073 -38.13412973345327,25.93944641686046 57.39601961242094 14.416219470444792,3.9278981275773717 5.618341198778871 2.769002360754106,-19.06056739836089 -39.32312292977642 22.966481789438305,28.235953161828903 -68.3091376249609 -19.35326895295422
-10.88768977944876 0.5951503550060463 -0.6838249216068637,-11.884463573693926 6.958342616447912 -1.5697915021906559,-19.9135077649753 4.396836640305162 -3.6145797244828572,27.263641492859943 -6.688117069718467 11.388951556828992,6.044694906413535 -5.033486698393068 4.958183394466826,-16.331035436074927 29.128126968515925 -34.27645964319628,26.875976347342405 61.872838427311706 16.440008829151378,5.252475898481296 6.124541407564149 3.4134437633639134,-17.724454312565882 -41.316466058674365 22.729277703635447,28.583897210853593 -70.9118315015926 -20.62028265318034
-11.248312847744714 0.2990761976223353 -1.2440793507739318,-12.860173672643707 8.056238269579122 -2.3976038781438977,-19.905895678888065 4.716083395919859 -4.836172699806596,28.743320469460116 -7.089866326686749 11.476316305360696,7.103473143928159 -4.649347762302675 5.168083145855622,-16.666210320412397 28.937675802177985 -30.897240684181916,27.870113951164928 66.51788618993693 18.534392669533677,6.233418510017451 6.492090044367625 3.854227857271658,-15.448055654754661 -42.46655745741505 22.387911581359678,29.015501255124512 -73.980839422738 -22.107509506225338
