-3.8 -35.7 10.3,6.7 -25.6 14.3,-33.9 2.0 -15.0,63.8 -14.0 -23.2,7.3 -7.3 -5.5,37.5 -12.2 -16.8,29.9 83.6 26.8,8.1 5.1 -1.8,-0.8 -15.8 26.7,30.0 -93.3 -31.7
-3.8223770475523073 -36.15583957932125 10.321746538915422,6.996444891448113 -27.076556202232535 14.32219125315945,-35.52678836622897 1.187513273430505 -13.619344883683741,65.31773355613774 -13.526162778926533 -23.433464482650283,7.266982675875685 -7.6141518333873925 -7.175286806719955,33.03571176974792 -11.131688915948962 -16.81162314630826,29.90061903876646 82.97894656899898 26.499445078047465,8.282223579460668 5.2586847404780945 -1.6621855755999726,-0.9154716908996352 -16.339977285405837 26.272711266530624,30.00536634434427 -89.1257523182127 -29.608212861792374
-3.901634081843134 -34.83467144979201 10.305859267942104,6.635952898489963 -25.531253757122204 13.464846922518717,-35.17811748226291 1.5538919502012545 -14.866090299533678,64.933411926865 -13.779670590770609 -22.414047717867657,7.559103766406515 -7.494371785493128 -6.30876706724699,36.31679609299792 -10.395624453837275 -15.89436378466367,29.903803765022634 83.92181267473626 26.960734889274242,8.438918883143135 5.195262856995902 -1.5365392978135473,-2.2750167211362107 -17.463088419295786 25.512947062232502,29.99902943675534 -89.62966851257923 -29.864045603614965
-3.814154027621068 -33.74089172649841 10.389097334928204,6.427064746258664 -23.624887642554707 13.148695925377833,-35.40316417749287 1.6474595390765094 -16.069841207538612,64.72589487697799 -13.22921818691989 -21.768689327893572,7.807103655973133 -7.5925708214590335 -6.4780066322210565,37.52527899072057 -11.328685493428013 -15.97664367763536,29.940994186800943 86.13347407847522 28.078313686224142,8.6496124503799 5.228737424051287 -1.0210538785854693,-2.357105283615413 -16.65057490484658 25.593289045964266,29.99723293982846 -90.36394920720778 -30.21766072479668
-3.640756647658427 -33.28322801184088 10.513240778158597,6.419387658461839 -22.27215645299582 13.384998404620786,-35.968304505563324 1.4925755776147418 -16.710101417930954,64.75305399873378 -12.302425807326893 -21.689900885379107,7.908737323736884 -7.810795767044346 -7.345063870413405,36.60204248028189 -13.071983192070263 -16.76606387632555,29.984110885495753 88.2788240087972 29.17313139063275,8.804324594873712 5.318356596730003 -0.4466391321806674,-1.4217447910153043 -14.758524715454401 26.22456104520891,29.998460663904183 -90.89229361545384 -30.460904679129737
-3.4799759344549255 -33.875290525375284 10.61055913344955,6.653163257131139 -22.470103665072934 14.151241019394694,-36.58742064563666 1.1332461274331642 -16.23230439888426,65.06954937248548 -11.505918708403327 -22.358249895645198,7.755720369392778 -8.028759774409513 -8.473152804000383,33.6079523689447 -14.573887420485802 -17.876254176911473,29.999157417736253 88.81836133244458 29.461179759019135,8.77976002706989 5.412817276690523 -0.1980169782832396,0.17407214277629013 -12.846424185975545 27.016908386754466,30.0002022616033 -90.704726448358 -30.350564212646123
-3.398475050607588 -35.542487903985126 10.639267282989854,7.09535787528626 -24.529091475111063 15.293041202019221,-37.0415756874854 0.6541013729683879 -14.531637090023642,65.63747301741185 -11.168952201891736 -23.708522275644523,7.337678536116008 -8.16107078199585 -9.485110220408533,29.129987839909735 -15.154890157377535 -18.950762593543505,29.96980710979329 87.08107046053367 28.59796945230333,8.53531515221401 5.47472435834468 -0.46322051384494617,2.001598784138599 -11.669931855305904 27.659472624682692,30.00075217001967 -89.63391200665957 -29.810265843071754
-3.3818815457391707 -37.323177198339465 10.623549431183788,7.52662616284741 -27.013508139091098 16.32072220951247,-37.2826486766663 0.24306346514361954 -12.646841473552108,66.1835509580811 -11.16979609858089 -25.05057319116899,6.893186481105522 -8.211061132488632 -10.155371323046204,25.09283782674242 -15.08165087108055 -19.70920799073761,29.924660910418556 84.6041700629837 27.356543493777075,8.240640460446084 5.502045565420357 -0.930176645801088,3.4496444814941927 -11.212185692295172 28.042253204788466,30.00045109248127 -88.38371905189291 -29.187847293456482
-3.4031365469865533 -38.101529334959174 10.597912354620561,7.698535599406988 -28.214890968400255 16.692303202387446,-37.289295346082774 0.10415140001901894 -11.79532425457843,66.39776312987505 -11.316133576242267 -25.596674343265423,6.699708019545846 -8.195958726069552 -10.282214160102585,23.629878299533416 -14.768910370093879 -19.883245806557873,29.899344177552607 83.2700858523839 26.68464768572451,8.09824477812524 5.498288306627116 -1.208616156209084,3.8787095924930135 -11.335331085024245 28.086754964546827,29.999960010875558 -87.79416424636028 -28.897437805597843
-3.4386498314994394 -37.22550928166438 10.587640534239117,7.4704441178805645 -27.103405561648003 16.112257493913194,-37.07598083245185 0.34546369756180667 -12.696024184785173,66.10562918176225 -11.455757140338097 -24.897571965543232,6.91915759722424 -8.135913358558014 -9.793091388591629,25.90542799828314 -14.535618122688843 -19.359037906244925,29.916197905212947 84.24741117026453 27.17136564700254,8.230172527106356 5.469785714894527 -1.0502045002444944,2.970732048626528 -11.870620419747532 27.78061878063662,29.999763252792235 -88.36786757277964 -29.18603952939897
-3.475060785588258 -35.410885548295106 10.590820411476496,7.019601108862566 -24.65060195174415 15.011891502288098,-36.762777988442856 0.7922139002077297 -14.597817506276597,65.53239727110024 -11.554748182340754 -23.502228360161883,7.37267590548945 -8.059691967967577 -8.99641245185125,30.225899364704205 -14.418219462130482 -18.47841056539902,29.95838535245406 86.59953239428927 28.348028284712413,8.521165603366418 5.4312044403014115 -0.6251954100745355,1.355621106776891 -12.558197630347907 27.30653139195758,29.999824163762952 -89.612411707852 -29.80776982560036
-3.500885344367865 -33.624340444147734 10.600549141501983,6.581570882459258 -22.195169864658105 13.955843992298206,-36.489132648624484 1.2177223198656413 -16.47990798379821,64.97664289774099 -11.600887345779258 -22.14272144401915,7.818891122120542 -7.997642245557401 -8.27047059725169,34.37344232344143 -14.401336354000607 -17.666778444185884,30.001882902414625 89.00365070686657 29.551929318860594,8.812434447845611 5.398739857181585 -0.18062965033216408,-0.16281540103321157 -13.121493455249345 26.882959309032064,30.00001051887839 -90.85284683484375 -30.42632985748157
-3.5046394429531196 -32.83255627851854 10.609923879484871,6.391917748776888 -21.075799026359164 13.508753728729538,-36.39449064756541 1.3953092684444144 -17.32149938209561,64.73694156153653 -11.58195527418262 -21.55112913401275,8.01643142489661 -7.98011188258664 -7.993559072163148,36.130206799139856 -14.469590763881026 -17.349556202771193,30.022666938233336 90.13696729040508 30.12036246945359,8.94518950148414 5.388587339868863 0.03645201434968104,-0.7807696427811619 -13.283938632875845 26.728369042382397,30.000190093229246 -91.41422313702137 -30.705420788322186
-3.4748390164588785 -34.00221536070387 10.612041780594446,6.6862060179217195 -22.6311791628167 14.235259476368132,-36.61829781983435 1.0982950578529096 -16.101795465914343,65.11186876233887 -11.485732611079861 -22.459529347040466,7.723924991596732 -8.037448570314455 -8.543971123955853,33.27834271644437 -14.607604657353559 -17.952158501320675,29.996713843048898 88.67668332731336 29.39062145649789,8.760641205222203 5.416942262697063 -0.22099118066195134,0.30556621355570424 -12.768963901651396 27.06122710253093,30.00023066190622 -90.6215907976513 -30.3087437814018
-3.4 -38.1 10.6,7.7 -28.2 16.7,-37.3 0.1 -11.8,66.4 -11.3 -25.6,6.7 -8.2 -10.3,23.6 -14.8 -19.9,29.9 83.3 26.7,8.1 5.5 -1.2,3.9 -11.3 28.1,30.0 -87.8 -28.9
