-44.7 -32.8 24.7,-28.7 -16.0 9.9,-32.5 -2.0 22.2,77.1 -12.4 -20.3,5.6 -6.0 -4.7,-5.8 -14.6 -45.6,24.4 51.5 11.9,6.6 5.3 -5.5,21.6 13.7 45.8,23.1 -47.7 -10.3
-47.8034760818993 -31.289164847852753 15.461144510562347,-34.697597838126065 -13.435199642728781 0.05854516973007909,-37.12626635349019 -1.8851490257879133 20.515618571868607,85.1604703376826 -19.88041678017655 -24.438563287089,6.432897069226415 -4.801142465274378 -3.6874111265660408,-6.887975261482634 -8.830084578021507 -45.698825294000784,20.136170266408552 39.46739248957179 7.298049999600954,7.373053400233238 5.96157982797327 -6.569589754858762,32.706533297288495 5.618629253025751 44.636813489993386,21.43796156217212 -42.63072278604272 -8.430090920048581
-47.38866969401695 -31.132480853815668 15.409355756718915,-34.35971946352719 -13.582688661336798 0.47921955530393845,-36.93832062056309 -1.667957569465649 19.938649168650727,84.84982097289755 -18.265354422333075 -23.104801999224076,6.587533560254249 -4.815091101682951 -3.5822807535750547,-7.160650522031569 -8.424786770850279 -45.346839671020966,20.378658127254205 40.03837006986541 7.475975964742445,7.478259659829826 5.993261359570761 -6.245714985536241,31.114977301236863 5.636396222784199 44.843365697534416,21.42813435090061 -42.62617496873532 -8.44119020925714
-46.66786709009691 -30.63630683943936 15.635575865564629,-33.20714746920588 -13.196379596074761 0.8030061657127741,-37.53915563951562 -1.5880484938524329 19.017737387225917,84.61407804820423 -18.753095066465683 -23.638949914823055,7.330281923574213 -4.961303061757682 -3.5061782874961236,-7.49935048233417 -8.18757199415713 -45.26931766840002,19.850740411953254 38.67532617953805 7.001650745405981,8.183512662807974 5.872488254838415 -6.0775377774303445,29.01483333187368 3.8852343394524023 44.01438203800032,20.668667835111417 -40.76154869708323 -7.793646385133107
-45.772370982613225 -30.112701326647404 16.150340714129868,-31.56947960964677 -12.455684157973206 1.0153371449015103,-38.20718917352704 -1.5321057793334776 18.360259924213572,84.11315923139003 -19.72515345448899 -24.543085894426376,8.273069702006065 -5.159862880341525 -3.389231090169917,-8.016120914375062 -8.161324849799886 -45.57076549320115,19.10680748005814 36.77953529916425 6.355787201231976,9.096754513338876 5.670121448060951 -5.990323942119803,27.241756869740435 1.9283892061588417 43.127916847387475,19.702602685747276 -38.36848860156101 -6.953027290156247
-44.866517920092264 -29.901144367548245 16.938381913747573,-29.844878302895548 -11.560248074461493 1.1056564366167985,-38.10017775318525 -1.360698051818278 18.62693957492415,82.96703687288199 -19.25986222924897 -24.06931949844681,8.974918244238134 -5.318066186420448 -3.1528476334109508,-8.855692266919721 -8.340625482590427 -46.35623672225107,18.809248097553432 36.023427908853535 6.110854681286084,9.770420707730173 5.473595991093837 -5.876595715307642,26.743204438338623 1.6367991398923967 43.35254782051083,19.17188531251136 -37.02308026960805 -6.470788124979831
-44.09863631557084 -30.218741247442367 17.967038192875627,-28.381726300596092 -10.75630554056762 1.1342195487855302,-36.84027297289007 -1.0295938509494917 20.08076091449567,81.12318297783584 -16.54787001221582 -21.543293051906197,9.15681586513085 -5.381109986597655 -2.79526033800987,-10.004675539342703 -8.651825032737186 -47.55181271431782,19.305122925557537 37.2803364249801 6.563259972731403,9.926385386123966 5.3411879113895715 -5.698314565069022,27.901362263241698 3.9396709030521273 45.21533346471388,19.42802557599188 -37.59441885672941 -6.6524746097213345
-43.57635187443928 -30.971443940871087 19.159424677088893,-27.401835261237487 -10.408547818201994 1.3413293406753328,-35.23040956865091 -0.7366195287334588 21.97340882573423,79.36177881410286 -13.608029378884758 -19.02024161066,8.951572360987385 -5.390560330176497 -2.510036224307709,-11.047643047254741 -8.847793773224758 -48.628515344621945,20.13973106630083 39.39178544407034 7.307485909344258,9.717341854858354 5.257032731636877 -5.593999983757637,29.661145396709067 7.371739761173878 47.61218867576149,20.084061704268073 -39.15398699332013 -7.178376531338026
-43.40086830346108 -32.01645379494783 20.43171853824528,-27.107076996039872 -10.900032192275816 1.9953602277390572,-34.25813067052293 -0.7174167574658199 23.398451016113103,78.59308086566055 -12.901210712901495 -18.98192658823278,8.556480851843594 -5.403062058928284 -2.5212445848848386,-11.506373532239083 -8.65431357234914 -48.98631880219299,20.73297698660701 40.88153087375246 7.828238578412074,9.363429789358646 5.193661612556641 -5.729741500479229,30.742732460589792 10.093265677366523 49.18398811919739,20.637530992477533 -40.49210799765361 -7.63098885540113
-43.613414301280734 -33.176696606744684 21.683927536137123,-27.5503522982247 -12.387257076603673 3.213935335339024,-34.55391110073176 -1.098551348887813 23.747214626826796,79.3344862340086 -15.841108662242526 -22.800903580789363,8.165026320091162 -5.46106186928324 -2.947912469783207,-11.101954550137593 -7.892091867384044 -48.284342215539645,20.69272899272157 40.75442190201992 7.778987440380716,9.066407736950023 5.130006269491787 -6.176437424192175,30.26667597161356 10.84745386907823 49.03927333215367,20.75318639277477 -40.8023700973226 -7.732612487015802
-44.07834258015 -34.174014039911384 22.768373222614667,-28.345222366425137 -14.358562179265343 4.670087884292261,-35.695173566335484 -1.6849067835118294 23.2891674646396,80.94478624519583 -20.753127485569994 -28.57850106487983,7.959462935100551 -5.565133833708492 -3.599280388874275,-10.143267543352312 -6.6617869313496865 -46.94596499802293,20.181191114161823 39.434129509147446 7.310912402606327,8.9738253291828 5.06387468721379 -6.724251779899783,28.53429573281655 10.096709268905256 47.66581099586284,20.588926839328582 -40.467654874776656 -7.617858629095803
-44.62755921476271 -34.71170459513407 23.528629454958793,-29.024654685672004 -16.179718261598282 5.955294249916847,-37.0661658781991 -2.222356213636452 22.45486597520741,82.57023426330538 -25.396146606946584 -33.815964244675044,8.119984653733948 -5.708170790598413 -4.227760721799752,-9.04702054841459 -5.115412020420106 -45.53476465867672,19.462256313268792 37.60459740882215 6.66649480238499,9.22328795883058 4.9965375674241335 -7.111849891468197,26.063514880227757 8.618811729379287 45.804376802413515,20.393115377733487 -40.08901129189361 -7.496973866537678
-45.09297027981272 -34.49306677309895 23.80827009045045,-29.121616740996195 -17.216496084940033 6.661030807530922,-38.051135847187695 -2.45677279156029 21.67486660418615,83.35708365242047 -27.52904545043524 -36.01453832434614,8.826785432853528 -5.883065578347384 -4.58576584820138,-8.229921601855743 -3.4049803907692957 -44.61431870653491,18.799817552383473 35.94976931473108 6.088215977012775,9.952401018666965 4.929265611824294 -7.077897082763599,23.372256549876102 7.1915411030319785 44.19574644389421,20.414115053584013 -40.26748831055126 -7.580204784237969
-45.30648184999387 -33.2213990744922 23.45086898637054,-28.169076017428566 -16.834666410628103 6.378773932452598,-38.03433128416631 -2.134029669581937 21.379725797231707,82.45158777662428 -24.910703440098743 -32.675468508064085,10.260059229321499 -6.0827110353497895 -4.425708147720885,-8.108678740207104 -1.6825052985712416 -44.74820465063138,18.45776779384687 35.153588940561335 5.818557263785751,11.298769901465583 4.863329522115755 -6.361058677652137,20.97844387779051 6.592677242394989 43.58069561239352,20.900288912474686 -41.604134892627464 -8.077797967093234
-45.1 -30.6 22.3,-25.7 -14.4 4.7,-36.4 -1.0 22.0,79.0 -15.3 -21.3,12.6 -6.3 -3.5,-9.1 -0.1 -46.5,18.7 35.9 6.1,13.4 4.8 -4.7,19.4 7.6 44.7,22.1 -44.7 -9.2
